ID|原类别|原优先级|旧判据(文档+节号/路径)|最新权威条款|当前证据(命令+输出)|结论|归属|GAP关系|备注
M3-D-003|D_COMMENT|P1|旧宪章 §12.3-6（公共函数头必须写明参数语义/生命周期/线程安全）、§12.2、§14.4、§12.3-1|ENGINEERING_SPEC.md §2：注释只写前后置条件/所有权/线程安全/生命周期/边界条件，且须与实现一致|命令：sed -n '76,90p' lib/snr_estimator/cpp/include/snr_estimator.h；sed -n '318,335p' lib/snr_estimator/cpp/src/noise_model.cpp；输出：头 :82 star_ids / quality_flags 可空 (空则填 0)；实现 :334 (void)star_ids;（全函数对该参数唯一使用）；:322 if (status != 0.0) { r.fit_status = 1;（NaN status 落入 rejected）|OPEN|NEXT-PACK:NP-DC-02|无|PsfFitQualityRow 无 star_id 成员，头注承诺的输出通道不存在；NaN 未按 :326 的 invalid 分类处理，头注四值枚举与实际分支不对称；公共头仍无线程安全/生命周期说明
M4-D-01|D_COMMENT|P1|旧宪章 §12.3-8/§12.2（注释不得与代码矛盾）；DISP-P2UPM-002（lib/phase2_upm/README.md:192 仅覆盖 upm.h:89-91 的 lease 措辞）|docs/science/PHASE2_UPM.md §5 连续定义：禁 production 乘 star SNR / snr²/(1+snr²) / support^p；ENGINEERING_SPEC.md §2（注释不得与实现矛盾）、§10（不得硬编码 workers）|命令：sed -n '10p;91p;176p' lib/phase2/include/astro/phase2/upm.h；sed -n '54p' lib/phase2/include/astro/phase2/sampler.h；sed -n '883p' lib/phase2/src/sampler.cpp；sed -n '1481p' lib/phase2/src/upm.cpp；输出：upm.h:10 SNR-aware 权重、图平滑、弱零锚、连通分量）；:176 worker 数显式版本（CON-010 并行物化；workers<=0 => auto=omp_get_max_threads）；sampler.h:54 CON-004 并行采样 worker 数（0=auto：omp_get_max_threads/hardware_concurrency）；sampler.cpp:883 const int workers = (cfg.cpu_workers > 0) ? cfg.cpu_workers : 1;；upm.cpp:1481 const int nw = (workers > 0) ? workers : 1;|OPEN|NEXT-PACK:NP-DC-02|无|公共头仍留已撤销的 SNR-aware 权重语义；workers<=0 的 auto=omp_get_max_threads 注释与两处 >0?x:1 实现相悖，且 upm.h:176 与 sampler.h:54 不在任何偏差 ID 覆盖内
M4-D-02|D_COMMENT|P1|旧宪章 §12.2/§12.3-1（注释承载正确默认值）；SCI-REJ §5 阈值冻结锚点；lib/phase2/src/rejection.cpp:12「本文件为阈值/迭代权威实现，禁止阈值漂移」|docs/science/REJECTION.md §5 连续定义（排异阈值冻结锚点）；ENGINEERING_SPEC.md §3（默认容差不可修改）、§2（注释须与实现一致）|命令：sed -n '106,109p;178p;337p' lib/phase2/include/astro/phase2/rejection.h；sed -n '1040,1041p;1058p;2104,2105p' lib/phase2/src/rejection.cpp；输出：头 :107 double lower;  // 低侧因子（默认 4.0）与 :108 upper 默认 3.0；:178 const char* profile;  // "wbpp_current"（nullptr=默认）；实现 :1058 p.linear_fit.lower = 5.0; p.linear_fit.upper = 3.5;；:1040 profile = req->profile ? req->profile : "wbpp_2_9_1"；:2104-2105 冻结断言用 5.0/3.5；头自身 :337 写 linear_fit 5.0/3.5/8|OPEN|NEXT-PACK:NP-DC-02|无|同一头 :107-108 与 :337 自相矛盾；profile 注释漏列 canonical 名 wbpp_2_9_1（nullptr 实际解析为该值）；low_fraction 0.1 与实现 0.2 的半句已登记 DISP-P2REJ-001，不重复计
M5a-D-001|D_COMMENT|P1|旧宪章 §12.2（注释只解释前后置条件/线程安全/生命周期，不得与代码矛盾）、§10.4（线程数唯一来自预算）、§17.6（heavy 路径无单线程长计算）、§12.3-8|ASTROCS_DESIGN.md §8：一个进程只有一个资源调度器与线程预算源，模块不得硬编码 workers；ENGINEERING_SPEC.md §10 同款；§2：注释须与实现一致|命令：sed -n '54p' lib/phase2/include/astro/phase2/sampler.h；sed -n '15,16p' lib/phase2/include/astro/phase2/execution_options.h；sed -n '883p' lib/phase2/src/sampler.cpp；sed -n '1481p' lib/phase2/src/upm.cpp；输出：sampler.h:54 CON-004 并行采样 worker 数（0=auto：omp_get_max_threads/hardware_concurrency；1=串行默认）；execution_options.h:15 int cpu_workers = 0;  // 0 => max(1, hardware_concurrency)；sampler.cpp:883 与 upm.cpp:1481 均 (x > 0) ? x : 1|OPEN|NEXT-PACK:NP-DC-02|无|三个跨模块公共头的 0=auto 约定与实现 0→1 相反；execution_options.h 的 effective_cpu_workers 取 hardware_concurrency，与 sampler/upm 实现互斥；sampler.cpp:880-882 自述 OpenMP 条件已移除
M6a-D-001|D_COMMENT|P1|旧宪章 §12.2（注释只解释单位/数学原因/前后置/所有权/线程安全/生命周期，禁堆积任务编号与审计流水）、§1.1（层间冲突须建 finding 并回写权威层）、§12.3-3（实现引用有效 SCI/ALG/偏差 ID）、§17.2（追溯无断链）|ASTROCS_DESIGN.md §0：本文与其他文档冲突以本文为准，Agent 无权放宽或重新解释；ENGINEERING_SPEC.md §8：检查器覆盖含算法引用有效 SCI/ALG、删除/重命名无悬空引用|命令：sed -n '393,395p;409p' lib/plate_solve/cpp/ipv/src/ipv_wcs.cpp；grep -rIlE 'DISP-WCS-00[78]' docs/；输出：:393 5.3 SIP AP/BP: 网格反变换法 (WCS-002/DISP-WCS-008 整改: 网格加密 7×7→41×41 …)；:409 冻结 1e-4 px 在该 fixture 下数学不可达, 需负责人裁决 (finding)；docs/ 内 DISP-WCS-007/008 命中文件数 0|OPEN|GOV-001|无|裁决请求与偏差 ID 仍只活在注释与控制包/证据台账；docs/standards/STANDARDS_REGISTRY.md 与 PLATESOLVE §11.3 无 007/008 行；注释继续承担未登记裁决载体，须由 GOV-001 裁定登记或撤销
M6a-D-002|D_COMMENT|P1|旧宪章 §10.4（一个进程一个线程预算源；禁私有降级路径绕过 Runtime）、§10.5、§12.2（线程安全与前后置条件必须写对）；AGENTS 执行纪律「重计算禁止单线程」|ENGINEERING_SPEC.md §10：一个进程只有一个资源调度器与线程预算源，模块不得硬编码 workers、不得私建长期线程池；AGENTS.md 硬禁令（重计算不得单线程）；§2（注释须与实现一致）|命令：sed -n '15p;929,931p' lib/calibration/src/module_entry.cpp；sed -n '18,20p' lib/cosmetic/src/module_entry.cpp；sed -n '922p' lib/drizzle/src/module_entry.cpp；输出：CAL 头 :15 acquire 失败 → 单线程降级 (drizzle 先例, 非致命); 不私建线程池；CAL 实现 :929-931 "重计算禁止单线程" → acquire 失败/executor 缺失均为硬 BUDGET, 不取 drizzle 降级单线程路径（:950-953 返回 ACS_ERR_BUDGET detail 105）；DRZ :922 /* acquire 失败 → 单线程降级执行 (BUDGET 缺额非致命; workers=0) */|OPEN|NEXT-PACK:NP-DC-02|无|同一 CAL 文件头与其实现（相距约 900 行）语义相反；COS/NOISE 头以写错的 CAL 头为先例；DRZ 真降级且无偏差 ID 登记，四适配器互不复制事实
M6a-D-003|D_COMMENT|P1|旧宪章 §12.2（注释只写非显然决定且须与实现一致）、§12.3-1（文档-代码一致）|ENGINEERING_SPEC.md §2：注释只写单位/数学原因/边界条件/非显然决定，须与实现一致|命令：grep -n -e NB_GRID -e AP_FIT_ORDER -e APX_ORDER lib/plate_solve/cpp/ipv/src/ipv_wcs.cpp；输出：:17 // - SIP AP/BP: 网格反变换法 (NB_GRID=7)；:238 // 6. SIP AP/BP: 网格反变换法 (NB_GRID=7, 拟合 UV→uv 多项式 = revtrans)；:411 const int NB_GRID = 41;       // 每轴网格点数 (整改: 7 -> 41)；:412 const int AP_FIT_ORDER = 5;；:535 const int NB_GRID_X = 81;；:536 const int APX_ORDER = 7;|OPEN|NEXT-PACK:NP-DC-02|无|文件顶部设计说明（新人首读段）保留整改前 7×7，与同文件 41×41/阶 5、81×81/阶 7 并存；M1a 已在 SCI/ALG/注册表面定稿该冲突，本条是同文件头注释残余载体
M6a-D-004|D_COMMENT|P1|旧宪章 §5.3（校准/母版精度合同）、§4.1/§4.3（dtype 与量纲不得以措辞掩盖）、§12.2（注释不得与实现/合同矛盾）、§12.3-10（禁历史任务号 R10 入活动注释）|ENGINEERING_SPEC.md §3：精度与默认容差不可修改、不得以措辞掩盖；§2：注释禁堆积历史版本号/任务编号，且不得与实现矛盾|命令：sed -n '112p;117,118p' lib/calibration/include/astro_calibration.h；grep -rn -e ac_generate_master_flat_f64 -e ac_correct_frame_f64 -e ac_calibrate_frame_f64 lib/calibration/src/module_entry.cpp lib/cosmetic/src/module_entry.cpp；输出：头 :112 双精度 ABI 改造 (R10): FP64 模式下全链路使用 double, 不降级到 float32；:117-118 (这些函数用于 master 帧预生成与坏点修复, orchestrator 的 run_stage_calibrate 不调用它们, 因此不影响 FP64 全链路精度。)；生产适配层 module_entry.cpp:970/975/979/1004/1026 与 cosmetic/module_entry.cpp:802 实调这些 f64 入口|OPEN|NEXT-PACK:NP-DC-02|无|降级执行本身已登记（DISP-COS-004），未登记的是「不影响 FP64 全链路精度」这一结论，其「仅 orchestrator 旧通道不调用」前提已被两条已接线 FP64 生产路径推翻；R10 属 §2 明禁的历史任务号
M6a-D-005|D_COMMENT|P1|旧宪章 §4.1（variance/ivar 的无效值与下界语义不得含糊）、§12.2（公共头须写所有权/生命周期/线程安全，注释须与实现一致）、§12.3-8|ENGINEERING_SPEC.md §2：注释只写所有权/线程安全/生命周期/边界条件且须与实现一致；§3：variance/ivar 定义不可改、不得以措辞掩盖|命令：sed -n '168,171p' lib/snr_estimator/cpp/include/snr_estimator.h；grep -n -e g_model_floor -e 1e-12 lib/snr_estimator/cpp/src/noise_model.cpp；输出：头 :170 （负预测 clamp 到 variance_floor）；否则全局常量。 冻结。（用户头未提注册表/禁拷贝）；实现 :32 static std::unordered_map<const NoiseWeightModelV1*, double> g_model_floor;；:126 写入、:411 double floor = 1e-12; :412-413 未登记键回退 1e-12；:442 erase|OPEN|NEXT-PACK:NP-DC-02|无|用户头把 fill 写成纯函数并承诺 clamp 到 variance_floor，真实语义依赖 build 期建立的进程级指针键侧表，未登记时静默退 1e-12；禁拷贝/生命周期约束只在内部头 lib/snr_estimator/include/astrocs/noise/types.h:55-61 以 DISP-NOISE-002「如实登记不消化」承认
M6a-D-006|D_COMMENT|P1|旧宪章 §12.2（注释须与实现一致）、§12.3-1/-5（模块注册表/委托关系一致）、§14.2（唯一权威实现面）|ENGINEERING_SPEC.md §2（注释须与实现一致）、§4（模块规范：单一 entrypoint、注册一致）、§8（模块 manifest/注册表/构建 target 一致）|命令：sed -n '11,16p' lib/core/src/module_adapters.cpp；grep -n -e ipv_solve_create -e ipv_solve_from_memory_with_callback_d lib/core/src/module_adapters.cpp；grep -n hp_drizzle_api.cpp CMakeLists.txt；输出：头 :11-12 wcs-platesolve → WcsTan::pix2sky … 真实求解器接线归各 IMPL 任务；:15 drizzle → hp_drizzle_run (lib/drizzle 静态库)；:16 writer → aio_write_fits；实现 :2347 ipv_solve_create()、:2362 ipv_solve_from_memory_with_callback_d(...)；CMakeLists.txt:415 hp_drizzle_api.cpp 编入 astrocs_drizzle STATIC|OPEN|NEXT-PACK:NP-DC-02|无|原报①（star-psf 不接 dpsf_fit_batch）已整改：头 :8/:50 现写 dpsf_fit_batch_f64；其余仍不符——wcs 求解器已接线而头注称归 IMPL、drizzle 宿主库名错（符号在 lib/healpix_db/healpix_drizzle）、writer 头注 aio_write_fits 而 p1_op_writer(:3255) 实为校验 hp_drizzle_run_phase1_hips 产物（:3305 entry）
M6a-D-010|D_COMMENT|P1|旧宪章 §12.2（注释八类必写要素）、§4.1（每个量必须写明单位）、§12.3-1/-3；docs/standards/COMMENT_STANDARD.md:10-17|ENGINEERING_SPEC.md §2：注释只写单位/数学原因/前后置条件/所有权/线程安全/生命周期/边界条件/非显然决定；§4：公开头为版本化 C ABI 合同（带 struct_size/abi_version）|命令：sed -n '26,34p' lib/calibration/src/photometry_apply.h；sed -n '48,52p' lib/calibration/src/photometry_apply.cpp；sed -n '15,26p' lib/star_detector/include/star_detector.h；输出：photometry_apply.h:31 返回码表止于 -4: photscal 非有限值 (NaN/Inf)；photometry_apply.cpp:49-51 另有 return -5（photscal<=0）；star_detector.h SDetParams 九字段无单位/默认值/值域，sdet_create 无返回语义/所有权/线程安全说明|OPEN|NEXT-PACK:NP-DC-03|无|原报 15%/10%/55% 为 20 样本判读值，本域未重算全量、不作规模结论；可复算的具体缺口是返回码表缺 -5（注释与实现直接矛盾）与合同头缺单位/生命周期
V8-N-01|D_COMMENT|P1|V8 轴判据②（锚无宿主）与 V8-b 计量口径（git diff 取新增行）；工单 C-18（编号须先登记才可引用）|ENGINEERING_SPEC.md §8：检查器覆盖含删除/重命名无悬空引用；§2：注释只写单位/数学原因/非显然决定，禁引用不存在宿主|命令：grep -rn precise_inactive tests/ lib/；grep -rn test_psf_fast_cap_and_inactive_precise tests/；输出：precise_inactive 仅命中 lib/core/src/module_adapters.cpp:1820-1821 注释自身（tests/ 0 命中）；真实符号 tests/unit/p1001_real_nodes_test.cpp:2108 static void test_psf_fast_cap_and_inactive_precise()，:2592 注册|OPEN|NEXT-PACK:NP-DC-01|无|注释以「直调测试 tests/unit/p1001_real_nodes_test.cpp::test_starpsf_precise_inactive_direct_call」为防清理凭据，该 :: 符号整体不存在（非行号漂移，是符号虚构）；inactive 精确路径（:1812-1822，kPrecisePsfEnabled=false）的保留凭据仍为空
V8-N-02|D_COMMENT|P1|V8 轴判据①④（新增宣称 vs 复算）；lib/phase1/noise/README.md「零公式副本」宣称；工单 S-1；V1-N-12|ENGINEERING_SPEC.md §3：科学公式/权重定义不可修改，迁移须 bitwise 相等，同一公式不得多份实现；§2：注释不得与实现矛盾|命令：sed -n '3,8p' lib/phase1/noise/snr_frame_science.cpp；grep -n snr_moffat4_profile_f64 lib/phase1/noise/snr_frame_science.cpp；grep -n -e median_of -e '2.5 \*' -e local_snr 同文件；输出：:3 科学公式零本地副本: 本 TU 的全部数值都来自 P5-SNR 唯一权威实现；:6 列 snr_moffat4_profile_f64 为来源（本 TU 零调用，仅此注释命中）；:30 double median_of(...)；:86 out.sigma_location_se_mag = 2.5 * out.sigma_location_se_dex;；:155 out.local_snr[i] = out.snr_f[i] / med;|OPEN|NEXT-PACK:NP-DC-02|无|宣称的 4 个权威函数本 TU 只调 3 个（snr_source_snr_f64/zero_point_standard_error/frame_depth_f64），且本 TU 内有 median_of、2.5*dex→mag、local_snr 三处本地副本 ⇒「零本地副本 / 全部数值调 C ABI」就地不成立
V8-N-04|D_COMMENT|P1|V8-b 判据②⑤（裸 REPORT.md §N 锚，仓内连去哪找都没写）；工单 E5 扩展（裸文档名 + §N 引用即红）|ENGINEERING_SPEC.md §2：注释只写单位/数学原因/边界条件/非显然决定，禁把外部凭据当结论；§8：无悬空引用|命令：ls REPORT.md；git ls-files 过滤 REPORT.md；grep -rn REPORT.md lib/ tests/（排除含 run/ 前缀行）；输出：ls REPORT.md → 没有那个文件或目录（rc=2）；git ls-files 唯一同名件 = lib/plate_solve/cpp/ipv/REPORT.md；裸锚仍在 lib/phase1/stars/star_detector.cpp:19（§3 bit-pattern 对照）、lib/core/src/module_adapters.cpp:1604（§4 耗时 ~4 s）、lib/dynamic_psf/src/dpsf_psf.cpp:112（§2 ulp 量化）|OPEN|NEXT-PACK:NP-DC-01|无|原报 15 处/其中 12 处无前缀，本轮同口径重算降为 3 处（lib/ 与 tests/ 内含 run/ 前缀者 9 处不计，原报的 README/test 站点已改）；根 REPORT.md 仍不存在，承载的仍是最需凭证的宣称（逐字节不变、末位 ulp、耗时）
