ID|原类别|原优先级|旧判据(文档+节号/路径)|最新权威条款|当前证据(命令+输出)|结论|归属|GAP关系|备注
M5b-G-06|G_GOV_GATE|P0|旧宪章 §18.4/§17-3/§16.2/§12.3-4/-6/-12/§13.2|ASTROCS_DESIGN.md §1.3（非目标：任意路径加载未经产品清单授权的第三方插件）；§11.3 INSTALLED=进入构建安装树+产品清单并被 CLI/loader 发现；§12（模块可独立加载/验证/卸载；不得用命令占位/空输出/文档声明冒充完成）。|命令：timeout 60 python3 -c "import json;u=json.load(open('packaging/astrocs.product.json'))['units'];print('units',len(u),'sha256-null',sum(1 for x in u if not x.get('sha256')))"; timeout 60 grep -c -e "runtime/registry" -e acs_secure_loader CMakeLists.txt cli/CMakeLists.txt；输出：units 10 sha256-null 10 / CMakeLists.txt:0 / cli/CMakeLists.txt:0|OPEN|MOD-001|无|产品仍静态链全部科学库、根构建面零引用安全 loader，10 个 unit 的 sha256 全 null，唯一逐 unit 闭环 tests/abi/mod001_install_load_check.py 文件名不以 test 开头故 unittest discover 不收集。
M6a-G-001|G_GOV_GATE|P0|旧宪章 §12.2/§12.3-10/§17.6|ENGINEERING_SPEC.md §2：注释只写单位/数学原因/前后置条件等，禁止堆积历史版本号/任务编号/审计流水/代码复述；§8：检查项须能红能绿并有正负例。|命令：timeout 60 sed -n "37p;39p" tools/quality/contracts/check_comments.py; timeout 120 grep -rn -e STALE_PATTERNS -e REQUIRE_ID_NEAR --include=*.py tools/；输出：if "V19R2" in c or "V19R3" in c: / if "冻结" not in c and "history" not in str(src).lower(): / tools/quality/contracts/check_comments.py:9:STALE_PATTERNS = [|OPEN|CI-001|无|STALE_PATTERNS/REQUIRE_ID_NEAR 在 tools/ 内仍只有第 9/15 两处定义行（零引用，第 3 行输出即其中之一），实际判定仍只剩 V19R2/V19R3 两字面量且被「冻结」豁免，扫描面仍缺 .c/cli/runtime/include，coverage 仍恒 ratio=1.0 mode=full。
M6b-G-001|G_GOV_GATE|P0|旧宪章 §12.3-1/-4/§13.1/§17.2；docs/traceability/TRACEABILITY_SPEC.md §5/§7|ASTROCS_DESIGN.md §11.1：每个模型有独立解析/高精度/Monte Carlo Oracle；§12：追踪无断链且未验收不得冒充完成；ENGINEERING_SPEC.md §5.1：独立 Oracle。|命令：timeout 60 python3 -c "import json;m=json.load(open('docs/traceability/TRACEABILITY_MATRIX.json'))['modules'];print('rows',len(m),'test_VERIFIED',sum(1 for x in m if x.get('test_status')=='VERIFIED'));print('evidence_VERIFIED',sum(1 for x in m if x.get('evidence_status')=='VERIFIED'),'evidence_path_all_None',all(x.get('evidence_path') is None for x in m))"; timeout 60 sed -n "262p" tools/traceability/check_traceability_matrix.py；输出：rows 30 test_VERIFIED 22 / evidence_VERIFIED 6 evidence_path_all_None True / if layer in ("MOD", "SRC", "TEST"):|OPEN|CI-001|无|C7 仍对 MOD/SRC/TEST 直接 continue，schema 仍无 evidence_path 列（6 条 EVIDENCE=VERIFIED 全无路径），AUTHORITY_DIRS 仍含不存在的 returns/，TRACEABILITY-MATRIX 命令仍无 --strict；EVIDENCE VERIFIED 由 3 增至 6 说明缺口扩大。
M6b-G-002|G_GOV_GATE|P0|旧宪章 §1.1/§12.3-10/§13.2/§16.2/§16.3/§17.10/§17.12；AGENTS.md 治理要素映射表状态机行|ASTROCS_DESIGN.md §0：本文与其他文档冲突以本文为准，下级文档不得放宽或重新解释；§11.3 状态阶梯为唯一口径；§12：未实现/未验收必须明确报告。|命令：timeout 60 python3 -c "import glob;print('RELEASE_STATUS docs',len(glob.glob('docs/**/RELEASE_STATUS.md',recursive=True)))"; timeout 60 sed -n "6,7p" docs/RELEASE_STATUS.md；输出：RELEASE_STATUS docs 4 / PRE_RELEASE_ENGINEERING_FOUNDATION=PASS / FINAL_REAL_DATA_VALIDATION=PENDING|OPEN|DOC-001|无|四份 RELEASE_STATUS 仍并存且 docs/RELEASE_STATUS.md 仍用 owner §0 已废止的 PASS 口径；docs/ARCHITECTURE.md:16/:18 仍把 orchestrator.exe/astrocs-stage2 当数据流（同仓 docs/architecture/ARCHITECTURE.md:10 已列其为被取代旧入口）；AGENTS.md 侧 REVIEW_PENDING 行已消失而 tools/check_agents_gov.py:15 仍强制该 needle。
M6b-G-003|G_GOV_GATE|P0|旧宪章 §12.3-12/§12.3-10/§13.2/§14.5/§16.2|ASTROCS_DESIGN.md §11.3+§12：状态声明须绑定当前提交的证据（文件锚+命令+rc=0），静态检查不等于当前提交实测。|命令：timeout 60 grep -c -e docs_machine_consistency -e config_consistency_check ci/checks.json; timeout 60 grep -n 本版实测 docs/ARCHITECTURE.md; timeout 60 grep -c docs_machine_consistency docs/README-DOCS.md；输出：0 / 114:## 7. Machine Consistency (S8 gate, 本版实测) / 1|OPEN|DOC-001|无|ACTIVE 文档仍以完成时宣称 S8 gate 本版实测 PASS 9/9 且无 SHA/命令/时间/日志指针，被引检查器在 ci/checks.json 命中 0（从未登记），README-DOCS.md:22 仍在规范面引用它。
M7-G-001|G_GOV_GATE|P0|旧宪章 §12.3-4/-12/§13.1/§17.10；协议 §2「已验证声明无测试/Oracle/证据支撑 → P0」|ASTROCS_DESIGN.md §11.1：每个模型有独立解析/高精度/Monte Carlo Oracle，每个近似有 mutation 证明门能红；ENGINEERING_SPEC.md §5.1：不调用生产实现的独立 Oracle 或解析解。|命令：timeout 60 grep -rc "Oracle 全过" docs/science/PSF.md docs/science/DRIZZLE.md; timeout 60 python3 -c "import math;v=2*math.sqrt(2)*math.sqrt(2**0.25-1);print('analytic FWHM/sigma',v,'frozen 1.230310 delta',abs(v-1.230310))"；输出：docs/science/PSF.md:1 / docs/science/DRIZZLE.md:1 / analytic FWHM/sigma 1.2303076525901024 frozen 1.230310 delta 2.347409897573982e-06|OPEN|FINAL-001|无|家族判词：门文本与 §15「§11 Oracle 全过」声明仍在位（9 篇 docs/science 命中），docs/science 与 docs/algorithms 全库仍无「判决域/折算因子」声明，成员级算术偏离可复现（FWHM 解析值 vs 冻结 1.230310 差 2.35e-6）；成员各自域的完整复算不在本分片。
M8a-G-001|G_GOV_GATE|P0|旧宪章 §16.2/§17.11/§12.3-1/§14.2；C-07 建议条款（问题扫描/40_OWNER_DECISIONS.md:59）|ASTROCS_DESIGN.md §12：发布包白名单/哈希/版本/provenance 通过，未验收不得冒充完成；§10.1：交付形态为唯一 exe+dll+schemas+manifest。|命令：timeout 60 grep -c gsl DEPENDENCIES.md packaging/dependency-lock.json; timeout 60 sed -n "570p" CMakeLists.txt；输出：DEPENDENCIES.md:0 / packaging/dependency-lock.json:0 / target_link_libraries(astrocs_p1_sdet PUBLIC gsl gslcblas m)|OPEN|PKG-001|无|GPL 族 GSL 仍在产品链接闭包（astrocs_p1_sdet PUBLIC gsl→astrocs_module_adapters→astrocs_cli_runtime），而 DEPENDENCIES.md/dependency-lock.json 对 gsl 仍 0 命中、packaging/licenses 仅 3 文件无 GSL/Siril/HEALPix。
V11-N-01|G_GOV_GATE|P0|旧宪章 §8.6/§11/§5.3/§16.2|ASTROCS_DESIGN.md §7.3：版本化 C ABI，结构体带 struct_size/abi_version，所有权与释放方明确；§9：aio 是唯一 FITS/HiPS/manifest 读写边界。|命令：timeout 60 python3 -c "s=open('lib/astro_image_io/include/aio_hips.h').read();i=s.index('} AioHipsSnrPoint');j=s.rindex('typedef struct',0,i);print('C AioHipsSnrPoint field-count',s[j:i].count(';'))"; timeout 60 python3 -c "s=open('lib/astro_image_io/tests/hips_direct_smoke.py').read();i=s.index('class AioHipsSnrPoint');print('PY mirror field-count',s[i:s.index(chr(93),i)].count('ctypes.c_'))"; timeout 60 grep -n snr.push_back lib/astro_image_io/src/hips/aio_hips_writer.cpp；输出：C AioHipsSnrPoint field-count 6 / PY mirror field-count 4 / 914: ps->snr.push_back(pts[i]);|OPEN|AIO-001|无|C 头 6 字段 vs 镜像 4 字段（末字段仍为已废弃 source_id）依旧，C 侧按 40 字节步长取元素而调用方只分配 32 字节/元素，交付 HiPS SNR 目录第 2/3 条仍为错位数据，且该结构仍无 struct_size/abi_version。
V11-N-04|G_GOV_GATE|P0|无（原 finding 未单列旧条款；判据=C 原型参数数 与 Python argtypes 参数数一致）|ASTROCS_DESIGN.md §7.3：版本化 C ABI，每个模块边界须可判定；§11.1：不得以当前程序输出生成唯一 expected，Oracle 须独立可核。|命令：timeout 60 python3 -c "s=open('lib/dynamic_psf/include/dynamic_psf.h').read();p=s[s.index('dpsf_fit_batch_f32('):];print('C params',p[:p.index(');')].count(',')+1)"; for f in lib/photometric_calib/cpp/test/gate4_dr3sp_gaiaxpy/gate2_psf_oracle.py lib/plate_solve/tools/diag_gaia_psf_projection.py; do timeout 60 python3 -c "import sys;s=open(sys.argv[1]).read();i=s.index('dpsf_fit_batch_f32.argtypes');print('PY args',s[i:s.index(chr(93),i)].count(',')+1,sys.argv[1].split(chr(47))[-1])" $f; done；输出：C params 9 / PY args 8 gate2_psf_oracle.py / PY args 8 diag_gaia_psf_projection.py|OPEN|DATA-001|无|两份 Python 镜像仍停在 8 参（缺第 9 参 out_status），C 侧仍按 out_status 判定成功星并 compact，且 gate2_psf_oracle.py 正是 PSF 质心门量具；该结构亦无 struct_size/abi_version 自描述。
V11-N-05|G_GOV_GATE|P0|无（原 finding 未单列旧条款；判据=6 个 ABI 合同函数生产面零实现零调用）|ASTROCS_DESIGN.md §7.3：每个可独立调度模块=独立 DLL/SO，单一 entrypoint，版本化 C ABI；ENGINEERING_SPEC.md §8：核心合同须有独立测试且检查项能红能绿。|命令：timeout 120 grep -rln acs_negotiate_v1 --include=*.c --include=*.cpp --include=*.h lib runtime cli modules providers tests include; timeout 60 grep -rn acs_negotiate_v1 --include=*.c --include=*.cpp lib runtime cli modules providers；输出：tests/abi/abi002_lifecycle_probe.c / include/astrocs/abi/lifecycle_v1.h / (第二命令零命中，退出码 1)|OPEN|MOD-001|无|6 个 ABI 协商/自检函数的唯一定义仍在 tests/abi/abi002_lifecycle_probe.c（生产面 lib/runtime/cli/modules/providers 命中 0），断言对象仍是测试自带的探针副本，门在自证。
V13-N-03|G_GOV_GATE|P0|旧宪章 §17.10/§12.3/§14.4/§17.2；AGENTS.md 状态机要素（严禁用 waiver/登记掩盖红灯）|ASTROCS_DESIGN.md §12：P0/P1=0 才可发布，未实现/未验收必须明确报告，不得用文档声明冒充完成；CONTROL_PACK_SPEC.md §7.3：不得用 waiver 掩盖红灯。|命令：timeout 60 python3 -c "import csv,collections;r=list(csv.DictReader(open('reports/v19r2/file_audit_inventory.csv',newline='',encoding='utf-8')));print('rows',len(r),dict(collections.Counter(x['review_status'] for x in r)))"; timeout 60 grep -c -e update_audit_status -e check_source_inventory ci/checks.json; timeout 60 sed -n "95p" tools/quality/update_audit_status.py；输出：rows 713 {'VERIFIED': 713} / 0 / if typ == "shipping_src" and shipping == "yes":|OPEN|GOV-001|无|update_audit_status.py 仍按 typ 分支机械铸 VERIFIED（713/713）与 findings_p0..3=0、7 个 *_ok=PASS，batch_summary 仍硬编码 0+PASS，该 inventory 仍被打进审核包，而三个铸造工具在 ci/checks.json 命中 0。
V18-N-12|G_GOV_GATE|P0|旧宪章 §10.3（决策不变量：avx 必被已 SHIP 的 avx2 严格主导）|ASTROCS_DESIGN.md §8：ISA 支持由 benchmark 按 kernel 测量并生成 cpu_profile 决定，baseline 禁止泄漏；§11.1：每个近似有 mutation 证明门能红。|命令：timeout 60 grep -n -e "assertTrue(True)" -e "continue  #" -e "NOT_SHIPPED(avx子集" tests/backend/test_isa_avx.py；输出：87: "NOT_SHIPPED(avx子集,avx2主导)" if imp != "" and op in ("calibration","hips") else ""]) / 107: continue  # 由 ISA-001 avx2 vs ISA-002 avx 比值判定(见 LOG) / 109: self.assertTrue(True)  # 比值断言在 LOG 人工判读; 这里是结构守卫|OPEN|QA-001|无|测试仍自写 CSV（decision 列为硬编码字面量）→ 读回自己刚写的文件 → 循环体仅 continue → 末行 assertTrue(True)，门名承诺的不变量无任何断言承载。
V19-N-01|G_GOV_GATE|P0|无（原 finding 未单列旧条款；判据=ci/checks.schema.json additionalProperties:false 与 CI-REG-002 闭包 C4）|ENGINEERING_SPEC.md §8：ci/checks.json 是唯一检查注册表，检查器覆盖须含「模块 manifest/注册表/构建 target/产品清单一致」；docs/ci/01_CHECKS.md §4：登记须带正负例、能绿能红。|命令：timeout 120 python3 -c "import subprocess;o=subprocess.run(['git','grep','-c','gtest_discover_tests','--','*.cmake','*CMakeLists.txt'],capture_output=True,text=True).stdout;print('total',sum(int(l.rsplit(chr(58),1)[1]) for l in o.strip().split(chr(10))))"; timeout 60 grep -c gtest_discover_tests tools/quality/check_ctest_registration.py；输出：total 40 / 0|OPEN|CI-001|无|40 处 gtest_discover_tests（lib/acr/tests/unit 27 + lib/phase2 7 + fault 4 + classic 1 + integration 1）在两个登记面双零覆盖，check_ctest_registration.py 对 gtest_discover_tests 仍 0 命中，schema 仍无 inputs/depends_on 字段。
V2-N-01|G_GOV_GATE|P0|旧宪章 §8.6/§11/§12.3|ASTROCS_DESIGN.md §7.3：版本化 C ABI，结构体带 struct_size/abi_version，所有权与释放方明确；ENGINEERING_SPEC.md §8：删除/重命名无悬空引用。|命令：timeout 60 grep -n "from ipv_abi_mirror import" lib/plate_solve/tools/diag_gaia_psf_projection.py; timeout 60 sed -n "33p" lib/plate_solve/tools/ipv_abi_mirror.py; timeout 60 grep -n "add_test(NAME ipv_abi_layout_lock" lib/plate_solve/cpp/ipv/test/CMakeLists.txt；输出：35:from ipv_abi_mirror import (  # noqa: E402 / ("struct_size", ctypes.c_uint32),   # = ctypes.sizeof(IpvParams) / 99:add_test(NAME ipv_abi_layout_lock|RESOLVED|DATA-001|无|什么证据使其不再成立：diag 工具内联镜像已删除并改为 import 唯一权威镜像 ipv_abi_mirror.py（首字段 struct_size/abi_version），且新增 ctest 门 ipv_abi_layout_lock 编译 C 探针逐字段对账，m_lim_step 已不发生错配。
V2-N-08|G_GOV_GATE|P0|旧宪章 §4.3（manifest 记实际执行路径）+ §17.6（禁静默降级）|ASTROCS_DESIGN.md §4.3：逆方差叠加按每个源像素 SNR 计算权重，检测与重建逻辑是标准行为不是可选开关；§11.1：科学不变量须有独立验证。|命令：timeout 60 sed -n "1614p" lib/core/src/module_adapters.cpp; timeout 60 grep -c max_stars tests/unit/p1snr/p1snr_frame_parity_test.cpp；输出：const std::string psf_mode = (n_fit_limit > 0) ? std::string("fast") / 20|RESOLVED|P1-002|无|什么证据使其不再成立：psf_mode 由 n_fit_limit 派生（非字面量）并落交付面与 manifest；p1_op_noise 已与 psf.max_stars 解耦（:2725-2730 注释记「不再取 psf_params…与 psf.max_stars 解耦」），并新增 tests/unit/p1snr/p1snr_frame_parity_test.cpp 覆盖 max_stars=0/5000/2 的 parity 锁。
V9-N-07|G_GOV_GATE|P0|旧宪章 §10.2/§10.3（交付二进制 ISA 泄漏）与 §17（生产图一致性）|docs/ci/01_CHECKS.md §3：P0 硬门禁红灯阻塞合并且无 waiver；§4：检查项须能绿能红、可本地复跑；ENGINEERING_SPEC.md §8：检查器覆盖须真实有效。|命令：timeout 60 python3 -c "import json;d=json.load(open('ci/checks.json'));ch=d['checks'] if isinstance(d,dict) else d;print([c['id'] for c in ch if '--selftest' in ' '.join(c.get('command',[])) or '--selfcheck' in ' '.join(c.get('command',[]))])"；输出：['PRODUCTION-GRAPH', 'ISA-LEAK-SELFTEST', 'SERIAL-HEAVY-SELFTEST', 'PROD-REACH-SELFTEST', 'LOG-CONTRACT-SELFCHECK']|OPEN|CI-001|无|5 道非豁免门仍只注册 --selftest/--selfcheck（真实判定模式需交付物参数，CI 从不传），交付二进制 ISA 泄漏、生产可达性与生产图一致性在 CI 中仍无实体门。
V9-N-16|G_GOV_GATE|P0|无（原 finding 未单列旧条款；判据=门末行无条件 return 0 与 mutates_workspace 改受跟踪文件）|docs/ci/01_CHECKS.md §3：P0 硬门禁无 waiver、红灯阻塞合并；CONTROL_PACK_SPEC.md §7.3：不得用 waiver 掩盖红灯；ENGINEERING_SPEC.md §8：能红能绿。|命令：timeout 60 sed -n "159p" tools/quality/check_traceability.py; timeout 60 python3 -c "import json;d=json.load(open('ci/checks.json'));ch=d['checks'] if isinstance(d,dict) else d;print([(c['id'],c.get('mutates_workspace')) for c in ch if c['id']=='TRACEABILITY'])"; timeout 60 sed -n "40p" tools/quality/check_traceability.py；输出：return 0 / [('TRACEABILITY', True)] / REV = os.path.join(ROOT, "reports", "v19r2")|OPEN|CI-001|无|TRACEABILITY 门末行仍无条件 return 0（waivable=false 却无论查出什么都绿），且登记 mutates_workspace=true 仍改写受跟踪的 reports/v19r2/evidence/quality/traceability_check.json。
V9-N-17|G_GOV_GATE|P0|无（原 finding 未单列旧条款；语境=DRIZZLE-DET-001 双向回归锁）|docs/ci/01_CHECKS.md §3/§4：门禁须能红能绿、豁免须显式登记；ENGINEERING_SPEC.md §8：检查项须有正负例、豁免只减不增。|命令：timeout 60 grep -n "SKIP. taskset 不可用" lib/healpix_db/healpix_drizzle/tests/p1drz/p1drz_taskset_invariance.sh; timeout 60 grep -n affinity lib/healpix_db/healpix_drizzle/tests/p1drz/p1drz_taskset_invariance.sh；输出：19: echo "[SKIP] taskset 不可用 (非 Linux 或无 util-linux)"; exit 0 / 22:if [ -z "${aff:-}" ]; then echo "[SKIP] 无法读取 affinity"; exit 0; fi|OPEN|CI-001|无|被测脚本在 taskset 缺失（及读不到 affinity、可用 CPU 少于 2）时仍 exit 0 自宣跳过，CTEST-P1DRZ-TASKSET-INVARIANCE 在缺 taskset 的节点上永不红，DRIZZLE-DET-001 的「带锁已修」不可证伪。
