ID|原类别|原优先级|旧判据(文档+节号/路径)|最新权威条款|当前证据(命令+输出)|结论|归属|GAP关系|备注
V9-N-01|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9.md V9-N-01（原引 c3452d48 对 docs/TRACEABILITY.csv 净删 4 行 0 新增）|ENGINEERING_SPEC.md §8：检查器覆盖「核心合同有独立测试、删除/重命名无悬空引用」；ASTROCS_DESIGN.md §12：发布候选须追踪无断链|命令：python3 -c 统计 docs/TRACEABILITY.csv requirement_id 九关键词与 status；python3 tools/quality/contracts/check_traceability.py --repo .；输出：rows=63（原 67），PSF 0 / REJ 0 / CAL 1 PHOT 1 NOISE 15 DRZ 3 UPM 33 INT 1 ACR 1；status 全 63 行 VERIFIED；checker 判 FAIL（TRACE-CORE-MISSING PSF、REJ）|OPEN|DOC-001|无|与 V6-N-01 同一条同一判据（不同 producer），保留原 ID；正确修法是回滚三行而非补关键词凑子串
V9-N-02|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9.md V9-N-02（原引 check_traceability_matrix.py:387-390 表头不等即 return，遮蔽行级发散）|ENGINEERING_SPEC.md §8：每项检查有正例与负例（能红能绿），检查器覆盖「删除/重命名无悬空引用」|命令：sed -n 384,392p tools/traceability/check_traceability_matrix.py；剥 BOM 后在干净检出重跑 checker；输出：:387-390 if header != CSV_COLS 则追加 SCHEMA_VIOLATION 并 return（行级同构校验在该 return 之后，永不可达）；剥 BOM 后同命令另报 5 行 SCHEMA_VIOLATION（test_id,test_path,evidence_id,evidence_status,notes）|OPEN|CI-001|无|早退使一次只暴露一类问题：修完 BOM 才看得到 5 行发散，实为门结构对可证伪性的削弱
V9-N-03|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9.md V9-N-03（原引 docs/traceability/TRACEABILITY_MATRIX.csv 的 BOM 在 HEAD blob 内）|ENGINEERING_SPEC.md §8：检查器覆盖「删除/重命名无悬空引用」，每项检查能红能绿|命令：git cat-file blob HEAD:docs/traceability/TRACEABILITY_MATRIX.csv 落 /tmp 后 od -c -N 16；git cat-file -s 该 blob；cd 干净检出（git archive HEAD）读前三字节；输出：357 273 277 = EF BB BF 后接 module_id,mod；blob 56580 字节；干净检出内同为 BOM+module_id，非本机编码脏|OPEN|DOC-001|无|修法须落到 git 内容层（去 BOM 并重跑 tools/traceability/gen_traceability_csv.py 一并提交），只去 BOM 不够（见 V9-N-02）
V9-N-04|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9.md V9-N-04（原引 API_CONTRACTS.csv:371 仍把已删符号记 VERIFIED，checker 判 API-MISSING-AST）|ENGINEERING_SPEC.md §8：检查器覆盖「API 文档与 AST 一致、删除/重命名无悬空引用」|命令：cd 干净检出 && python3 tools/quality/contracts/check_api_contracts.py；python3 -c 读 CSV 中 mag_lim 相关行；输出：干净检出 status=FAIL findings=1（API-MISSING-AST line 331 symbol=estimate_mag_lim_by_density）；CSV 第 331 行 status 仍为 VERIFIED，全表 382 行 status 全为 VERIFIED；工作树同命令 PASS|OPEN|DATA-001|无|V2-N-02 的活体后果：非豁免门 CON-API-CONTRACTS 干净检出必红，本机因 run/** 影子树假绿
V9-N-05|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9.md V9-N-05（原引 DOC-LINE-ANCHORS 41 条 bindings 中 13 条 C4 BINDING_VIOLATION）|ENGINEERING_SPEC.md §8：检查器覆盖「活动文档无陈旧版本号/历史状态冒充」，每项检查能红能绿|命令：cd 干净检出 && python3 docs/algorithms/anchors/check_doc_line_anchors.py --json-out /tmp/anchors_clean.json；python3 -c 读该 JSON；输出：verdict=FAIL anchors_total=808 documents=36 errors=15 全为 C4_symbol_binding（PLATESOLVE-CREATE 317 / DESTROY 329 / GAIA 340 / DETECTOR 353 / INLIERCOUNT 407 / INLIERS 421 / MEMORY 473 / DOIMPL 529,659 / DETECTIONS 623 / CALLBACK 668；P3RSMP-DESCRIPTOR 660,6337；P3FITS-HWCONC 242；P3FITS-THREAD 335；NOISE-MINPATCH 117；NOISE-CMAKE 495,499,501,507,580,649）|OPEN|DOC-001|无|计数由 13 升到 15（新增 P3FITS-* 两站），门仍必红；行号锚系统性漂移（禁行号锚）
V9-N-06|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9.md V9-N-06（原引 CON-FULL-INTEGRATION 子进程聚合 10 个 checker；KNOWN-FAILURES-BASELINE-CHECK 对未登记新红 fail-closed）|ENGINEERING_SPEC.md §8：ci/checks.json 是唯一检查注册表，检查项须能红能绿|命令：sed -n 11,20p tools/quality/contracts/generate_contract_report.py；grep -n fail-closed tools/quality/known_failures_baseline.py；python3 -c 读 ci/known_failures.json；输出：聚合列表恰 10 项（check_traceability/api_contracts/doc_symbols/config_contracts/execution_contracts/science_units/comments/forbidden_patterns/build_graph/test_contracts）；known_failures_baseline.py:16/:476 新失败不在基线即 FAIL（fail-closed）；ci/known_failures.json failures=1（check 面豁免 0）|OPEN|CI-001|无|非独立缺陷但决定工单量：单点红经 CON-FULL-INTEGRATION 扇出为多门红，施工顺序须按依赖图走
V9-N-08|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-b.md V9-N-08（原引注释提取正则 re.findall 的 //.* 分支带 re.S，一路吞到文件尾）|ENGINEERING_SPEC.md §8：每项检查有正例与负例（能红能绿）；检查器覆盖「活动文档无陈旧版本号/历史状态冒充」|命令：grep -n findall tools/quality/contracts/check_comments.py；cd 干净检出 && python3 -c 对 lib/phase2/tests/synthetic_gate.cpp 复算 re.findall(r'//.*' 或 r'/*...*/' 两分支, text, re.S) 与逐行口径；输出：:34 正则仍带 re.S；该文件 re.findall 只返回 1 条注释、长 222679 字符（逐行口径 554 条），文件含 F-V19R2 违规却因出现「冻结」整文件被抑制；CON-COMMENTS verdict=PASS files_scanned=675 findings=0|OPEN|CI-001|无|当前是假绿而非合规：门 0 findings 由判据缺陷产生；lib 下 745 个源文件中 176 个含「冻结」，只删注释行不会让门变红
V9-N-09|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-b.md V9-N-09（原引 tools/quality/deep_ci_driver.py::_ctest_argv 不带 --fail-if-no-tests；CTEST-PHASE2-GATES 缺 ctest_targets）|ENGINEERING_SPEC.md §8：每项检查有正例与负例（能红能绿）；docs/ci/01_CHECKS.md §4：新增检查项须提供能绿能红的正例与负例|命令：sed -n 201,214p tools/quality/deep_ci_driver.py；sed -n 252,258p 同文件；python3 -c 读 ci/checks.json 的 CTEST-PHASE2-GATES；输出：_ctest_argv 仅在 junit 非空时追加 --output-junit，实际 argv = ctest -R ^target$ --output-on-failure（无 --fail-if-no-tests）；CTEST-PHASE2-GATES command 含 --target phase2_.* 而 ctest_targets=null|OPEN|CI-001|无|静态可判：目标改名/未构建时 ctest 报 No tests were found 仍记 PASS；原引的 artifacts/ci win-test-summary.json 真机直证已不在树内（本轮改以 argv 取证）
V9-N-10|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-b.md V9-N-10（原引 ci/run.py:898 把 exit 77 无条件判为 SKIPPED(waivable)，不看该门 waivable）|docs/ci/01_CHECKS.md §3：P0/P1 为硬门禁，红灯阻塞，豁免须显式登记；CONTROL_PACK_SPEC.md §7.3：不得用 waiver 掩盖红灯|命令：sed -n 897,908p ci/run.py；grep -n -e 77 -e SKIPPED ci/run.py；输出：:92 SKIP_EXIT_CODE=77；:899-906 elif returncode == SKIP_EXIT_CODE and not timed_out 即置 result[verdict]=V_SKIP_WAIVABLE，分支内不读 check[waivable]；:1066 总判定仍写「全部非 waivable 检查 PASS；N 项 SKIPPED(waivable)」|OPEN|CI-001|无|waivable=false 的门只要自查 sys.exit(77) 即可从门禁面隐身；waivable 字段与 CI 总判定可被绕过
V9-N-12|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-b.md V9-N-12（原引 impact_map.json 只触达 71/130 门，74 门不可达）|ENGINEERING_SPEC.md §8：检查器覆盖「Git diff 映射到受影响合同与最小测试集」|命令：python3 -c 解析 ci/checks.json 与 ci/impact_map.json 求 base_checks+rules+fallback 并集补集；输出：gates=145，base_checks=13，rules=24，fallback=15 ⇒ reachable=56，unreachable=89；fast 面不可达 11 门含 DOC-LINE-ANCHORS、CTEST-REGISTRATION、CI-BINDING-TESTS、THREAD-BUDGET、WORKFLOW-REGISTRY-BINDING、KNOWN-FAILURES-BASELINE-VERIFY、UT-GAIA-ZLIB|OPEN|CI-001|无|runbook 的 --changed-from HEAD 定向复跑永远选不到 DOC-LINE-ANCHORS/CTEST-REGISTRATION ⇒「定向复跑全绿」不能证明 fast 绿（门数由 130 增到 145，缺口从 74 扩到 89）
V9-N-14|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-b.md V9-N-14（原引 CI-BINDING-TESTS 只匹配 21 个文件中的 2 个、379 个 test-def 中的 33 个）|ENGINEERING_SPEC.md §8：修改代码/测试后必须本地复跑对应检查项，检查项须有执行面|命令：python3 -c 以 fnmatch(test_ci001b_*.py) 与 ast 统计 ci/tests；grep -c validate_registry ci/checks.json；输出：ci/tests 下 test_*.py 21 个，命中 2 个（test_ci001b_binding.py、test_ci001b_wf_step.py），379 个 test def 仅 33 个进任何门（9%）；validate_registry 在 checks.json 出现 0 次|OPEN|CI-001|无|ci/validate_registry.py 与 tools/quality/check_registration_timeouts.py、tools/traceability/gen_traceability_csv.py 在登记面零载体（后两者被门报错信息要求重跑却无门）
V9-N-15|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-b.md V9-N-15（原引 UT-CLI 登记项 dirty_ignore_prefixes 含 astrocs_run_ 与三个裸根目录文件名）|ENGINEERING_SPEC.md §7：禁止把运行产物产出到项目根目录，CLI 运行产物只落 output_dir；ASTROCS_DESIGN.md §6.3：运行产物只落配置 output_dir，不得以进程 CWD 作隐式缺省写出|命令：python3 -c 读 ci/checks.json 的 UT-CLI；git grep -n astrocs_run_ -- cli；ls astrocs_run_*.json 2>/dev/null 后 wc -l；输出：UT-CLI dirty_ignore_prefixes=[astrocs_run_,run/] dirty_ignore_exact=[resource_samples.csv,resource_summary.json,worker_balance.csv] mutates_workspace=false；cli/commands.cpp:446 final_path = out_dir + /astrocs_run_ + run_id + .json；当前根目录 astrocs_run_*.json 计数 0|OPEN|ROOT-002|与 GAP-021 重复|产物已清运但豁免仍留在登记面 ⇒ 门对根目录产物永久失明（本轮根目录计数 0 不改变该缺陷；同族见 V13-N-08 的 patch 散落）
V9-N-18|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-c.md V9-N-18（原引五道 CON-* 门判据为字面量/子串 + 人工白名单）|ENGINEERING_SPEC.md §8：检查器覆盖（模块 manifest/注册表/构建 target/产品清单一致、端口引用有效 DATA 合同、核心合同有独立测试），每项检查能红能绿|命令：grep -n -e unit_count -e '< 20' tools/quality/contracts/check_science_units.py；grep -n -e synthetic_gate -e TST tools/quality/contracts/check_test_contracts.py；grep -n -e rglob -e substring tools/quality/contracts/check_doc_symbols.py；输出：check_science_units.py:39 unit_count < 20 即报 SCI-UNITS-COUNT（计数一涨门自绿）；check_test_contracts.py:40-50 synthetic_gate 兜底 + :59 unique TST < 5 即 TEST-COUNT-LOW；check_doc_symbols.py:53 repo.rglob(*) 含未跟踪影子树、:137 子串命中放行|OPEN|CI-001|无|「字面量在场」不能证明合同一致；CON-DOC-SYMBOLS 用 rglob 使本机与干净检出结论可不同（同 V9-N-05）
V9-N-19|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-c.md V9-N-19（原引 6 个 DEEP-* 门最新证据停在 2026-09-05T20:48:42Z，其中两门已 waivable=false）|ASTROCS_DESIGN.md §11.3：状态阶梯唯一口径（VERIFIED=正式平台 Windows x64 + 真实数据）；ENGINEERING_SPEC.md §8：豁免必须显式登记且只减不增|命令：python3 -c 遍历 artifacts/ci/**/checks/DEEP-*.json 取各门最新 finished_utc；python3 -c 读 ci/checks.json 的 DEEP 项；输出：六门最新证据全为 2026-09-05T20:48:42Z（DEEP-CLANG-BUILD/DEEP-COV-CPP/DEEP-COV-PY/DEEP-SAN-ASAN/DEEP-SAN-TSAN 记 SKIPPED(waivable)，DEEP-COMPLEXITY PASS）；其中 DEEP-SAN-ASAN 与 DEEP-COV-CPP 现 waivable=false，profiles 全为 linux-deep|OPEN|CI-001|无|豁免状态已翻转而证据仍是可豁免身份下的九天前结果 ⇒ 两门现无任何有效证据，且翻转无一致性门拦截
V9-N-20|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/V9-c.md V9-N-20（登记为负结果：CON-BUILD-GRAPH 与 CON-COMMENTS 两例疑红实绿，不立危害条）|ENGINEERING_SPEC.md §8：每项检查有正例与负例（能红能绿），检查结论须可复跑|命令：cd 干净检出 && python3 tools/quality/contracts/check_build_graph.py；python3 tools/quality/contracts/check_comments.py；输出：check_build_graph status=PASS findings=0 passed=true；check_comments status=PASS files_scanned=675 findings=0 passed=true|RESOLVED|CI-001|无|原条目本非缺陷（判否清单）：两门按各自口径复算均无红项，邻站不应修；CON-COMMENTS 的 0 findings 属 V9-N-08 判据缺陷而非红项
W1-N-03|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/W1.md W1-N-03（原引 lib/snr_estimator/CMakeLists.txt:28 注释为假、根 CMakeLists.txt:210 被注释的 add_subdirectory、tests/unit/CMakeLists.txt:1155 门卫恒假）|ASTROCS_DESIGN.md §7.1/§7.3：顶层结构唯一，每个可独立调度模块 = 独立 DLL/SO 单一 entrypoint；ENGINEERING_SPEC.md §4：每模块必备 CMake target 独立 DLL/SO|命令：grep -n 由根 CMakeLists lib/snr_estimator/CMakeLists.txt；sed -n 209,215p CMakeLists.txt；git status --porcelain lib/snr_estimator；grep -n p1noise_under_test tests/unit/CMakeLists.txt；wc -l lib/snr_estimator/src/module_entry.cpp lib/snr_estimator/include/astrocs/noise/types.h；输出：:25「本子目录由根 CMakeLists.txt (hips 之后) 注册」；根 :210 明载 F-CI-002-01 裁决「add_subdirectory(lib/snr_estimator) 断链引用解除…目录保持 untracked 锁死不收编，astrocs_p1_noise target 随之不在根图」；untracked：CMakeLists.txt / include/astrocs/noise/ / src/；tests/unit/CMakeLists.txt:1175 if(TARGET p1noise_under_test AND TARGET astrocs_p1_noise) 恒假；module_entry.cpp 1574 行 + types.h 204 行|OPEN|MOD-001|与 GAP-009 重复|注释与在案裁决相反且仍未改；约 1778 行未跟踪适配器代码零编译、零测试、零 CI 采集（原判 ~1400 行，现更大）
W1-N-05|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/W1-b.md W1-N-05（原引旧宪章 §8.6；hp_drizzle_api.h:104-111 的 HpAutoNsideResult 无 struct_size/abi_version）|ASTROCS_DESIGN.md §7.3：版本化 C ABI，跨 DLL 不传 STL/异常/RTTI/编译器私有类型，结构体带 struct_size/abi_version；ENGINEERING_SPEC.md §4 第 3 项：公开头文件为版本化 C ABI，带 struct_size/abi_version|命令：grep -n -e struct_size -e abi_version lib/healpix_db/healpix_drizzle/hp_drizzle_api.h；sed -n 103,113p 同文件；输出：grep 0 命中（整个头文件无 struct_size/abi_version）；typedef struct { int nside; double finest_arcsec; double hp_res_arcsec; double oversample; int clamped; char error_msg[512]; } HpAutoNsideResult（HP_DRIZZLE_API 导出面）|OPEN|ARCH-001|无|同区间 IpvParams 已按 §7.3 补四件套，新边界结构未继承纪律；DLL 新旧错配无运行期自拒（V2-N-01 同类错位复现路径）
W1-N-06|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/W1-b.md W1-N-06（原引 问题扫描/40_OWNER_DECISIONS.md 与 工程控制/ 检索 1x_to_2x/1x-2x/采样率等价 全 0 命中）|CONTROL_PACK_SPEC.md §3.3：制作纪律，现状须可复核；ENGINEERING_SPEC.md §8：检查器覆盖「活动文档无陈旧版本号/历史状态冒充」|命令：git grep -n 负责人裁定 -- lib include tests docs CHANGELOG.md memory.md；grep -nc -e nside -e drizzle -e 采样率 问题扫描/40_OWNER_DECISIONS.md；输出：lib/core/src/module_adapters.cpp:2903「P17-NSIDE: nside 采样率合规 (采样率等价 drizzle 1x-2x, 负责人裁定)」、lib/healpix_db/healpix_drizzle/hp_drizzle_api.h:94、tests/unit/p1001_real_nodes_test.cpp:2254 三处引用；40_OWNER_DECISIONS.md 仅 4 处关键词命中（A-20/A-23/A-45 及正文），无该裁决条目（登记面命中 0）|OPEN|GOV-001|无|进不了登记面的裁决不可证伪：无法核对措辞、无法判是否被后续裁决覆盖；p1001 据它钉死的期望应标为待裁
W5-N-07|G_GOV_GATE|P1|问题扫描/findings/G_GOV_GATE/p1/W5.md W5-N-07（原引 include/astrocs/abi/status_codes.h:210-211 声明两个稳定枚举名值函数但全仓 0 定义）|ENGINEERING_SPEC.md §8：检查器覆盖「删除/重命名无悬空引用」；ASTROCS_DESIGN.md §11.3：状态须如实，不得以声明冒充实现|命令：git grep -n -e acs_status_name_v1 -e acs_status_domain_name_v1 -- include lib cli runtime providers modules tests tools ci contracts；git grep -n acs_artifact_status_name_v1 -- runtime；输出：仅 3 条 = status_codes.h:210 声明、:211 声明、lifecycle_v1.h:236 注释引用（lib cli runtime providers modules tests tools ci contracts 全域 0 定义体）；对照 acs_artifact_status_name_v1 在 runtime/artifact_store/artifact_abi_v1.c:624 有生产实现|OPEN|ARCH-001|无|同族三处不一致：artifact 有生产实现、lifecycle 仅测试探针实现、status 全无；生产 TU 采用声明即链接失败且 Python 侧无名值映射
