ID|原类别|原优先级|旧判据(文档+节号/路径)|最新权威条款|当前证据(命令+输出)|结论|归属|GAP关系|备注
M7-C-201|C_DOC_CODE_GAP|P2|无（原判据即现行权威：docs/algorithms/PHASE3_FITS_IMPL.md::§/bitpix 块的精度声明）|docs/algorithms/PHASE3_FITS_IMPL.md F4 段 :205-206（现文）「TFLOAT 往返无损，bitpix=-32 时 dtype 不变；-64 时 f32 上游已定，写入仍 TFLOAT 请求按文件 bitpix 缩放」；ENGINEERING_SPEC §3：精度与默认容差不可修改，文档声明不得与实现累加域不符|命令：grep -c "精度" docs/algorithms/PHASE3_FITS_IMPL.md；grep -n "PF64 精度" docs/algorithms/PHASE3_FITS_IMPL.md（配 broad 复核 grep -rn "bitpix" docs/ --include=*.md）；输出：PHASE3_FITS_IMPL.md 内「精度」计数 = 0，全文亦无 FP64/double 精度字样；bitpix 各命中行（:38/:76/:121/:126/:260/:311/:316）只把 -64 当容器位深，:205 明说上游为 f32|RESOLVED|DOC-001|无|不再成立的证据：该文档已删除「−64 输出 FP64 精度」的声明，并显式承认 -64 只是容器位深、有效位由 f32 上游决定；全 docs/ 内唯一「bitpix 与精度」同现行是 docs/contracts/DATA_SEMANTICS.md:2481（u 对象 FP64 传播），与被判对象不同。
M8-C-003|C_DOC_CODE_GAP|P2|旧宪章 §12.3-12（文档与实现同步）；旧宪章 §10.4（不得硬编码线程数口径）；旧宪章 §17.2（声明须与已验证事实一致）|ASTROCS_DESIGN §8：一个进程只有一个资源调度器与线程预算源；模块不得硬编码 workers、不得私建长期线程池；CPU-heavy 必须多线程；ENGINEERING_SPEC §8：活动文档不得以历史状态冒充当前|命令：grep -n "静态调度" lib/plate_solve/README.md；grep -n "schedule(dynamic" lib/plate_solve/cpp/ipv/src/ipv_triangle.cpp；输出：README.md:156 「投票/选星（整数归并+静态调度，输出 bitwise 与线程数无关」；ipv_triangle.cpp:203 #pragma omp for schedule(dynamic)、:310 #pragma omp for schedule(dynamic, 64)|OPEN|DOC-001|无|路径锚漂移：原写 lib/plate_solve/src/ipv_triangle.cpp，现树实为 lib/plate_solve/cpp/ipv/src/ipv_triangle.cpp；同文件 :289 注释「并行后降到 ~50ms (16 线程)」属同族硬编码线程数口径（注释面主落 M5a-C-002 ⑤）。
M8a-C-007|C_DOC_CODE_GAP|P2|旧宪章 §12.3-1（构建/清单/文档一致）；旧宪章 §14.4（fail-fast 语义要如实）|ENGINEERING_SPEC §8：检查器覆盖至少含「模块 manifest/注册表/构建 target/产品清单一致、活动文档无历史状态冒充」；ASTROCS_DESIGN §10.2：双平台构建，算法复用|命令：grep -n "ACS_ZLIB_ROOT" packaging/dependency-lock.json cmake/cfitsio_sources.cmake CMakeLists.txt cli/CMakeLists.txt；输出：dependency-lock.json:48 「…无 ACS_ZLIB_ROOT 时 cfitsio 降级(不编译 zcompress 路径)」；cmake/cfitsio_sources.cmake:61 无条件把 zcompress.c 列入源清单；根 CMakeLists.txt:291-307 的 if(ACS_ZLIB_ROOT) 只做 include/link、无 else 剔除源；「警告+降级」实现只在 cli/CMakeLists.txt:221-224|OPEN|PKG-001|无|zcompress.c:6 #include "zlib.h" 无任何 #ifdef 守卫（静态读入判断，未跑 MSVC 构建）；根图未设 ACS_ZLIB_ROOT 时为编译期硬失败而非降级，锁描述的是 cli/ 遗留 compat 工程行为。
M8a-C-008|C_DOC_CODE_GAP|P2|旧宪章 §12.3-5（AST 提取的函数名/参数/类型/可见性与 API 文档一致）；旧宪章 §12.3-1；docs/standards/DOCUMENTATION_STANDARD.md:5-12；docs/owner/RELEASE_STATUS.md §0|ENGINEERING_SPEC §4 第 1/3 项：每模块必备 README.md 与版本化公开头文件；ASTROCS_DESIGN §11.3 状态阶梯为唯一口径，负向状态如实标注；docs/owner/RELEASE_STATUS.md §0 状态词阶梯|命令：grep -n "acs_cap_" providers/cpu/common/README.md；grep -n "acs_cap_classify_v1" providers/cpu/common/include/astrocs/cpu/capability_v1.h；输出：README.md:65-70 §5 公共符号表列 6 项，无 acs_cap_classify_v1；capability_v1.h:127 int acs_cap_classify_v1(const acs_cap_result_v1* raw, acs_cap_result_v1* out)；README.md:3 「状态: FROZEN」，而 RELEASE_STATUS §0 阶梯（:16-23）无 FROZEN|OPEN|MOD-001|无|消费方已漂移：现树消费该导出的是 tests/cpu/dispatch/cpu_capability_matrix_test.c:68 与 tests/cpu/avx512/check_avx512_illegal_instr.py:50，非原 finding 所写 tests/unit/cpu_features_test.cpp（该文件存在但不引用本符号）。
M8a-C-009|C_DOC_CODE_GAP|P2|旧宪章 §13.1（独立 Oracle 须可复验）；旧宪章 §12.3-1；旧宪章 §16.2|ENGINEERING_SPEC §5.1：每模块必备测试须含不调用生产实现的独立 Oracle 或解析解；ASTROCS_DESIGN §11.1：每个模型有独立解析/高精度/Monte Carlo Oracle|命令：python3 -c "import json;print(len(json.load(open('packaging/dependency-lock.json'))['test_only_oracles']))"；grep -n -e astropy_healpix -e "from rcr" lib/phase2/tools/satellite_gate_build.py lib/phase2/tools/controlled_rejection_truth.py lib/phase2/tools/rcr_oracle_compare.py；输出：test_only_oracles 条数 = 4（astropy/numpy/pytest/astrometry.net），astropy-healpix、scipy、rcr 各 0 条；satellite_gate_build.py:27 与 controlled_rejection_truth.py:21 导入 astropy_healpix、rcr_oracle_compare.py:14 导入 rcr|OPEN|PKG-001|无|ci/toolchain.policy.json 的 linux_hosted.deep_coverage_tools.apt_packages[5] 装 python3-scipy（tests/ 全目录零引用）；THIRD_PARTY_NOTICE.md:28 记 astropy-healpix 1.0.3 但不在锁；rcr 版本锚仅注释、脚本写死 rejection_cli.exe 平台产物名；astropy 记「>=5」与 numpy/pytest 记「system」等同未锁。
V1-N-03|C_DOC_CODE_GAP|P2|V1 代理簇1（注释与合同互斥）；原判据为 lib/snr_estimator/cpp/include/snr_estimator.h::SnrModel 字段注释|ENGINEERING_SPEC §4 第 3 项：每模块须有版本化公开头文件（自洽、单一语义）；ENGINEERING_SPEC §3 第 4 条：数据对象按 docs/design/UNIFIED_MODEL.md 区分，禁止一个字段承载多个含义|命令：awk 'NR>=462 && NR<=467' lib/snr_estimator/cpp/include/snr_estimator.h；grep -n "const double snr_phot = 1.0" lib/snr_estimator/cpp/src/snr_estimator.cpp；输出：:463-464 散文「IDW 重建的全局尺度与归一化基准均置 1.0」而紧随的 :465-466 字段注释写「= median(SNR_F) (P5-SNR 重定义)」；实现 :638-639 out_model->median_snr 与 out_model->snr_phot 均置 median_snr，而 snr_estimate 路径 :146 与 :318 用 const double snr_phot = 1.0|OPEN|DOC-001|无|同名字段/同名称量两值：extract_model(v1/v2/v3) 置 median(SNR_F)（:638-639/:752-753/:867-868），snr_estimate 局部量置 1.0（:146/:318）；头文件同块内散文与字段注释互斥。
V1-N-05|C_DOC_CODE_GAP|P2|V1 代理簇（同一 DATA-ID 三处两种单位）；原判据为 docs/modules/registry/astrocs.phase1.photometry.md:43 与 astrocs.phase1.noise-snr.md:33 及 lib/core/src/module_adapters.cpp|docs/design/UNIFIED_MODEL.md §2（数据对象：禁止互相冒充）；ENGINEERING_SPEC §3 第 4 条：数据对象按 docs/design/UNIFIED_MODEL.md 区分，禁止一个字段承载多个含义|命令：grep -n "DATA-P1-FLUX" docs/modules/registry/astrocs.phase1.photometry.md docs/modules/registry/astrocs.phase1.noise-snr.md lib/core/src/module_adapters.cpp；输出：photometry.md:43 UnitId::ADU（注明 P5-SNR 订正 2026-09-14）；noise-snr.md:33 UnitId::ELECTRON；module_adapters.cpp:786 与 :804 均 UnitId::ELECTRON|OPEN|DATA-001|无|同一 DATA-P1-FLUX 三处两单位（ADU vs ELECTRON）；registry 两页自述「descriptor 占位 ID 由 P1-*-INT 对齐本页，不得反向作为冻结依据」，故须以 DATA 合同面收敛。
V1-N-06|C_DOC_CODE_GAP|P2|V1 代理簇（v1 导出未初始化新字段 + 退化哨兵三套不一，含 N-06b 计数缺口）；related 旧宪章 §6.3（support 不得作权重）|ENGINEERING_SPEC §5.1：每模块必备测试须含边界、NaN/Inf、空输入、极端参数、错误输入；ENGINEERING_SPEC §3：精度与默认容差不可修改；ASTROCS_DESIGN §11.1：科学不变量须可验证|命令：awk 'NR>=573 && NR<=578' lib/snr_estimator/cpp/src/snr_estimator.cpp；grep -n "memset(out_model" lib/snr_estimator/cpp/src/snr_estimator.cpp；输出：snr_extract_model(v1) 入口仅初始化 n_points/points/snr_phot/median_snr/idw_power（:574-578），三条早退 :570/:583/:592 与 :631 均不写 median_source_snr/frame_depth_flux5_adu/frame_depth_m5_mag；v2/v3 有 std::memset(out_model,0,…)（:713/:816）|OPEN|P1-002|无|头文件 :432 与 :471 承诺「无 ZP 时 NaN」，与早退路径的调用方栈值、v2/v3 的 0.0 构成三套哨兵；N-06b 子锚已死（snr_estimator.cpp 实测 917 行且 support 零命中，:1119-1121 不存在），该子项需重定位后再判。
V1-N-07|C_DOC_CODE_GAP|P2|V1 代理（F_TEST_GAP 面，在册≠执行）；原判据为 lib/snr_estimator/test/test_snr_estimator.py:63-112|ENGINEERING_SPEC §5.1：每模块必备共址可复用测试（单测+合同+负例、1 worker 与 N worker 一致性）；ENGINEERING_SPEC §8：核心合同有独立测试|命令：grep -n "sys.path.insert" lib/snr_estimator/test/test_snr_estimator.py；ls lib/snr_estimator/python；grep -rn "test_snr_estimator" CMakeLists.txt lib/snr_estimator/CMakeLists.txt；输出：:26 sys.path.insert(0, os.path.join(_this_dir, "..", "python"))；ls 报「没有那个文件或目录」；两处 CMakeLists 对该测试零命中、模块 CMakeLists 无 add_test|OPEN|P1-002|无|被改路径确无活测试：测试仍钉旧口径（:64/:99/:151 snr_phot = 1.0 / (LN10 * sigma)），且依赖不存在的 python 包目录 + 需 snr_estimator.dll；文件头自述 NON_PRODUCTION_TOOL_ONLY。
V1-N-11|C_DOC_CODE_GAP|P2|旧宪章 §17.6/§10.5 候选（单线程长计算与利用率门）；原类别 G_GOV_GATE|ASTROCS_DESIGN §12 发布候选条件「heavy 无硬编码线程/单线程长计算/持续低利用率/无界内存增长」；ASTROCS_DESIGN §8：一个进程只有一个资源调度器与线程预算源，CPU-heavy 必须多线程|命令：grep -n "astrocs_phase1_noise" -A14 CMakeLists.txt；awk 'NR>=111 && NR<=113' lib/phase1/noise/snr_frame_science.cpp；输出：CMakeLists.txt:502-504 注释「逐源 SNR 聚合使用 OpenMP」并 :506-508 if(UNIX AND OpenMP_CXX_FOUND) target_link_libraries(astrocs_phase1_noise PUBLIC OpenMP::OpenMP_CXX)；snr_frame_science.cpp:112 #pragma omp parallel for schedule(dynamic, 1)（并行轴=源，串行 compact 保逐位一致）|RESOLVED|RT-001|无|不再成立的证据：根 CMakeLists.txt 已为该 target 接入 OpenMP（:502-508），逐源循环已并行（snr_frame_science.cpp:111-112）；per-source 轮廓重建仍在（snr_science.cpp:145-170，无记忆化）但已落在并行轴内，原「单线程长计算」前提消失。残余：Windows 侧仅 UNIX 分支链接 OpenMP。
V3-N-01|C_DOC_CODE_GAP|P2|旧宪章 §12.3 机器一致性；旧宪章 §17.2 追溯完整；原引 AGENTS.md「科学定义=算法=接口=代码=测试 五处同源」|ENGINEERING_SPEC §8：检查器覆盖至少含「API 文档与 AST 一致、删除/重命名无悬空引用、活动文档无陈旧版本号/历史状态冒充」；ENGINEERING_SPEC §9：统一状态码+结构化诊断传播，跨平台同失败同码|命令：grep -n -- "-14" docs/contracts/PUBLIC_API.md；grep -n -- "-14" lib/healpix_db/healpix_drizzle/hp_drizzle_api.cpp；输出：PUBLIC_API.md:236-241 帧通道逐码列到 -13（-1..-8、-9、-12、-13），全文无 -14；hp_drizzle_api.cpp:1011 return -14（置于累加之前）|OPEN|DOC-001|无|生产者行锚已漂移（原 finding 写 :992-997，现树为 :1011），但未登记事实不变；另注：AGENTS.md 现文已无「科学定义=算法=接口=代码=测试/五处同源」字样（grep 零命中），原引条款须改挂 ENGINEERING_SPEC §8/§9。
V3-N-02|C_DOC_CODE_GAP|P2|旧宪章 §4.1 失败语义分离；旧宪章 §12.3；原引 AGENTS.md「五处同源」|ENGINEERING_SPEC §9：错误通过统一状态码+结构化诊断传播，不跨 C ABI 抛异常；ENGINEERING_SPEC §8：活动文档与实现一致、无悬空引用|命令：awk 'NR>=859 && NR<=868' lib/drizzle/src/module_entry.cpp；输出：:862 int32_t domain = ACS_ERR_DOMAIN_SCIENCE_PRECONDITION; :863 if (code <= -4 && code >= -8) domain = ACS_ERR_DOMAIN_DATA; :864 else if code 等于 -1 或 -2 或 -10 则 domain = ACS_ERR_DOMAIN_CONFIG（-14 不命中任一分支，落默认 SCIENCE_PRECONDITION）|OPEN|P1-001|无|与 V3-N-01 同批：即便合同补 -14，第二出口仍把「精度/数据不匹配」归入科学前置域；行锚由原 :862-866 漂到 :862-864，结论不变。
V3-N-03|C_DOC_CODE_GAP|P2|旧宪章 §14.4 fail-fast（最早可判定点拒绝）；旧宪章 §12.3 机器一致性；旧宪章 §4.1 语义不混域|ENGINEERING_SPEC §9：错误通过统一状态码+结构化诊断传播，失败不得留半成品；ENGINEERING_SPEC §8：端口/合同引用有效、活动文档与实现一致|命令：grep -n "control_grid_per_tile" lib/core/src/module_adapters.cpp lib/phase2/src/upm.cpp；输出：module_adapters.cpp:3738 uc.grid = smp_doc.value("control_grid_per_tile", 8)（fit 入口缺键静默取 8）；对照 upm.cpp:245 if (cfg.grid != 8) return 3; 与 :1065 if (m->grid != 8) { delete m; return 1; }|OPEN|P2-001|无|写侧必写、读侧必校验、不等即拒（rc=3/1）与 fit 入口缺键默认 8 并存，跨版本面仍可能把真正不匹配的模型当成匹配；当前默认恰与历史恒 8 一致故未产错数据。
V5-N-01|C_DOC_CODE_GAP|P2|旧宪章 §4.1 失败语义分离；旧宪章 §14.4 最小充分校验（fail-fast）；旧宪章 §12.3|ENGINEERING_SPEC §9：错误通过统一状态码+结构化诊断传播；输出临时文件+原子提交，失败不得留下可被误认成正式产品的半成品；ENGINEERING_SPEC §8：活动文档与实现一致|命令：grep -n -e "head\[512\]" -e "catalog_dir" lib/gaia_xpsd_client/src/module_entry.c；输出：:786 char head[512]; 与 :788 const char* head_end = head + sizeof(head) - 1; 界检查只在 execute 内，触边于 :825-828 整次 ACS_ERR_PARAM + BUFFER_TOO_SMALL；validate_config :495-504、plan :507-521、create :583+ 仅调 gaia_cfg_parse，无路径长度预算检查|OPEN|MOD-001|无|同一 catalog_dir 能过 validate/plan/create 而到 execute 才 PARAM 失败，用户看到的是「参数非法」而非路径预算；inspect 出口另有同型守卫（:1004-1011），界仍散落在执行点。
