ID|原类别|原优先级|旧判据(文档+节号/路径)|最新权威条款|当前证据(命令+输出)|结论|归属|GAP关系|备注
V21-N-06|C_ALG_IMPL|P1|无（原判据即现行权威；站点 tools/quality/contracts/check_full_integration.py 未迁移）|docs/ci/01_CHECKS.md §1（豁免显式登记 ci/exemptions.json，只减不增，需负责人批准）与 §4（能绿能红）＋ docs/ci/03_GATES.md §1／§4 ＋ CONTROL_PACK_SPEC.md §7.3|命令：grep -c returncode tools/quality/contracts/check_full_integration.py；输出：0。命令：grep -n "except:" 同文件；输出：34:        except: pass。命令：git grep -ln waivers.json -- tools ci scripts runtime tests packaging；输出：tools/quality/contracts/check_full_integration.py ／ tools/quality/contracts/fixtures/check_full_integration/invalid_waivers.json（全仓无生产者）。命令：python3 统计 ci/exemptions.json 的 exemptions 条目数；输出：0（该文件为现行豁免面，由 validate_registry.py:437 R14 强制存在）|OPEN|CI-001|无|防掩盖门自身既不看子检查退出码（异常还 except: pass），又盯一份全仓无生产者的 waivers.json；现行权威豁免面是 ci/exemptions.json（当前 0 条），两面脱钩 ⇒ 该门对真实豁免面失明
V21-N-07|C_ALG_IMPL|P1|旧判据含旧世代发布义务（旧宪章 §16.3 版本纪律；旧控制包路径 工程控制/AstroCS_17_最终发布门禁 已删）|发布包义务的最新替代＝ASTROCS_DESIGN §12（发布候选至少满足发布包白名单/哈希/版本/provenance 通过）＋ docs/ci/01_CHECKS.md §2 表 CHK-PACKAGE（P0）；旧世代控制包义务按 §0 与负责人裁决作废（登记于 docs/ci/01_CHECKS.md §2.2 RETIRE-001）|命令：grep -c returncode scripts/package_audit.py；输出：0。命令：grep -c returncode tools/quality/build_v19r2_package.py tools/quality/build_v19r3_package.py tools/quality/build_v19r4_package.py；输出：三份均为 0。命令：grep -c returncode tools/assemble_audit.py；输出：1（该腿已按 RETIRE-001 改：main 打印 ASSEMBLE_AUDIT_RETIRED 并 exit 2，原实现保留为 legacy_main）。命令：python3 统计 ci/checks.json 中 package_audit／build_v19r2／build_v19r3／build_v19r4／assemble_audit 出现次数；输出：0 0 0 0 0|OPEN|PKG-001|无|rc 不判定在三份脚本上仍可复跑（git() 失败→空串→仍打 PACKAGE_OK，打包链无一步校验），但原三腿之一的 assemble_audit 已显式退役、且四脚本在 147 条注册 step 面内引用数为 0 ⇒ 降级为遗留工具处置：要么按 RETIRE-001 口径登记退役，要么补 rc 判定
V21-N-12|C_ALG_IMPL|P1|旧判据＝旧宪章 §18.4（只加载签名清单官方模块；ASTROCS_PROJECT_CONSTITUTION.md 不在现行权威链）|哈希/来源义务的最新替代＝ASTROCS_DESIGN §12（发布候选至少满足发布包白名单/哈希/版本/provenance 通过）＋ §9（阶段间只经磁盘产品+manifest+哈希交换）＋ docs/ci/01_CHECKS.md §2 CHK-PACKAGE／CHK-ABI（均 P0）＋ §10.1（交付形态含 manifest）|命令：python3 统计 packaging/astrocs.product.json 的 units[].sha256 取值集合；输出：units: 10 ／ sha256 set: {None}。命令：grep -c "null" packaging/astrocs.product.json.in；输出：10（十处均为 units[].sha256 占位）。命令：sed -n "734p" runtime/registry/module_registry.c ＋ sed -n "780p" 同文件；输出：734:        if (e->sha_registered[0] && e->sha_actual[0] && strcmp(e->sha_registered, e->sha_actual) != 0) { ／ 780:（同一调用实参列）e->sha_registered, "", (int)loaded, err, err_size);。命令：grep -n sha256 packaging/verify_install_tree.py cmake/install_layout.cmake；输出：verify_install_tree.py:14（唯一命中＝文档串「sha256 为 null (SKELETON)」）；install_layout.cmake 无命中（装配期无填充）|OPEN|PKG-001|无|清单哈希恒 null ⇒ 注册表比较分支永不成立、build_id 边被硬传空串短路；tests/abi/mod001_install_load_check.py:266 更把 null 钉成必须。订正：loader 侧非空分支现已存在（runtime/module_loader/secure_loader.c:499 判 expected_sha256.size > 0），原「读端无非空分支」一腿不再成立，残余为清单/装配/校验/测试四面
V21-N-13|C_ALG_IMPL|P1|无（原判据即现行权威；站点＝旧路径 lib/core/src/module_adapters.cpp，已迁 lib/infrastructure/scheduler/src/module_adapters.cpp）|ENGINEERING_SPEC §8（合同/清单变更必须有追踪；字段与消费者不得悬空）＋ ASTROCS_DESIGN §9（manifest 记录生效配置；禁止把计划值伪装成实际值）|命令：python3 逐键统计 14 个 manifest 键在 tracked 代码面（含 docs/tests/tools/ci 扩展名 .cpp/.h/.py/.c）的字面量命中与写出数；输出：band_executed 1/1/0 ／ max_forward_cross_deg 4/4/0 ／ mosaic_root 1/1/0 ／ nside_clamped 2/2/0 ／ photometry_provenance 2/2/0 ／ photometry_provenance_artifact 1/1/0 ／ product_sha256 3/3/0 ／ props_artifact 1/1/0 ／ resampled_artifact 1/1/0 ／ snr_schema 2/2/0 ／ verified_artifact 1/1/0 ／ wcs_artifact 2/2/0 ／ wcs_plan_artifact 1/1/0 ／ writer_artifact 1/1/0（三列＝总命中／manifest 写出／读取，第三列十四键全为 0）。命令：grep -c 'man' 无关；补测：sed -n '2843,2846p' lib/infrastructure/scheduler/src/module_adapters.cpp；输出：  (*man)["n_frames"] = frames.size(); ／  (*man)["snr_schema"] = "DATA-P1-SNR/2";（键名只出现一次＝零回读）|OPEN|MOD-001|无|14 键零回读；nside_clamped（:3217/:3242，语义＝nside 被钳位、drizzle_engine.h 自述「决策不自由」）无人据此告警，snr_schema（:2844 单键 DATA-P1-SNR/2）与产物内 schema+schema_version 两键（:2838-2840）两种表意并存且无人比对。限定：max_forward_cross_deg 的数值本身在判定处有绝对门，本条只报 manifest 副本无人读；product_sha256 的第三处命中是从上游 writer 清单再打包，不构成对本节点 manifest 键的回读
V21-N-15|C_ALG_IMPL|P1|旧判据＝旧宪章 §10.5（资源记录与自动门禁）＋ 旧门禁文档 07 §1（无 stage 标注且 wall>5s 记 P1）|最新替代＝ASTROCS_DESIGN §8（每个 heavy 运行自动记录线程数/并行效率/峰值内存；超预算自动记 violation）＋ §12（持续低利用率属发布禁止项）＋ docs/plugins/infrastructure/19_runtime.md §7（门禁失败→exit 10）／§8（利用率门禁测试能红能绿）＋ docs/ci/01_CHECKS.md §2 CHK-RESOURCE（P0）|命令：grep -n -e "g.has_stage_annotation = true" -e "g.monitor_present = true" cli/commands.cpp；输出：806:    g.has_stage_annotation = true; ／ 846:        g.monitor_present = true;   // ProcessMonitor 采样线程已实际运行并落盘三产物。命令：grep -n -e has_stage_annotation -e monitor_present cli/resource_gate.h；输出：139:    bool has_stage_annotation = false; ／ 187:    bool monitor_present = false;     // 监控是否实际运行(heavy run 必须为 true, 否则 FAIL) ／ 294:    if (!g.has_stage_annotation && g.wall_seconds > 5.0)（返回 UnannotatedPriority） ／ 347（同型第二处） ／ 370:    return g.monitor_present && mon001_sampled(g.util_samples_measured) &&。命令：grep -n is_stage_priority cli/commands.cpp；输出：596:[[maybe_unused]] static bool is_stage_priority(const char* annotation, double wall_seconds)（生产零调用者）|OPEN|OBS-001|无|判据输入位被无条件写 true ⇒ UnannotatedPriority 与「监控缺失即 FAIL」两条分支在现产永不可达，stage 类别映射助手退化为 maybe_unused。行号已随 CLI-001 重定位（原判 912／946，现 806／846）
V21-N-16|C_ALG_IMPL|P1|旧判据＝旧宪章 §10.5＋§17.6（资源分类与利用率禁项）＋ 旧门禁文档 07 §3（按类别差异化阈值）|最新替代＝ASTROCS_DESIGN §8（一个进程只有一个资源调度器与线程预算源；自动记录实际并行宽度）＋ §12（持续低利用率属发布禁止项）＋ docs/plugins/infrastructure/21_observability.md §4（trace 是实际观测）＋ docs/ci/01_CHECKS.md CHK-RESOURCE（P0）|命令：grep -c "g.kind = astrocs::ResKind::Compute" cli/commands.cpp；输出：1（:795，为 CLI 面唯一 kind 写点）。命令：grep -n "ResKind::" cli/resource_gate.h；输出：128:    ResKind kind = ResKind::Unknown; ／ 262:    if (g.kind != ResKind::Compute) return 0.0; ／ 287:    if (g.kind == ResKind::Mixed) { ／ 331:    if (g.kind == ResKind::Memory) { ／ 338:    if (g.kind == ResKind::Io) { ／ 345:    if (g.kind == ResKind::Unknown) {|OPEN|OBS-001|无|四分类差异化阈值分支在现产全部不可达，gate 对一切工作按单一 Compute 评分（混合 IO/内存型工作被按纯计算阈值判）；:262 又使任何非 Compute 的利用率恒为 0（将来若真写非 Compute 即恒红）⇒ 两向都无正确语义
V21-N-17|C_ALG_IMPL|P1|旧判据＝旧宪章 §17.6（无界内存增长属发布禁止项）＋ 旧门禁文档 07 §4（内存背压必须生效）|最新替代＝ASTROCS_DESIGN §8（自动记录内存峰值与增长斜率，超预算自动记 violation 并阻断后续 heavy 调度）＋ §12（发布候选禁无界内存增长）＋ ENGINEERING_SPEC §10 ＋ docs/ci/01_CHECKS.md §2 CHK-RESOURCE（P0）|命令：sed -n "96p" lib/infrastructure/scheduler/src/runtime.cpp；输出：    scheduler_ = std::make_unique<Scheduler>(budget_, budget_);（第三参缺省）＋ sed -n "121p" 同文件；输出：      spec.estimated_memory_bytes = 0;。命令：sed -n "45,47p" include/astrocs/core/scheduler.h；输出：    // memory_limit_bytes: 0 = 不限制内存回压 ／   Scheduler(uint32_t available_cpu, uint32_t budget, ／             uint64_t memory_limit_bytes = 0);。命令：sed -n "172p" lib/infrastructure/scheduler/src/scheduler.cpp；输出：        if (memory_limit_bytes_ > 0 && active.load() > 0) {|OPEN|RT-001|无|全仓唯一生产构造点不传内存上限、节点内存估算恒写 0 ⇒ 内存回压分支永不进入，「超预算阻断后续 heavy 节点」在 CLI/生产路径不存在。站点路径已随 ARCH-001 由 runtime/runtime.cpp 迁至 lib/infrastructure/scheduler/src/runtime.cpp
V7-N-04|C_ALG_IMPL|P1|无（原判据即现行权威；站点＝旧路径 lib/healpix_db/hp_drizzle_api.cpp，现实测在 lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.cpp）|ASTROCS_DESIGN 附录 B（FITS WCS Paper I：CD 矩阵为任意 2×2，非仅对角）＋ §5.3（几何与排异不变量）＋ §11.1（重采样验证 C_out=R·C_in·Rᵀ）＋ §3.5（error 必须阻断）|命令：sed -n "428p;431p;433p" lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.cpp；输出：    bool has_cd = (cd11 != 0.0 ∥∥ cd22 != 0.0); ／     if (has_cd) { ／     } else if (has_cdelt && crval1 != 0.0 && crval2 != 0.0) {。命令：sed -n "404p" 同文件；输出：    double cd11   = aio_frame_kv_get_double(frame, "header", "CD1_1", 0.0);。命令：grep -n isfinite 同文件；输出：320 ／ 955（两处仅针对 photscal，不覆盖 CD/CDELT/SIP 读入面）|OPEN|P1-001|无|只检 CD1_1/CD2_2 两角元 ⇒ 反对角或纯旋转 CD（对角为 0、非对角有值）被判为「无 CD」并静默改用 CDELT·CROTA2 重建，交付天区几何可整体反转或转置且退出码仍为 0
V7-N-05|C_ALG_IMPL|P1|无（原判据即现行权威；站点＝旧路径 lib/core/module_adapters.cpp，已迁 lib/infrastructure/scheduler/src/module_adapters.cpp）|ASTROCS_DESIGN §9（manifest 至少记录生效科学配置；禁止把计划值伪装成实际值）＋ §11.3（未达成必须显式报告，不得用占位/空输出冒充）＋ ENGINEERING_SPEC §3|命令：sed -n "2664,2666p" lib/infrastructure/scheduler/src/module_adapters.cpp；输出：  if (doc.contains("snr") && doc["snr"].is_object()) { ／     const Json& sc = doc["snr"]; ／     sci_cfg.gain_e_per_adu = sc.value("gain_e_per_adu", 0.0);（其后至 :2674 共九键同形，缺键一律落 0.0）。命令：sed -n "2838,2840p" 同文件；输出：  Json snr_out = Json{{"schema", "DATA-P1-SNR"}, ／                      {"schema_version", "2"}, ／                      {"frames", frames}};。命令：sed -n "2843,2846p" 同文件；输出：  (*man)["n_frames"] = frames.size(); ／  (*man)["snr_schema"] = "DATA-P1-SNR/2"; ／  (*man)["snr_artifact"] = out_path; ／  (*man)["artifacts"] = Json::array({out_path});（无生效配置回显）|OPEN|P1-002|无|snr 节点若被写成非 object 则整块被 if 静默忽略（不报错、不降级），缺键落 0.0 与显式 0.0 在产物面不可区分；p1_snr.json 不回显生效 SNR 科学配置（帧内仅 zp/定义串可反推一项）
V7-N-06|C_ALG_IMPL|P1|无（原判据即现行权威；站点＝旧路径 lib/core/module_adapters.cpp:1392 起，已迁同库新路径）|ENGINEERING_SPEC §3（数据对象按 UNIFIED_MODEL 区分，禁止一个字段承载多个含义）＋ ASTROCS_DESIGN §9（manifest 记录生效值）＋ §3.5（暗场超容差须走 optimize/error 判定）|命令：sed -n "1391p" lib/infrastructure/scheduler/src/module_adapters.cpp；输出：  const bool dark_opt = doc.value("dark_optimization", false);。命令：sed -n "1494,1495p" 同文件；输出：                             {"dark_scale", dark_opt ? static_cast<double>(actual_k) ／                                                     : static_cast<double>(k_fixed)}});。命令：grep -c -e k_source -e "dark_optimization" 同文件；输出：1（仅 :1391 读配置，无任何写出/回显）|OPEN|P1-001|无|同一个 per_frame.dark_scale 承载「固定 K」与「实测优化 K」两种含义，且清单既不写开关也不写 K 来源 ⇒ 交付值 1.0 无法区分「应用了 K=1.0」与「暗优化实际未执行」
V7-N-07|C_ALG_IMPL|P1|无（原判据即现行权威；站点＝旧路径 lib/core/module_adapters.cpp:2891，已迁同库新路径并现为 :2966）|ASTROCS_DESIGN §3.3（输入合同字段有确定语义）／§3.5（error 强制阻断，不得静默取默认）＋ ENGINEERING_SPEC §3（禁止一个字段承载多个含义）＋ docs/plugins/infrastructure/16_config_defaults.md|命令：sed -n "2966p" lib/infrastructure/scheduler/src/module_adapters.cpp；输出：  const int nested = p1_int(dj, "nested", 1);。命令：sed -n "1139p;1143p" 同文件；输出：int p1_int(const Json& c, const char* key, int dflt) { ／   if (it->is_number_integer()) {（字符串／浮点分支之后最终 return dflt，类型不符不报错）。命令：grep -n is_number_integer 同文件；输出：1867:    if (!v.is_number_integer()) { *ok = false; *err = std::string(k) + " must be integer"; return 0; }（同文件对其它字段有显式类型门）|OPEN|P1-001|无|布尔意图字段用整型助手解析 ⇒ 字符串 "0"／"false" 落缺省 1＝NESTED，交付索引语义被反转且退出码仍为 0；同文件别处已建类型门，属同族纪律不一致
W1-N-01|C_ALG_IMPL|P1|无（原判据即现行权威；站点＝旧路径 lib/plate_solve/cpp/ipv/src/ipv_select.cpp，已迁 lib/algorithms/platesolve/cpp/ipv/src/）|ASTROCS_DESIGN §5.3（收敛与极限星等不变量不得因实现细节翻转）＋ §9（外部星表读取的唯一边界与错误面）＋ ENGINEERING_SPEC §3／§5.1 ＋ docs/algorithms/IPV_PIPELINE.md|命令：grep -n -e "StarCollector *sc_arr" -e "collector_init(&sc_arr" -e "&sc_arr\[f\]" lib/infrastructure/gaia_xpsd_client/src/gaia_client.c；输出：2099:    StarCollector *sc_arr = (StarCollector *)calloc(nfiles, sizeof(StarCollector)); ／ 2101:    for (int i = 0; i < nfiles; i++) collector_init(&sc_arr[i], 4096); ／ 2124:                                  cos_dec_q, sin_dec_q, cos_radius, &sc_arr[f], scratch, &trace);。命令：sed -n "487,488p" lib/algorithms/platesolve/cpp/ipv/src/ipv_select.cpp；输出：    const bool capped = (n_ret > 0 && cap_unit > 0.0 && ／                         n_ret >= cap_unit);。命令：grep -n m_lim_gaia_cap_per_file lib/algorithms/platesolve/cpp/ipv/include/ipv_types.h；输出：260:    double m_lim_gaia_cap_per_file = 200000.0;|OPEN|P1-001|无|原判据的机制描述被现树否证：collector 为每文件一份（sc_arr[f]），新注释的「每文件顺序截断」前提成立。但判据本身仍不成立——n_ret 是跨文件求和（经 gaia_cone_search 取聚合 count），拿总量与每文件上限同型比较 ⇒ 多文件各未触顶时仍判 capped 并 break（converged=false，丢更紧收敛解）；且交付公开头 ipv_types.h:258-260 仍写「返回数为其整数倍」旧口径，与 :487 实现互斥 ⇒ 注释-实现-测试三者不一致仍在
