path,type,shipping_target,module,production_or_test,loc,owner_doc,science_ids,algorithm_ids,api_ids,review_status,findings_p0,findings_p1,findings_p2,findings_p3,dead,duplicate,legacy,comment_hygiene,ownership_ok,thread_ok,error_ok,numeric_ok,performance_ok,tests_ok,docs_ok,reviewer_round
docs/RELEASE_STATUS.md,doc,no,docs,doc,461,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/TRACEABILITY.csv,doc,no,docs,doc,11635,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/TROUBLESHOOTING.md,doc,no,docs,doc,2171,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/CALIBRATION_ALGORITHMS.md,doc,no,docs,doc,959,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/DRIZZLE_GEOMETRY.md,doc,no,docs,doc,4240,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/GAIA_QUERY.md,doc,no,docs,doc,861,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/HEALPIX_MAPPING.md,doc,no,docs,doc,553,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/INTEGRATION_ALGORITHMS.md,doc,no,docs,doc,1579,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/NOISE_ESTIMATION.md,doc,no,docs,doc,838,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/PHASE2_SAMPLER.md,doc,no,docs,doc,1581,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/PHOTOMETRIC_FIT.md,doc,no,docs,doc,659,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/PLATESOLVE.md,doc,no,docs,doc,775,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/REJECTION_ALGORITHMS.md,doc,no,docs,doc,853,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/STAR_PSF_ALGORITHMS.md,doc,no,docs,doc,907,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/algorithms/UPM_SOLVER.md,doc,no,docs,doc,2102,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/ARCHITECTURE.md,doc,no,docs,doc,1765,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/CACHE_POLICY.md,doc,no,docs,doc,783,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/COMPATIBILITY_POLICY.md,doc,no,docs,doc,857,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/DATA_FLOW.md,doc,no,docs,doc,1089,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/DEPENDENCY_RULES.md,doc,no,docs,doc,672,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/ERROR_MODEL.md,doc,no,docs,doc,1791,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/IO_AND_ATOMICITY.md,doc,no,docs,doc,584,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/MODULE_MAP.md,doc,no,docs,doc,1548,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/OWNERSHIP_AND_LIFETIME.md,doc,no,docs,doc,813,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/PERFORMANCE_MODEL.md,doc,no,docs,doc,586,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/PIPELINE.md,doc,no,docs,doc,915,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/architecture/THREADING_MODEL.md,doc,no,docs,doc,810,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/backlog/NEXT_STAGE.md,doc,no,docs,doc,460,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/browser/HIPS_BROWSER.md,doc,no,docs,doc,2191,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/contracts/DATA_SEMANTICS.md,doc,no,docs,doc,2865,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/contracts/PUBLIC_API.md,doc,no,docs,doc,3926,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/development/CODE_STYLE.md,doc,no,docs,doc,682,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/development/CONFIG_SCHEMA.md,doc,no,docs,doc,4707,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/development/TESTING.md,doc,no,docs,doc,926,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/diagnostics/TROUBLESHOOTING.md,doc,no,docs,doc,1768,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/README.md,doc,no,docs,doc,777,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/ARCHITECTURE.md,doc,no,docs,doc,2002,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/BUILD_RELEASE.md,doc,no,docs,doc,740,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/CONFIG_REFERENCE.md,doc,no,docs,doc,1304,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/DATA_CONTRACTS.md,doc,no,docs,doc,1502,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/DIAGNOSTICS.md,doc,no,docs,doc,1686,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/DRIZZLE.md,doc,no,docs,doc,2018,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/ERROR_TAXONOMY.md,doc,no,docs,doc,2657,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/MODULE_INDEX.md,doc,no,docs,doc,1052,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/PERFORMANCE.md,doc,no,docs,doc,828,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/PHASE2.md,doc,no,docs,doc,1489,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/README.md,doc,no,docs,doc,254,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/SCIENTIFIC_ALGORITHMS.md,doc,no,docs,doc,1063,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/SNR_NOISE_MODEL.md,doc,no,docs,doc,4081,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/history/v19/TESTING_AND_ACCEPTANCE.md,doc,no,docs,doc,1071,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/acr.md,doc,no,docs,doc,1093,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/astro_image_io.md,doc,no,docs,doc,1817,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/calibration.md,doc,no,docs,doc,1035,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/dynamic_psf.md,doc,no,docs,doc,676,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/gaia_xpsd_client.md,doc,no,docs,doc,715,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/healpix_browser_qt.md,doc,no,docs,doc,716,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/healpix_drizzle.md,doc,no,docs,doc,1316,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/orchestrator.md,doc,no,docs,doc,985,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/phase2.md,doc,no,docs,doc,2635,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/photometric_calib.md,doc,no,docs,doc,643,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/plate_solve.md,doc,no,docs,doc,568,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/snr_estimator.md,doc,no,docs,doc,787,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/modules/star_detector.md,doc,no,docs,doc,543,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/performance/BASELINE.md,doc,no,docs,doc,685,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/performance/OPTIMIZATION.md,doc,no,docs,doc,554,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/ASTROMETRY.md,doc,no,docs,doc,1183,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/CALIBRATION.md,doc,no,docs,doc,1312,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/DRIZZLE.md,doc,no,docs,doc,1423,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/INTEGRATION.md,doc,no,docs,doc,1051,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/NOISE_MODEL.md,doc,no,docs,doc,1569,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/PHASE2_UPM.md,doc,no,docs,doc,3378,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/PHOTOMETRY.md,doc,no,docs,doc,1225,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/PSF.md,doc,no,docs,doc,1271,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/REJECTION.md,doc,no,docs,doc,1484,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/SCIENCE_SCOPE.md,doc,no,docs,doc,1936,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/science/UNCERTAINTY_AND_COVARIANCE.md,doc,no,docs,doc,1804,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/API_STANDARD.md,doc,no,docs,doc,903,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/BENCHMARK_STANDARD.md,doc,no,docs,doc,313,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/CODE_STANDARD.md,doc,no,docs,doc,1695,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/COMMENT_STANDARD.md,doc,no,docs,doc,1469,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/CONCURRENCY_STANDARD.md,doc,no,docs,doc,865,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/C_ABI_STANDARD.md,doc,no,docs,doc,653,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/DOCUMENTATION_STANDARD.md,doc,no,docs,doc,802,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/ERROR_HANDLING_STANDARD.md,doc,no,docs,doc,778,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/IO_STANDARD.md,doc,no,docs,doc,692,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/LOGGING_DIAGNOSTICS_STANDARD.md,doc,no,docs,doc,511,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/NUMERIC_STANDARD.md,doc,no,docs,doc,1020,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/RELEASE_STANDARD.md,doc,no,docs,doc,677,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/standards/TEST_STANDARD.md,doc,no,docs,doc,469,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
docs/validation/SCIENCE_FREEZE.md,doc,no,docs,doc,4144,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
launch/demo_gc.json,root,no,root,doc,774,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
launch/start_browser.ps1,root,no,root,doc,5602,docs/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,yes,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/.gitignore,module,no,acr,production,150,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/CMakeLists.txt,module,no,acr,production,9744,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/README.md,module,no,acr,production,2336,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/api/CMakeLists.txt,module,no,acr,production,265,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/api/event.cpp,module,yes,acr,production,2381,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/api/kernel_registry.cpp,module,yes,acr,production,3796,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/classic/CMakeLists.txt,module,no,acr,production,608,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/classic/classic_kernels.cpp,module,yes,acr,production,9333,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/classic/classic_kernels.hpp,module,yes,acr,production,1155,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/CMakeLists.txt,module,no,acr,production,628,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/isa/avx.cpp,module,yes,acr,production,1315,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/isa/avx2.cpp,module,yes,acr,production,1514,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/isa/avx512.cpp,module,yes,acr,production,1827,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/isa/dispatch.cpp,module,yes,acr,production,728,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/isa/isa_kernels.hpp,module,yes,acr,production,2030,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/isa/scalar.cpp,module,yes,acr,production,452,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cpu/isa/sse.cpp,module,yes,acr,production,1443,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cuda/CMakeLists.txt,module,no,acr,production,3158,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
lib/acr/backends/cuda/bridge/acr_cuda_bridge.h,module,yes,acr,production,10343,docs/modules/,,,,V19R3-FRESH-VERIFIED,0,0,0,0,,,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,V19R3-FRESH
