seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
1821,830b38c6,2026-09-12,astrocs-agent,S,1,主责,compact/1821-830b38c6.md,cards/1821-830b38c6.md,fix(CI/CI-REPAIR-001): 轮报器复跑暴露的两处缺陷修正(SKIPPED误判红灯 + artifact截断)
1822,778fe98e,2026-09-12,付家泽,M,2,主责,compact/1822-778fe98e.md,cards/1822-778fe98e.md,feat(CI/CI-BASELINE-001): known-failures 基线机器化——失败集 ⊆ 版本化基线成为不可豁免 CI 门（STD-F9 处置）
1823,a67bbc83,2026-09-12,付家泽,L,4,主责,compact/1823-a67bbc83.md,cards/1823-a67bbc83.md,feat(CI/CI-001B): workflow与注册表联动核死(workflow只调run.py + 候选缺失fail-closed + actions锁复验)
1824,fb7f232a,2026-09-12,付家泽,M,2,主责,compact/1824-fb7f232a.md,cards/1824-fb7f232a.md,feat(DOC/STD-REG-001): 国际标准冻结注册表——六域符合性清单与偏差指针入册（STD-F6 处置）
1825,da3c4b4a,2026-09-12,付家泽,S,1,主责,compact/1825-da3c4b4a.md,cards/1825-da3c4b4a.md,fix(CI/CI-BASELINE-001/FD-R1-018): 新测试环境无关化——剔除 ci/run.py 注入的 ASTROCS_CI_OUT_ROOT，修复 CI 内 
1826,327b6c30,2026-09-12,astrocs-frontdesk,M,2,主责,compact/1826-327b6c30.md,cards/1826-327b6c30.md,feat(DOC/DOC-CONV-001): L0与模块状态文档收敛——状态词阶梯落地+已修复项陈旧NOT_VERIFIED清除（BASE=da3c4b4a）
1827,54287b48,2026-09-12,astrocs-frontdesk,M,2,主责,compact/1827-54287b48.md,cards/1827-54287b48.md,test(SCI/SCI-F2-001): 新增 §30.2 逐样本拒绝恒等式机器门（RED 证据 + 域外最小补丁文本，BASE=327b6c30）
1828,e6b1ea87,2026-09-12,付家泽,L,4,主责,compact/1828-e6b1ea87.md,cards/1828-e6b1ea87.md,feat(GOV/rev6): V2 控制包前台接续重编——裁决留档+CI红灯全承接+写域补正（FG-000）
1829,b40c8a49,2026-09-12,付家泽,S,1,主责,compact/1829-b40c8a49.md,cards/1829-b40c8a49.md,docs(GOV/GOV-AGENTS-001): AGENTS.md 宪章要素映射对齐——AGENTS-GOV 由 10/10 MISS 转 PASS（裁决 R-07）
1830,178222a7,2026-09-12,付家泽,M,2,主责,compact/1830-178222a7.md,cards/1830-178222a7.md,chore(GOV/rev6.1): 控制包写域分道——repo-write 单道拆为 5 条按域互斥道，真实并行度 1→7
1831,57f7bd80,2026-09-12,付家泽,S,1,主责,compact/1831-57f7bd80.md,cards/1831-57f7bd80.md,docs(GOV/rev6): 05 号登记册续写附录B——rev6 裁决轮 findings 与 GOV-AGENTS-001 验收（FG-000）
1832,a628bc21,2026-09-12,付家泽,S,1,主责,compact/1832-a628bc21.md,cards/1832-a628bc21.md,docs(GOV/rev6.1): 裁决 R-15/R-16/R-17——checks.json 单写者 + 并行度按真实文件写域 + 门禁不得阻塞修复
1833,2fdd6626,2026-09-12,付家泽,S,1,主责,compact/1833-2fdd6626.md,cards/1833-2fdd6626.md,fix(CI/CI-DATA-REG-001): DATA-HIPS-001/DATA-TILE-001 登记补齐——DATA-ARTIFACTS 红灯转绿（裁决 R-04）
1834,f9e4d921,2026-09-12,付家泽,S,1,主责,compact/1834-f9e4d921.md,cards/1834-f9e4d921.md,docs(GOV/rev6.2): 裁决 R-18/R-19/R-20——停用CP框架 + 共享工作树前台合并 + 热点文件三重处置
1835,1dc5447d,2026-09-12,付家泽,S,1,主责,compact/1835-1dc5447d.md,cards/1835-1dc5447d.md,test(CON-COMMENT-001): 测试头 invariant 补真实 SCI/ALG ID 锚（CON-COMMENTS + CON-FULL-INTEGRATION 
1836,19bdf1ab,2026-09-12,付家泽,M,2,主责,compact/1836-19bdf1ab.md,cards/1836-19bdf1ab.md,fix(CI/CI-VER-CHK-001): 版本一致性检查器条款号误判收窄——UT-VERSION 转绿（裁决 R-08）
1837,af56020c,2026-09-12,付家泽,M,2,主责,compact/1837-af56020c.md,cards/1837-af56020c.md,fix(CI/WCS-PATH-001): p1wcs astropy 交叉脚本去除硬编码绝对路径 + fail-fast——CTEST-P1WCS-ASTROPY-CROSS 转
1838,09ca8aec,2026-09-12,付家泽,S,1,主责,compact/1838-09ca8aec.md,cards/1838-09ca8aec.md,docs(GOV/rev6.2): 05 号登记册附录 C——执行期新增 finding C.1–C.9（含 1 项 P1 真实产品缺陷）
1839,27909ddf,2026-09-12,付家泽,M,2,主责,compact/1839-27909ddf.md,cards/1839-27909ddf.md,fix(CI/CI-WIN-001): gaia zlib 消费口径对齐根 cfitsio 段——WIN-BUILD-RELEASE/WIN-PACKAGE-CANDIDATE 断
1840,0c9130d6,2026-09-12,付家泽,M,2,主责,compact/1840-0c9130d6.md,cards/1840-0c9130d6.md,chore(CI): 注册 UT-GAIA-ZLIB + UT-BACKEND timeout 提额 + UT-VERSION changed_paths（前台唯一写者 R-15）
1841,4f11d965,2026-09-12,付家泽,M,2,主责,compact/1841-4f11d965.md,cards/1841-4f11d965.md,fix(CI): 订正 impact_map 提交的缩进抖动——恢复原格式，仅保留语义改动
1842,43f0c429,2026-09-12,付家泽,M,2,主责,compact/1842-43f0c429.md,cards/1842-43f0c429.md,fix(CORE/CORE-RACE-001): 消除 p1 cosmetic→drizzle 并发撕裂读 + Phase1 落盘原子化
1843,da74dcad,2026-09-12,付家泽,M,2,主责,compact/1843-da74dcad.md,cards/1843-da74dcad.md,fix(ARCH/ARCH-TB-001): 线程预算登记实证 + 生成器加固——THREAD-BUDGET 与 UT-ARCH 转绿
1844,e89ce10e,2026-09-12,astrocs-frontdesk,L,4,主责,compact/1844-e89ce10e.md,cards/1844-e89ce10e.md,feat(DATA/SCI-F3-001): AIO NREJ/NUSED int32 通道 + §30.3 五键双写 + verify 双向核验（BASE=54287b48）
1845,8069d85d,2026-09-12,付家泽,M,2,主责,compact/1845-8069d85d.md,cards/1845-8069d85d.md,fix(WCS/STD-F1-ADJ): STD-F1 导出边界桥接合同化 + 九宫格回归锁——1px 偏移疑点闭环（裁决 R-02 方案 b / R-25）
1846,4fc3917e,2026-09-12,付家泽,M,2,主责,compact/1846-4fc3917e.md,cards/1846-4fc3917e.md,chore(CI): 注册 STD-F1 桥接门 + p2hips 独立验证门（消除 C3 注册债）
1847,56fe14c1,2026-09-12,付家泽,S,1,主责,compact/1847-56fe14c1.md,cards/1847-56fe14c1.md,docs(GOV/rev6.2): 05 号登记册附录 D——双前台事故(D.0) + P0 用户入口缺陷 + 测试鉴别力缺口 + FG-CI-01..10
1848,3fd9e5e2,2026-09-12,astrocs-frontdesk,M,2,主责,compact/1848-3fd9e5e2.md,cards/1848-3fd9e5e2.md,docs(SCI/SCI-ANCHOR-001): 冻结文档行号锚全量复测器 + 36 文档 793 锚订正 + CI 门 DOC-LINE-ANCHORS（BASE=56fe14
1849,f5f944a5,2026-09-12,付家泽,S,1,主责,compact/1849-f5f944a5.md,cards/1849-f5f944a5.md,docs(GOV/rev6.2): 新增 08 号前台交接说明——停用 CP 插件 + 重启前状态快照 + 在跑任务写域 + 优先级
1850,5a250999,2026-09-13,付家泽,S,1,主责,compact/1850-5a250999.md,cards/1850-5a250999.md,docs(GOV/rev6.3): 登记 RESCUE-V3 为唯一 ACTIVE 控制包——对齐包 V1 转 ARCHIVED_SUPERSEDED（原位保留）
1851,3848fc61,2026-09-13,付家泽,M,2,主责,compact/1851-3848fc61.md,cards/1851-3848fc61.md,fix(E2E/B1): 恢复 Phase1 8 节点链与 HiPS 持久化（RESCUE-V3 Batch 1）
1852,a6449610,2026-09-13,付家泽,L,4,主责,compact/1852-a6449610.md,cards/1852-a6449610.md,fix(SCI/B2-A1): WcsTan deg/rad 单位错修复 + p1_op_wcs 绝对前向交叉门（RESCUE-V3 Batch 2）
1853,01eaba36,2026-09-13,付家泽,M,2,主责,compact/1853-01eaba36.md,cards/1853-01eaba36.md,fix(SCI/B2-A2): 星 ID ↔ PSF compact 错位修复 + 逐星 status（RESCUE-V3 P0-05）
1854,1012fa41,2026-09-13,付家泽,M,2,主责,compact/1854-1012fa41.md,cards/1854-1012fa41.md,fix(SCI/B2-A3): Phase2 逐样本拒绝掩码平面 + integrate fail-closed（RESCUE-V3 P0-09）
1855,344e0c9c,2026-09-13,付家泽,M,2,主责,compact/1855-344e0c9c.md,cards/1855-344e0c9c.md,fix(SCI/B2-A4+A5): Phase3 投影/frame/coverage 三键 fail-closed（RESCUE-V3 P0-07/P1-23）
1856,bc059562,2026-09-13,付家泽,S,1,主责,compact/1856-bc059562.md,cards/1856-bc059562.md,fix(SCI/B2-A6): 标定 ×10 夹具/Oracle 口径纠偏 + master flat fail-closed（RESCUE-V3 P0-06）
1857,66906609,2026-09-13,付家泽,L,4,主责,compact/1857-66906609.md,cards/1857-66906609.md,fix(SCI/B2-A7..A10): integration/coverage/FITS 校验和/运行溯源（RESCUE-V3 P1 组上半）
1858,b32246c4,2026-09-13,付家泽,M,2,主责,compact/1858-b32246c4.md,cards/1858-b32246c4.md,fix(SCI/B2-A12..A16): drizzle 精度门/暗场 EXPTIME/PHOTAPPL 溯源/测光 fail-closed（RESCUE-V3 P1）
1859,43c5c488,2026-09-13,付家泽,L,4,主责,compact/1859-43c5c488.md,cards/1859-43c5c488.md,docs(audit/RQS): 建立全项目只读问题扫描工作区与作业规程
1860,14102f65,2026-09-13,付家泽,M,2,主责,compact/1860-14102f65.md,cards/1860-14102f65.md,docs(audit/RQS): 前台独立取证 F00 与合并期协调记录
1861,95961406,2026-09-13,付家泽,L,4,主责,compact/1861-95961406.md,cards/1861-95961406.md,docs(audit/RQS): 科学域叶子扫描档案 L01-L10（原始取证，未合并）
1862,2213cc76,2026-09-13,付家泽,M,2,主责,compact/1862-2213cc76.md,cards/1862-2213cc76.md,docs(audit/RQS): 横向叶子档案 L12/L13/L17/L18 与协调记录
1863,6f0b9880,2026-09-13,付家泽,M,2,主责,compact/1863-6f0b9880.md,cards/1863-6f0b9880.md,docs(audit/RQS): 叶子档案 L11（运行时/线程预算/CPU 后端/ACR）与协调记录
1864,cd328f81,2026-09-13,付家泽,S,1,主责,compact/1864-cd328f81.md,cards/1864-cd328f81.md,docs(audit/RQS): 由已发现失败模式反推的第二波横向扫描轴 L19-L25
1865,9a3b5a7d,2026-09-13,付家泽,M,2,主责,compact/1865-9a3b5a7d.md,cards/1865-9a3b5a7d.md,fix(SCI/B2-A15+A17+A18): HISS 部分覆盖/support 量化 + SIP 桥接 + 资源门真实观测（RESCUE-V3 P1 终批）
1866,a731b0fa,2026-09-13,付家泽,M,2,主责,compact/1866-a731b0fa.md,cards/1866-a731b0fa.md,docs(audit/RQS): 叶子档案 L15（国际标准横向六域）与协调记录
1867,68fc6493,2026-09-13,付家泽,S,1,主责,compact/1867-68fc6493.md,cards/1867-68fc6493.md,docs(audit/RQS): 追加 L26-L28 三条横向轴与合并层映射
1868,08970259,2026-09-13,付家泽,M,2,主责,compact/1868-08970259.md,cards/1868-08970259.md,docs(audit/RQS): 叶子档案 L16（追溯链与机器检查有效性）与协调记录
1869,bc1e4e57,2026-09-13,付家泽,M,2,主责,compact/1869-bc1e4e57.md,cards/1869-bc1e4e57.md,docs(audit/RQS): 叶子档案 L03(HiPS/HEALPix/AIO) 与 L25(依赖与派生代码合规) 及协调记录
1870,b346c32a,2026-09-13,付家泽,M,2,主责,compact/1870-b346c32a.md,cards/1870-b346c32a.md,docs(audit/RQS): 横向轴档案 L21(物理量口径矩阵) 与协调记录
