dataset,star_id,mode,flux_ADU,var_ADU2,snr,fwhm_px,sum_w_adu-2,sum_q_adu-1,note
Galaxy_Center,S017,equal,242076,11145.8,2292.97,2.13628,0.000693918,163.121,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Galaxy_Center,S017,exposure,242076,11145.8,2292.97,2.13628,0.000693918,163.121,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Galaxy_Center,S017,ivar,233916,9602.54,2387.08,2.14844,0.000693918,163.121,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Galaxy_Center,S017,w_info,235073,1441.09,6192.36,2.14289,0.000693918,163.121,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Galaxy_Center,S017,psfsw,245577,1.0098e+06,244.383,2.12069,0.000693918,163.121,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Galaxy_Center,S031,equal,211981,13233.2,1842.74,3.384,0.000410626,85.3776,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Galaxy_Center,S031,exposure,211981,13233.2,1842.74,3.384,0.000410626,85.3776,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Galaxy_Center,S031,ivar,206252,12042.2,1879.51,3.36613,0.000410626,85.3776,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Galaxy_Center,S031,w_info,207921,2435.31,4213.28,3.37313,0.000410626,85.3776,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Galaxy_Center,S031,psfsw,215249,1.19867e+06,196.604,3.39399,0.000410626,85.3776,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Galaxy_Center,S032,equal,201284,14012.4,1700.41,2.1672,0.000490022,97.0736,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Galaxy_Center,S032,exposure,201284,14012.4,1700.41,2.1672,0.000490022,97.0736,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Galaxy_Center,S032,ivar,197528,13038.9,1729.85,2.20153,0.000490022,97.0736,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Galaxy_Center,S032,w_info,198100,2040.72,4385.24,2.19302,0.000490022,97.0736,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Galaxy_Center,S032,psfsw,203225,1.20098e+06,185.442,2.16294,0.000490022,97.0736,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Galaxy_Center,S061,equal,171558,8447.03,1866.64,1.82519,0.00119647,201.674,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Galaxy_Center,S061,exposure,171558,8447.03,1866.64,1.82519,0.00119647,201.674,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Galaxy_Center,S061,ivar,165839,7172.32,1958.2,1.93969,0.00119647,201.674,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Galaxy_Center,S061,w_info,168557,835.792,5830.4,1.89096,0.00119647,201.674,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Galaxy_Center,S061,psfsw,173395,738527,201.768,1.79872,0.00119647,201.674,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Galaxy_Center,S084,equal,175058,8534.69,1894.9,2.1516,0.000850545,148.36,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
Galaxy_Center,S084,exposure,175058,8534.69,1894.9,2.1516,0.000850545,148.36,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
Galaxy_Center,S084,ivar,174201,7070.72,2071.66,2.23042,0.000850545,148.36,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
Galaxy_Center,S084,w_info,174430,1175.72,5087.09,2.21523,0.000850545,148.36,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
Galaxy_Center,S084,psfsw,176994,740157,205.73,2.13087,0.000850545,148.36,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
Galaxy_Center,AGG,equal,,,,,,,n=8
Galaxy_Center,AGG,exposure,,,,,,,n=8
Galaxy_Center,AGG,ivar,,,,,,,n=8
Galaxy_Center,AGG,w_info,,,,,,,n=8
Galaxy_Center,AGG,psfsw,,,,,,,n=8
Galaxy_Center,GROUP_TOTAL,psfsw,1.81991e+06,6.77729e+07,221.065,2.22893,,,all_stars_concatenated
LDN43,S021,equal,699437,21908,4725.49,3.02919,0.000145327,101.602,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S021,exposure,699437,21908,4725.49,3.02919,0.000145327,101.602,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S021,ivar,700759,18993.9,5084.66,2.94579,0.000145327,101.602,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S021,w_info,699130,6881.05,8428.12,2.92146,0.000145327,101.602,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S021,psfsw,703214,1.86676e+06,514.687,2.82702,0.000145327,101.602,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,S030,equal,601409,21160.9,4134.31,3.37455,0.000199736,118.735,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S030,exposure,601409,21160.9,4134.31,3.37455,0.000199736,118.735,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S030,ivar,596502,18182.4,4423.7,3.2966,0.000199736,118.735,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S030,w_info,594460,5006.61,8401.38,3.26891,0.000199736,118.735,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S030,psfsw,588641,1.82251e+06,436.029,3.14959,0.000199736,118.735,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,S034,equal,568407,14709.9,4686.57,2.95715,0.000313664,176.127,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S034,exposure,568407,14709.9,4686.57,2.95715,0.000313664,176.127,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S034,ivar,563878,11749.4,5202.08,2.94048,0.000313664,176.127,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S034,w_info,561514,3188.13,9944.73,2.91877,0.000313664,176.127,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S034,psfsw,557283,1.23872e+06,500.712,2.85791,0.000313664,176.127,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,S048,equal,575105,19020.5,4170,2.90426,0.000207235,118.302,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S048,exposure,575105,19020.5,4170,2.90426,0.000207235,118.302,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S048,ivar,573535,16775.3,4428.17,2.8704,0.000207235,118.302,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S048,w_info,570861,4825.44,8217.92,2.84945,0.000207235,118.302,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S048,psfsw,565858,1.87751e+06,412.968,2.8093,0.000207235,118.302,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,S068,equal,525396,19907.7,3723.71,3.49705,0.000231841,120.536,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S068,exposure,525396,19907.7,3723.71,3.49705,0.000231841,120.536,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S068,ivar,520984,16249.1,4087.04,3.28588,0.000231841,120.536,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S068,w_info,519909,4313.3,7916.3,3.25312,0.000231841,120.536,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S068,psfsw,517293,1.42749e+06,432.962,3.07913,0.000231841,120.536,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,S074,equal,546125,21787.3,3699.9,3.13785,0.000168168,92.147,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S074,exposure,546125,21787.3,3699.9,3.13785,0.000168168,92.147,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S074,ivar,547765,20616.2,3814.96,3.07928,0.000168168,92.147,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S074,w_info,547945,5946.42,7105.73,3.03748,0.000168168,92.147,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S074,psfsw,556304,2.23798e+06,371.864,3.12607,0.000168168,92.147,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,S083,equal,526755,16875.3,4054.93,3.74143,0.000246031,130.548,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S083,exposure,526755,16875.3,4054.93,3.74143,0.000246031,130.548,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S083,ivar,531737,13753.3,4534.12,3.30126,0.000246031,130.548,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S083,w_info,530615,4064.53,8322.89,3.51178,0.000246031,130.548,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S083,psfsw,533794,1.32464e+06,463.793,3.13202,0.000246031,130.548,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,S098,equal,475293,15171.8,3858.71,2.8485,0.000264307,126.067,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
LDN43,S098,exposure,475293,15171.8,3858.71,2.8485,0.000264307,126.067,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
LDN43,S098,ivar,478232,13745.6,4079.03,2.86265,0.000264307,126.067,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
LDN43,S098,w_info,476971,3783.48,7754.37,2.79999,0.000264307,126.067,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
LDN43,S098,psfsw,476950,1.48282e+06,391.678,2.70883,0.000264307,126.067,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
LDN43,AGG,equal,,,,,,,n=8
LDN43,AGG,exposure,,,,,,,n=8
LDN43,AGG,ivar,,,,,,,n=8
LDN43,AGG,w_info,,,,,,,n=8
LDN43,AGG,psfsw,,,,,,,n=8
LDN43,GROUP_TOTAL,psfsw,4.49934e+06,1.06227e+08,436.546,2.82702,,,all_stars_concatenated
M42,S000,equal,604778,4927.61,8615.45,3.1436,0.000666732,399.393,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S000,exposure,604778,4927.61,8615.45,3.1436,0.000666732,399.393,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S000,ivar,598022,4475.6,8939.06,3.17551,0.000666732,399.393,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S000,w_info,599030,1499.85,15467.7,3.16101,0.000666732,399.393,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S000,psfsw,608930,454486,903.248,3.10476,0.000666732,399.393,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,S001,equal,575621,5438.39,7805.52,2.75058,0.000647065,370.081,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S001,exposure,575621,5438.39,7805.52,2.75058,0.000647065,370.081,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S001,ivar,571072,5017.62,8061.99,2.74769,0.000647065,370.081,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S001,w_info,571938,1545.44,14548.7,2.69883,0.000647065,370.081,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S001,psfsw,579896,475984,840.532,2.69671,0.000647065,370.081,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,S002,equal,593281,5301.74,8148.01,3.17017,0.000626758,369.285,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S002,exposure,593281,5301.74,8148.01,3.17017,0.000626758,369.285,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S002,ivar,588082,4761.41,8522.56,3.17323,0.000626758,369.285,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S002,w_info,589198,1595.51,14750.7,3.15936,0.000626758,369.285,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S002,psfsw,597103,486114,856.408,3.13913,0.000626758,369.285,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,S005,equal,520266,4273.55,7958.5,2.89513,0.000900667,462.865,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S005,exposure,520266,4273.55,7958.5,2.89513,0.000900667,462.865,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S005,ivar,512640,3700.47,8427.22,2.93216,0.000900667,462.865,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S005,w_info,513913,1110.29,15423.1,2.91435,0.000900667,462.865,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S005,psfsw,523622,397059,830.98,2.85633,0.000900667,462.865,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,S006,equal,451866,4493.77,6740.68,2.65614,0.000897609,402.857,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S006,exposure,451866,4493.77,6740.68,2.65614,0.000897609,402.857,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S006,ivar,448590,4241.21,6888.19,2.64956,0.000897609,402.857,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S006,w_info,448811,1114.07,13446.4,2.63347,0.000897609,402.857,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S006,psfsw,455080,389614,729.072,2.61576,0.000897609,402.857,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,S008,equal,464343,3864.83,7469.19,2.6384,0.00111229,509.135,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S008,exposure,464343,3864.83,7469.19,2.6384,0.00111229,509.135,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S008,ivar,456941,3240.94,8026.47,2.68527,0.00111229,509.135,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S008,w_info,457734,899.043,15265.9,2.85866,0.00111229,509.135,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S008,psfsw,467342,338497,803.261,2.60991,0.00111229,509.135,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,S009,equal,448735,3902.97,7182.77,2.903,0.000972683,433.838,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S009,exposure,448735,3902.97,7182.77,2.903,0.000972683,433.838,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S009,ivar,445575,3690.74,7334.39,2.95153,0.000972683,433.838,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S009,w_info,446022,1028.08,13910.5,2.97693,0.000972683,433.838,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S009,psfsw,452229,356592,757.308,2.91177,0.000972683,433.838,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,S012,equal,465806,3977.08,7386.23,3.35063,0.000699315,323.587,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42,S012,exposure,465806,3977.08,7386.23,3.35063,0.000699315,323.587,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42,S012,ivar,462357,3664.44,7637.9,3.41837,0.000699315,323.587,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42,S012,w_info,462720,1429.97,12236.4,3.42829,0.000699315,323.587,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42,S012,psfsw,468995,365431,775.827,3.35178,0.000699315,323.587,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42,AGG,equal,,,,,,,n=8
M42,AGG,exposure,,,,,,,n=8
M42,AGG,ivar,,,,,,,n=8
M42,AGG,w_info,,,,,,,n=8
M42,AGG,psfsw,,,,,,,n=8
M42,GROUP_TOTAL,psfsw,4.1532e+06,2.61102e+07,812.788,3.10476,,,all_stars_concatenated
M42_Halpha,S004,equal,668894,4670.84,9787.23,4.07346,0.000763706,468.035,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S004,exposure,701099,5380.68,9557.86,4.09331,0.000763706,468.035,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S004,ivar,603485,4012.9,9526.58,4.03444,0.000763706,468.035,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42_Halpha,S004,w_info,612848,1309.4,16936.2,4.02164,0.000763706,468.035,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S004,psfsw,711485,467175,1040.94,4.05951,0.000763706,468.035,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,S011,equal,526243,2872.5,9818.74,3.87886,0.00116713,573.343,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S011,exposure,552077,3288.46,9627.27,3.88001,0.00116713,573.343,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S011,ivar,479725,2531.83,9534.01,3.85264,0.00116713,573.343,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42_Halpha,S011,w_info,491243,856.805,16782.5,3.82213,0.00116713,573.343,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S011,psfsw,562389,281604,1059.79,3.82873,0.00116713,573.343,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,S014,equal,396263,2277.33,8303.69,2.51507,0.00231538,843.26,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S014,exposure,415606,2642.42,8085.02,2.50641,0.00231538,843.26,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S014,ivar,351620,1850.7,8173.45,2.49651,0.00231538,843.26,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42_Halpha,S014,w_info,364199,431.894,17524.7,2.45748,0.00231538,843.26,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S014,psfsw,422536,216462,908.181,2.42941,0.00231538,843.26,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,S015,equal,419936,2818.88,7909.43,2.52163,0.00142659,576.211,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S015,exposure,440542,3166.31,7829.08,2.51229,0.00142659,576.211,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S015,ivar,394794,2637.74,7686.96,2.51947,0.00142659,576.211,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42_Halpha,S015,w_info,403909,700.973,15255.7,2.49158,0.00142659,576.211,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S015,psfsw,448603,269150,864.699,2.46982,0.00142659,576.211,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,S016,equal,415045,2154.13,8942.52,3.07738,0.00199775,771.173,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S016,exposure,435582,2483.05,8741.32,3.06178,0.00199775,771.173,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S016,ivar,375871,1795.02,8871.65,3.06711,0.00199775,771.173,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42_Halpha,S016,w_info,386022,500.564,17253.7,2.9943,0.00199775,771.173,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S016,psfsw,443797,204858,980.524,2.95677,0.00199775,771.173,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,S017,equal,389751,2440.82,7888.94,2.8436,0.00167164,616.947,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S017,exposure,408893,2763.11,7778.76,2.83699,0.00167164,616.947,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S017,ivar,362828,2233.32,7677.6,2.838,0.00167164,616.947,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42_Halpha,S017,w_info,369066,598.213,15089.5,2.80191,0.00167164,616.947,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S017,psfsw,415870,237211,853.867,2.76296,0.00167164,616.947,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,S021,equal,328861,2302.8,6853.06,2.55396,0.00229139,696.823,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S021,exposure,344945,2680.29,6662.85,2.52265,0.00229139,696.823,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S021,ivar,290881,1834.08,6792.13,2.58199,0.00229139,696.823,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
