relative_path,category,identical_across_budgets,normalized_identical,sha256_b1,sha256_b4,sha256_b16
graph/static_graph.dot,run_scoped,True,True,cdf607f2ad0eb94b4267d7cacc02511255dce337e842ebd6169611db415c52c2,cdf607f2ad0eb94b4267d7cacc02511255dce337e842ebd6169611db415c52c2,cdf607f2ad0eb94b4267d7cacc02511255dce337e842ebd6169611db415c52c2
graph/static_graph.json,run_scoped,False,True,ac70b9116a40a3a8d208ff671c292641112b01ef61ecbc3f979f1cd36bbfcae9,f0d87872410ec59f74523911fad6f7d86c306ccc838dd51f60d8b6f7963d66a8,3a3e888d1fd4ec92a220e3887e5de21281fb73fcb086d7e71911dfc8df7aa002
graph/static_graph.svg,run_scoped,True,True,271f334be715584c9cf67456eb904365442e72932cd08ea94d8106bf0f75c810,271f334be715584c9cf67456eb904365442e72932cd08ea94d8106bf0f75c810,271f334be715584c9cf67456eb904365442e72932cd08ea94d8106bf0f75c810
output_phase3.fits,science_product,False,True,21fe75fefecf37a494a2c3b2b3bd25a5b9c8e12c180c3172072dc9c5c9d4c31d,9fda844ff05ab28a5b285a4b28c17b442f834f21886b3e9df986396cc3cb1265,398b991fba007fb2be8abe517190526ba0b47bd890cbc7e93777643e7348961d
p3_props.json,science_product,True,True,4cf5f8ede8f2666bc7084b34dfa3215a460efbec38ea226b10dd6863dbe7378e,4cf5f8ede8f2666bc7084b34dfa3215a460efbec38ea226b10dd6863dbe7378e,4cf5f8ede8f2666bc7084b34dfa3215a460efbec38ea226b10dd6863dbe7378e
p3_resampled.bin,science_product,True,True,7d549dc083c6153bd7b2bd50f6fee1c0ae84c72d7c074b99aa56429aeb491060,7d549dc083c6153bd7b2bd50f6fee1c0ae84c72d7c074b99aa56429aeb491060,7d549dc083c6153bd7b2bd50f6fee1c0ae84c72d7c074b99aa56429aeb491060
p3_resampled.json,science_product,True,True,120fb66767853543d3293c055d70c22571bcbc16ef97408f43184e7f8add7c16,120fb66767853543d3293c055d70c22571bcbc16ef97408f43184e7f8add7c16,120fb66767853543d3293c055d70c22571bcbc16ef97408f43184e7f8add7c16
p3_verify.json,science_product,False,True,065350c606c0d36a714e4c9a4ef24cc0b9bb86b86af69c892fff96f37f27fc89,2fa531e5e9a66d2b7caa27a3f867f32038a93ad11d928580ff63b839689f96b1,29882ff33af8c90c0d6f101091e0137aa8cfcd248674cb3a868382a916337202
p3_wcs.json,science_product,True,True,e422ba16f644b1e37febeee9bdef92feb01a7f7c97fe05473899d691d67c3cf8,e422ba16f644b1e37febeee9bdef92feb01a7f7c97fe05473899d691d67c3cf8,e422ba16f644b1e37febeee9bdef92feb01a7f7c97fe05473899d691d67c3cf8
p3_writer.json,science_product,False,True,5f45c08983fda10574e9fe42f9ea8aca6fa5093eb9a408e5e3f8153945359cb5,ad573ad05c8c20d82801e76aadee1a9189dbe39a8efb7294abd742302289752d,568fa274882fa8ae0094319018a0854eeb117a82a29bddc68384d56c55751460
resource_samples.csv,run_scoped,False,False,90b45d570a9859238c1ce2f6aa590afb2cee3fa956162ea697f298ced33008fc,eeea1369dcf40a135762c332854258f50814441b894cd4bff1f4130fa90233e7,5c30b5913478533ee530321c8a0142f1c10a164d1ec66522d5a870ddfa2cbc0b
resource_summary.json,run_scoped,False,False,a6d50c2c84ddeb6af92b37fbcdfe00ca3e6c23b21d2894c464b40e225ebdf31a,5efb486a7efa868b4457cfa30bfb54e93532c8db1c12a87674a896e6cb7fa860,eb89fbcb929f7350b50db6da514b0f1ecfc28043f5d3f5f3ba7099ede9fe4771
run.log,run_scoped,False,False,9d33955b48b14012a37ffb8d2c0b2a2a23b636eb57f7d8da720228ab28866aa5,88682fe87033c53911e184e068de696f4a1d9f1ce9c636843f162d39eb94c75f,bd65ed40da827ed490c47994b802e1e98b5b19ad876cb31639fcff0203fc3ae0
run_cfg.json,run_scoped,False,True,7f4ceed26e24d68be6dcbfa41def655256ff042f87b4967afa6178c7334fd3e7,3cf10504434ff1a11ee1f9bccb9acb75cead1cf56c550a55aaf97fc367137708,c46cd99efb226d82cb2042c57c842737f10e1bc0aa51ecfe579075ec9fae370f
run_context.json,run_scoped,False,True,b67dda4b520156ab40103440921b62f72903cfdc9bf0f515c2a4dee80d036ba4,9ee6ba97dff4dc0d90adc36c33fe9cfe64da67312a525c746727c58cc2ecc75a,4630276b521862f9acf9d4df1ad47337aa1ef51d92e574888e6bf45222731e16
worker_balance.csv,run_scoped,False,False,f405e35b4f8cf3c34df6121408fd739cabf789faf33ad90df23a5d57c368286f,583dbf6ecd0af090353b4045d8843099f74bad37de4b649720114abb77f3b344,d7a2b6d9113fadccc457f7f4d243308e8071438ea56f0e695bd3f95c3290d044
