docs/design/PHASE3_DETAILED_DESIGN.md	lines=70	verdict=OK	evidence=:37『四象限最近中心双线性只能在独立 Oracle 和误差/边界定义后注册』被 ALG-P3-001_KERNEL_REGISTRY.md:29-31 逐字引用且行号落§3内;:44 C_y=R C_x Rᵀ 是 P3 SPEC §3.1『§4:41-47』锚的实体;:57 临时文件/fsync/checksum/原子rename/重开验证五步与 SPEC §7.3一致;:11-13三模式与根最高设计 §5.3 模式枚举一致	batch=b002
docs/design/UNIFIED_MODEL.md	lines=66	verdict=OK	evidence=:42 frame_snr行『唯一帧级参考;权重由Phase2逆方差叠加从SNR计算』与 ASTROCS_DESIGN.md:84『Phase2用逆方差叠加把它转成权重』/:232『不是直接用SNR加权』一致;:49 rejection行『门/概率,不是coverage』为 SURF-REJECTION.md:50 所引原文(冻结清单 support/coverage 条目 :118 同义);:45 sparse_snr_layer 有实体 unified/sparse_snr_layer.schema.json;§3三类配置分离与 AGENTS.md 硬禁令(不写死workers)不冲突	batch=b002
docs/plugins/00_INDEX.md	lines=98	verdict=OK	evidence=§2总表8+5+3+7=23与实测目录一致(algorithms_phase1八篇01-08、phase2五篇09-13、phase3三篇14-16、infrastructure七篇17-23均实存,如22_gaia_xpsd_client.md);§1代码落位『lib/algorithms平铺+lib/infrastructure/cli/{normalize,mosaic,export}』实测 lib/algorithms 16模块目录并联且cli下三子命令俱在;『见最高设计§7.1』命中根最高设计 :346-372 顶层结构树(注明并联放置)	batch=b002
docs/plugins/algorithms_phase1/01_calibration.md	lines=66	verdict=FINDING:W3-D1-b002-4	evidence=§4两式(:25/:31)逐字继承目标态详设P1 §4.1/4.2,α与V(f_p)项无漂移;§2所引 science 域 NOISE_MODEL.md 实存;但§3:18『参考 contracts/schemas/data_light.schema.json、calibration_output.schema.json』——find contracts 两文件皆无此件,全仓同名搜索 MISSING,现行唯一事实源是其 unified/ 与 v6/ 命名族	batch=b002
docs/plugins/algorithms_phase1/02_cosmetic.md	lines=53	verdict=FINDING:W3-D1-b002-5	evidence=§4 validity 分类(NaN/Inf/坏点/饱和/边界/插值/星轨)与 DESIGN-P1 §5:63 对应;cr_sigma=5.0 σ 预测噪声配置自洽;但§3:18 参考的 contracts/schemas/cosmetic_output.schema.json 实测不存在(contracts 树 find 零命中,unified/ 域无对应件)	batch=b002
docs/plugins/algorithms_phase1/03_star_detection.md	lines=53	verdict=FINDING:W3-D1-b002-6	evidence=§5 detection_threshold 5.0σ局部/min_area 2px/deblend 配置与§4『局部噪声不得全局阈值』一致;根设计 §3.6 硬约束列含『检测阈值』(:193-197)命中;frame_id/source_id 绑定同目标态详细设计:65;但§3:19 所引 source_catalog.schema.json 在 contracts 全域查无	batch=b002
docs/plugins/algorithms_phase1/04_psf.md	lines=53	verdict=FINDING:W3-D1-b002-7	evidence=§3 A_NEA=1/ΣP² 与信息核 PᵀC⁻¹P 和科学权重文档:31 同口径;psf_model=gauss、spatial_order=0 配置合理;『拟合质量只作validity/诊断』红线复述准确;但§3:19 参考 psf_output.schema.json 缺失——v6/ 下实为 astrocs.v6.psf.v1.schema.json,插件引用名与唯一事实源不符	batch=b002
docs/plugins/algorithms_phase1/05_platesolve.md	lines=55	verdict=FINDING:W3-D1-b002-8	evidence=双重悬挂:§2:12『docs/algorithms/platesolve/*』ls 报『没有那个文件或目录』(实际为单文件 docs/algorithms/PLATESOLVE.md,目录化路径不存在);§3:20 wcs_output.schema.json 在 contracts 下 find 零命中;而§2:13 所引 22_gaia_xpsd_client.md 实存	batch=b002
docs/plugins/algorithms_phase1/06_photometry.md	lines=52	verdict=FINDING:W3-D1-b002-9	evidence=§1 d=a_k F P+n 与设计文档:81 一致;§4 F_hat=Q/W、Var(F_hat)=1/W 与 P2 目标态详设 §6.2:68 冻结式相符;aperture_radius=2×FWHM 配置自洽;但§3:18 photometry_output.schema.json 实测无此合同文件(全仓 find MISSING)	batch=b002
docs/plugins/algorithms_phase1/07_noise_snr.md	lines=88	verdict=FINDING:W3-D1-b002-10	evidence=§4.1 frame_snr『写HiPS文件头/唯一帧级参考』引根设计 §3.4/§4.3 精确命中(:152-155、:219/:232);§3 sparse_snr_layer 有 unified 层 schema 实件;W_psf白噪声式与:31 一致;但§3:25 参考的 noise_snr_output.schema.json 查无此件(frame_snr/depth_m5/point_information 各自成件于 unified/)	batch=b002
docs/plugins/algorithms_phase1/08_drizzle.md	lines=65	verdict=FINDING:W3-D1-b002-11	evidence=§4 S_p=Σ_j B_j a_jp/Σ_j a_jp 与 B_j=x_j/A_pixel,j 逐字同目标态详设P1 §9:120-123 及冻结清单里 FZ-FORMULA-DRIZZLE-SB 语义;pixfrac 默认1.0;C_out=R C_in Rᵀ 传播句与 FZ-FORMULA-COV-PROP 一致;但§3:21 hips_product.schema.json 与 manifest.schema.json 两引用名在 contracts 全域均零命中(后者最近实件叫 run_manifest.schema.json)	batch=b002
docs/plugins/algorithms_phase2/09_coverage.md	lines=48	verdict=FINDING:W3-D1-b002-12	evidence=§1『coverage 是几何/数据有效域不是权重』与 FZ-GATE-SUPPORT-COVERAGE 冻结条目(清单:118)及目标态详设P2 §3:19 同口径;§4 连通分量/断图分组件语义即该节要点;§2 引根最高设计 §4.2(该flowchart确含 coverage 重叠图节点);但§3:18 coverage_output.schema.json 不存在——unified/ 实际件名为 coverage.schema.json	batch=b002
docs/plugins/algorithms_phase2/10_sampling.md	lines=49	verdict=FINDING:W3-D1-b002-13	evidence=§4 控制点避开源/饱和/坏点/高结构与目标态详设P2 :31 逐字对应;『数量下限由UPM自由度决定』与 SURF-UPM §3 可辨识性相容;根设计 §4.2 flowchart 含 sampling 控制采样节点;但§3:17 所引 control_points.schema.json 经 find contracts 零命中(PHASE2_SAMPLER.md 域亦无该schema)	batch=b002
docs/plugins/algorithms_phase2/11_upm.md	lines=57	verdict=FINDING:W3-D1-b002-14	evidence=§4 y_k(x)=g_k s(x)+b_k(x)+ε 与 PHASE2_DETAILED_DESIGN §4:26 及 §1 不得互相代替禁令一致;gauge=reference_frame/sum 配置与 SURF-UPM §2 gauge 语义相容;根设计 §4.4 硬约束确含『UPM不可互相代替』;但§3:18 upm_output.schema.json 实测缺失(contracts 树无同名件)	batch=b002
docs/plugins/algorithms_phase2/12_rejection.md	lines=52	verdict=FINDING:W3-D1-b002-15	evidence=§1/§4 六类污染(cosmic/卫星线/坏列/移动源/云梯度/失焦拖线)与 PHASE2_DETAILED_DESIGN:39 及 SURF-REJECTION §2.2 分类逐字相合;『阈值用预测残差方差(Phase1噪声+UPM不确定度)』命中其:40;docs/science/REJECTION.md 实存;但§3:17 rejection_output.schema.json 不存在(唯一事实源为 unified/rejection.schema.json,名不符)	batch=b002
