docs/plugins/infrastructure/23_hips_browser.md	lines=50	verdict=FINDING:W3-D1-b003-8	evidence=§1「不进产品 manifest」与上位设计 §7.1 树 hips_browser 行「未来 GUI 可视化组件（不进产品 manifest）」逐字一致；§3 所引 hips_product.schema.json 不存在；决策号 D-010/D-014 除本文件自引外全仓 .md 0 命中，追溯悬空	batch=b003
docs/science/ACR_EQUIVALENCE.md	lines=115	verdict=OK	evidence=§2/§4 引 stage2_common.cpp:378（weight_mode=2 默认 ivar）与 :391-392（acr_route auto/cpu 行内 ACR-IVAR-001 注释）逐行精确；kOpMosaicReject@acr_kernels.cpp:31、mosaic_reject_legacy@:43、缺省 1u/2u/-4.0/3.0@:87-91 属实；PERFORMANCE_MODEL.md 实存于 docs/architecture/；ivar_wiring_test.cpp 实存	batch=b003
docs/science/ASTROMETRY.md	lines=180	verdict=OK	evidence=并发修正后复核绿：原 NB_GRID=7 冲突已订正——§4:40/§9:128 现写「≥7×7 采样网格（实现 41×41 阶5；APx/BPx 81×81 阶7，DISP-WCS-008）」与 ipv_wcs.cpp:413「const int NB_GRID = 41」实测一致，§11:148 明言旧 7×7<1e-6 口径废止；§5a kFitsPixelOrigin/fits_pixel_1based@p3_wcs.cpp:44-53 与 run/std_f1_adj/std_f1_bridge_cross.json 实存；extract_wcs_sip 符号实存	batch=b003
docs/science/CALIBRATION.md	lines=137	verdict=OK	evidence=§8 逐字引码 calibrator.cpp:86「if (!(med > 0.0f)) return;」行级一致；floor 0.1 实测 :92/:122/:165 三处与 §5 公式 max(flat/median,0.1) 一致；master_generator.cpp:243-255 实为 generate_master_flat step1（减 Bias+逐帧归一）；MAD→σ 1.4826 注释@:11/:65 与 §9 一致	batch=b003
docs/science/CONTROL_WEIGHT_SNR.md	lines=130	verdict=OK	evidence=并发修正后复核：§4 新增 weight_mode 分支号注记与 stage2_common.cpp:377-385 及 tools/stage2.cpp:1106-1112（weight_mode==2 逐样本 ivar 支）实测一致；§4 伪码与 stage2.cpp:383-396 实际段逐行一致（key=(frame_id,tile,x/64,y/64)、snr_available 跳过计数），:400-405 frame_snr_by_id 回退；§2 quality@:143-145、out_qual OR@:258	batch=b003
docs/science/DRIZZLE.md	lines=160	verdict=OK	evidence=HP_CIRCUMRADIUS_FACTOR=1.25 实际@spherical_overlap.cpp:42（引 :40 为同段 1.25 保守上界注释）；candidate_oracle_test.cpp:15 坐实 9003 例零漏选矩阵；TargetGeomCache capacity=8192@spherical_overlap.h:305 与 §12 LRU 条一致；half=0.5*pixfrac@drizzle_engine.cpp:1329。注：§13 引符号 finalize_tile 于 aio_hips_writer.cpp 0 命中（仅 drizzle_engine.cpp:3 注释转述）	batch=b003
docs/science/INTEGRATION.md	lines=142	verdict=OK	evidence=integrate.cpp:23「count==0 || values==nullptr」→NO_CANDIDATES 与 §8 行级一致；P2_INTEGRATE_{OK,NO_CANDIDATES,ALL_REJECTED,ZERO_VALID_WEIGHT,INVALID_INPUT} 五枚举@integrate.h:46-50 齐全；:61 ++out->n_used 与 §5 聚合语义相符；support canonical max reducer 与 §10 禁止 mean/sum 自洽	batch=b003
docs/science/NOISE_MODEL.md	lines=148	verdict=OK	evidence=并发修正后复核绿：新行锚全部命中——g_model_floor@noise_model.cpp:32/:151/:474、fill floor 回退@:443-445、gain<=0 返 0@:500、vmed 与 sig² 双支@:235/:258-260；§4 几何判据 λlo/λhi≥1/16 实存为 kPlaneGeomRatio=0.0625@:115、|det|>1e-24 已废除@:113 且 min_patch_samples=64@:379；§9 5.602e-12/3.779e-12 差值复算成立；§9a 1.253·σ/√N_eff 对应 snr_phot_cal_quality@:305；R-5 报告与 exp1/exp2 脚本实存	batch=b003
docs/science/PHASE2_UPM.md	lines=179	verdict=OK	evidence=并发修正后复核：§2:21 control_reliability=配置常量默认 1.0 与 upm.cpp:241/:250/:289-290 实测一致（原「几何可靠性按覆盖度计算」承诺改登记为缺陷 SC-005）；§5:62 与 §9/§11/§13/§15 一致标注 control_median_mc_test 为未注册构建孤儿（CMakeLists/ci 0 命中属实）；§4 k_corr 域 1≤ 拒+域外回退日志@sampler.cpp:567、:840/:857 属实；§5:68 zero_anchor 0.001@upm.cpp:226。残留小疵：§5:77 尾部仍引旧 sampler.cpp:672	batch=b003
docs/science/PHASE3_HIPS_TO_FITS.md	lines=190	verdict=FINDING:W3-D1-b003-10	evidence=宪章悬空锚已并发订正（:13-16 明言旧宪章无载体、改用 UNCERTAINTY_AND_COVARIANCE.md+DATA_SEMANTICS §30.4 在役权威，DATA-P3-UNC-001 实存@:2429）；§4:67 kTileWidth=512@p3_resample.cpp:43 与 §9a-3 p3_wcs_validate_request@p3_wcs.cpp:59 均实测；仍存缺陷：头注:3「phase3（未实现）」与 §13:170「实现: 待建」同本文自引的 phase3 源码（§4/§9a-3 两处实引）矛盾，tools/validation/phase3 锚仍不存在	batch=b003
docs/science/PHOTOMETRY.md	lines=135	verdict=OK	evidence=star_matcher.cpp:23 _TUKEY_C=4.685、:21 _MAD_SCALE=0.6745、:27 _IRLS_CONVERGE=1e-6、:6「50 次迭代」注释与 §2/§10 不可变值逐条一致；mag_tolerance 默认 3.0 实落在 pc_api.cpp:139/398（引 :241 实为 out_diag 分支，行漂）；sigma_mag=2.5·sigma_residual 于 §3 文本一致	batch=b003
docs/science/PSF.md	lines=128	verdict=OK	evidence=实质复核全中：MOFFAT4_FWHM_FACTOR=1.230310@dpsf_psf.cpp:25、flux=2.0*M_PI*A*sx*sy/3.0@:429、「Invalid fit params」@:387、kTrimMeanToSigma@noise_model.cpp:37；并发新增尾注:128 所引 docs/algorithms/GATES_AND_TOLERANCES.md 实存、§10 已收窄为「本模块内」并挂 DISP-STAR-007；残留：§2/§8 行号锚仍滞后（368→429、343→397）	batch=b003
docs/science/PSF_SIGNAL_WEIGHT.md	lines=95	verdict=OK	evidence=§2 W_info,k=a_k²P_kᵀC_k⁻¹P_k 与白噪近似 a_k²/(σ_pix²·A_NEA)、A_NEA=1/ΣP² 同 §4 四模式表最优性声明列自洽；前三 mode 与 phase_config_mosaic.schema.json algorithm_weight_mode 枚举逐字一致（psf_snr_power 未注册与头注 TARGET_NORMATIVE 目标态定位相符）；上位锚 docs/science/UNIFIED_SCIENCE_MODEL.md 实存	batch=b003
docs/science/REJECTION.md	lines=171	verdict=FINDING:W3-D1-b003-11	evidence=并发订正后 §4:38 仍写「profile 仅 wbpp_2_9_1（及 wbpp_current alias）合法」，与代码 rejection.cpp:1041-1046 三合法值（错误消息原文含 astrocs_adaptive）及同文件 §5:52 astrocs_adaptive (tunable) 的冲突未修；新增内容属实：全拒容错域 if(n<=4)→UNDERDETERMINED@:1860-1863、percentile scale=|median| 塌缩登记@:1599-1604、R-2 报告与 probe_r2.log 实存；阈值表与 :9-10 注释逐字一致	batch=b003
docs/science/SCIENCE_SCOPE.md	lines=62	verdict=FINDING:W3-D1-b003-12	evidence=失效条件节（行 44）「输入损坏 → INPUT_CORRUPT 显式错误」于 lib/include/cli 的 .h/.cpp/.json（排 run、build）0 命中，错误码锚悬空；SparseEqualsDense 1e-12 门实测于 synthetic_gate.cpp:2549 与数值精度节一致；尾注自认 SCI-SCOPE-001 未入 TRACEABILITY.csv 且 grep 该表 0 命中属实	batch=b003
