module_id,module_kind,module_anchor,science_id,science_doc,science_status,algorithm_id,algorithm_doc,algorithm_status,data_id,data_status,api_id,api_status,arch_id,arch_status,src_id,src_path,src_status,test_id,test_path,test_status,evidence_id,evidence_status,notes
MOD-astrocs-phase1-star-psf,phase1,docs/modules/registry/astrocs.phase1.star-psf.md,SCI-P1-PSF-001,docs/algorithms/STAR_PSF_ALGORITHMS.md::SCI-P1-PSF-001,VERIFIED,ALG-STARPSF-001,docs/algorithms/STAR_PSF_ALGORITHMS.md::ALG-STARPSF-001,VERIFIED,DATA-P1-PSF,VERIFIED,API-P1-003,VERIFIED,ARCH-001,VERIFIED,SRC-PSF-001,"lib/dynamic_psf/src/dpsf_psf.cpp::moffat4_fit_tmpl,lm_solve",VERIFIED,TEST-PSF-DESIGN-001,docs/algorithms/STAR_PSF_ALGORITHMS.md::TEST-PSF-DESIGN-001,VERIFIED,EVID-MISSING,MISSING,P1-PSF-DOC 冻结（2026-09-07）：SCI-P1-PSF-001/ALG-STARPSF-001/DATA-P1-PSF/API-PSF-001/SRC-PSF-001/TEST-PSF-DESIGN-001 VERIFIED；registry descriptor 占位 ALG-002/TEST-P1-PSF-001 由 P1-PSF-INT 对齐；DISP-PSF-001..006 登记不改码，整改归 P1-PSF-IMPL/INT；EVIDENCE 待 TEST-P1-PSF-001 落证据。
MOD-astrocs-phase1-wcs-platesolve,phase1,docs/modules/registry/astrocs.phase1.wcs-platesolve.md,SCI-WCS-001,docs/science/ASTROMETRY.md,VERIFIED,ALG-WCS-001,docs/algorithms/PLATESOLVE.md,VERIFIED,DATA-P1-WCS,VERIFIED,API-WCS-001,VERIFIED,ARCH-001,VERIFIED,SRC-WCS-001,"lib/plate_solve/cpp/ipv/src/ipv_entry.cpp::ipv_solve_create,ipv_solve_destroy,ipv_set_gaia_handle,ipv_set_detector_handle,ipv_get_default_params,ipv_get_last_inlier_count,ipv_get_last_inliers,ipv_solve,ipv_solve_from_memory,ipv_solve_from_detections_v1,ipv_solve_from_memory_with_callback,ipv_solve_from_memory_with_callback_d",VERIFIED,TEST-WCS-DESIGN-001,docs/algorithms/PLATESOLVE.md,VERIFIED,EVID-MISSING,MISSING,P1-WCS-DOC 冻结（2026-09-07）：SCI-WCS-001（共享 FROZEN 修正，P1-PHOT 先例）/ALG-WCS-001（§11 逐符号锚）/DATA-P1-WCS（§18）/API-WCS-001/SRC-WCS-001（12 C ABI 导出）/TEST-WCS-DESIGN-001 VERIFIED；registry descriptor 占位 SCI-P1-WCS-001/ALG-002/API-P1-004/TEST-P1-WCS-001 由 P1-WCS-INT 对齐；DISP-WCS-001..006 登记不改码（CD 退化静默坍缩 R1=001，失败-置信度语义：退化必须 success=0 禁止冒充解），整改归 P1-WCS-IMPL/INT；EVIDENCE 待 TEST-P1-WCS-001 落证据。
MOD-astrocs-phase1-writer,phase1,docs/modules/registry/astrocs.phase1.writer.md,SCI-P1-WR-001,MISSING,MISSING,ALG-P1-WR-001,MISSING,MISSING,DATA-P1-FITS,VERIFIED,API-P1-008,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P1-WR-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p1_writer_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase2-coverage,phase2,docs/modules/registry/astrocs.phase2.coverage.md,SCI-UPM-001,docs/science/PHASE2_UPM.md,VERIFIED,ALG-COV-001,docs/algorithms/PHASE2_COVERAGE.md,VERIFIED,DATA-COV-001,VERIFIED,API-COV-001,VERIFIED,ARCH-001,VERIFIED,SRC-COV-001,"lib/phase2/src/coverage.cpp::p2_coverage_build, p2_coverage_free, parse_props, inspect_frame",VERIFIED,TEST-COV-DESIGN-001,docs/algorithms/PHASE2_COVERAGE.md::TEST-COV-DESIGN-001,VERIFIED,EVID-MISSING,MISSING,"P2-COV-DOC 合同冻结(2026-09-07): science_id=SCI-UPM-001=既有共享 FROZEN SCI(PHASE2_UPM §1 覆盖并集 + INTEGRATION §5 support/validity 分离, 零 SCI 改动, 映射声明 PHASE2_COVERAGE.md §11.5; descriptor 占位词汇 SCI-P2-COV-001 不入矩阵因其无 docs/science 权威页); ALG-COV-001 逐公式行号锚; DATA-COV-001=DATA_SEMANTICS §19; API-COV-001=PUBLIC_API; SRC=coverage.cpp 239 行 4 符号 grep 实测; TEST=TEST-COV-DESIGN-001 设计冻结(可执行 TEST-P2-COV-001 归 P2-COV-TEST, EVIDENCE 仍显式 MISSING 不冒认); 负向条款 coverage 禁作隐式科学权重; DISP-COV-001..005 登记不改码, 迁移 astrocs_p2_coverage.dll 归 P2-COV-IMPL。"
MOD-astrocs-phase2-integrate,phase2,docs/modules/registry/astrocs.phase2.integrate.md,SCI-INT-001,docs/science/INTEGRATION.md,VERIFIED,ALG-P2-INT-001,docs/algorithms/PHASE2_INTEGRATION.md,VERIFIED,DATA-P2-INT,VERIFIED,API-P2-INT-001,VERIFIED,ARCH-001,VERIFIED,SRC-P2-INT-001,"lib/phase2/include/astro/phase2/integrate.h::p2_integrate_pixel,p2_validate_candidate_weights",VERIFIED,TEST-P2-INT-001,docs/modules/registry/astrocs.phase2.integrate.md::TEST-P2-INT-001,VERIFIED,EVID-MISSING,MISSING,"P2-INT-DOC 合同冻结(2026-09-09): science_id=SCI-INT-001=既有共享 FROZEN SCI(docs/science/INTEGRATION.md T108, 加权 estimator/ivar 语义/支撑-有效性分离, 零 SCI 改动, 映射声明 SCI-P2-INT-001⇒SCI-INT-001 于 PHASE2_INTEGRATION.md §11.5; descriptor 占位 SCI-P2-INT-001 不入矩阵因其无 docs/science 权威页; SCI §5:63 引用行号 10-79/1-75 超出 integrate.cpp/h 实测 76/74 行=锚漂移, 行号权威=ALG 文档 §3); ALG-P2-INT-001(docs/algorithms/PHASE2_INTEGRATION.md 新建, 逐符号源码行号锚 integrate.cpp 76 行+integrate.h 74 行, 五态状态机/signal=vs/wsum/support canonical/policy-reducer 分离/并行 tolerance; 实现偏差 DISP-P2INT-001 sup_max 零权重 R3-A/DISP-P2INT-002 INTEGRATION.md:58 表述矛盾, §11.3); DATA-P2-INT=DATA_SEMANTICS.md §21(新建, P2PixelStack in/P2PixelResult out 单位/dtype/shape/invalid/五态/确定性=fixed_reduction_order bitwise); API-P2-INT-001=PUBLIC_API.md 新节(p2_integrate_pixel/p2_validate_candidate_weights 导出签名消费面, V17 清单行 17-29 展开, 不新增 C ABI); API-P2-001 编排面既有 FROZEN; ARCH-001 承载边界。SRC 锚=integrate.h 函数声明符号(path::symbol 口径; 生产源 integrate.cpp astrocs_phase2 静态库成员 根 CMakeLists.txt:336-346/:344); TEST 层锚=registry 手写合同页 docs/modules/registry/astrocs.phase2.integrate.md(git-tracked 承载, HIPS 行 P2-HIPS 先例) §独立 synthetic 验证节 TEST-P2-INT-DESIGN-001 设计冻结 VERIFIED(fixture/NumPy oracle rtol 1e-12/五态穷尽/并行 1..N bitwise), 可执行 TEST-P2-INT-001 由 P2-INT-TEST 落地后更新本行; EVID 待 INT/验收补。合同三件套落位 lib/phase2_int/(README r1+module.yaml CONTRACT_READY entrypoint=MISSING, 按 lib/hips_p2 先例新建; lib/phase2/ 三件套已被 P2-COV 占用); 迁移目标 astrocs_p2_integration.dll 未建(P2-INT-IMPL); 生产调用现状 stage2.cpp:1213-1223/:1288/:1515-1527 与 acr_kernels.cpp:189-195/:218(schedule(static)); ThreadLease 零命中(迁移整改点, 与 DISP-COV-005 同构); known_defects=DISP-P2INT-001/DISP-P2INT-002 登记不改码。"
MOD-astrocs-phase2-reject,phase2,docs/modules/registry/astrocs.phase2.reject.md,SCI-REJ-001,docs/science/REJECTION.md,VERIFIED,ALG-P2-REJ-001,docs/algorithms/PHASE2_REJECTION.md,VERIFIED,DATA-P2-REJ,VERIFIED,API-P2-REJ-001,VERIFIED,ARCH-001,VERIFIED,SRC-P2-REJ-001,"lib/phase2/include/astro/phase2/rejection.h::p2_reject_plan_resolve,p2_reject_stack_ex,p2_collect_candidate_stack,p2_eligibility_filter,p2_large_scale_apply,p2_rejection_semantic_id",VERIFIED,TEST-P2-REJ-001,docs/modules/registry/astrocs.phase2.reject.md::TEST-P2-REJ-001,VERIFIED,EVID-MISSING,MISSING,"P2-REJ-DOC 合同冻结(2026-09-09): science_id=SCI-REJ-001=既有共享 FROZEN SCI(docs/science/REJECTION.md T107 2026-08-23, 集合 SCI-REJ-001..008, 排异公式/阈值/判向/eligibility 分层/large_scale 语义, 零 SCI 改动, 映射声明 SCI-P2-REJ-001⇒SCI-REJ-001 于 PHASE2_REJECTION.md §11.5; descriptor 占位 SCI-P2-REJ-001 不入矩阵因其无 docs/science 权威页; SCI/REJECTION_ALGORITHMS 行号锚漂移=DISP-P2REJ-003, 行号权威=ALG 文档 §3); ALG-P2-REJ-001(docs/algorithms/PHASE2_REJECTION.md 新建, 逐符号源码行号锚 rejection.cpp 2076 行+rejection.h 329 行+synthetic_gate.cpp 31 测试锚, 10 方法核公式阈值冻结/AUTO 路由 nominal n<6→PERCENTILE 6..15→WINSORIZED >15→LINEAR_FIT/八态状态机/判向冻结 rejection.h:20-21 禁原始值正负号/工作域归一 floor 1e-12/置换不变性 fixed_reduction_order bitwise 独立于 worker 数/测试设计 §11.4 F1-F8 冻结容差; 实现偏差 DISP-P2REJ-001..004 §7 登记不改码); DATA-P2-REJ=DATA_SEMANTICS.md §22(新建, eligibility/gather/kernel 三层输入+P2RejectionDecision 输出+八态+单位/dtype/确定性唯一权威); API-P2-REJ-001=PUBLIC_API.md 新节(planning/eligibility/gather/kernel/large_scale 导出符号消费面冻结, 不新增 C ABI; compat p2_reject_stack 冻结两符号仅测试/旧调用 rejection.h:299); API-P2-001 编排面既有 FROZEN 不变; ARCH-001 承载边界。SRC 锚=rejection.h 函数声明符号 6 个(path::symbol 口径; 生产源 rejection.cpp astrocs_phase2 静态库成员 根 CMakeLists.txt:336-346/:340); TEST 层锚=registry 手写合同页 docs/modules/registry/astrocs.phase2.reject.md(git-tracked 承载, P2-INT-DOC/P2-HIPS-DOC 先例) §独立 synthetic 验证节: TEST-P2-REJ-DESIGN-001 设计冻结 VERIFIED(设计面=ALG-P2-REJ-001 §11.4 F1-F8: ESD NIST Rosner 54 值拒集 bitwise/AUTO 路由枚举精确/small-N 状态穷尽/卫星注入 mask 精确/置换不变性 decision bitwise/typed params 逐位/Python oracle rtol 1e-12/gather 逐元素精确), 可执行 TEST-P2-REJ-001 MISSING 由 P2-REJ-TEST 落地后更新本行——dual statement 不冒认; EVID 待 REJ/验收补。合同三件套落位 lib/phase2_rej/(README r1+module.yaml CONTRACT_READY entrypoint=MISSING+memory.md, 按 lib/phase2_int→lib/hips_p2 先例新建; lib/phase2/ 三件套已被 P2-COV 占用不可覆盖); 迁移目标 astrocs_p2_rejection.dll 未建(P2-REJ-IMPL); depends_on_int=P2-UPM-INT;CPU-005(MODULE_MIGRATION_MATRIX.csv:15 P2-REJ 行权威值; 任务规格原文 P2-REJ-INT 实为 P2-INT 行本域被依赖项, 勿混淆); 生产消费现状 stage2.cpp:643-759(group/tile plan resolve+typed params 唯一默认源 :698-728)/:1085-1201(CPU gather :1101+ivar 回映射 :1098/ex :1184/status 门 :1189-1195)/:1280-1317(OMP 像素间并行+per-thread 定序归并 :1310-1317, large_scale 强制串行 :1280)/:1449-1560(gate2/apply/二次积分) 与 acr_kernels.cpp:110-210(ACR 桥 ex :174-176/status 门 :177-183); ThreadLease 零命中(迁移整改点, 与 DISP-COV-005 同构); known_defects=DISP-P2REJ-001(h:118 low_fraction 注释漂移)/DISP-P2REJ-002(空栈 MIN_SAMPLES 非 NO_CANDIDATES)/DISP-P2REJ-003(行号锚漂移)/DISP-P2REJ-004(minmax value-only tie-break 未显式冻结) 登记不改码。"
MOD-astrocs-phase2-resample,phase2,docs/modules/registry/astrocs.phase2.resample.md,SCI-P2-RES-001,MISSING,MISSING,ALG-P2-RES-001,MISSING,MISSING,DATA-P2-RES,VERIFIED,API-P2-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P2-RES-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(phase2_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase2-sample,phase2,docs/modules/registry/astrocs.phase2.sample.md,SCI-P2-SMP-001,MISSING,MISSING,ALG-P2-SMP-001,MISSING,MISSING,DATA-P2-SMP,VERIFIED,API-P2-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P2-SMP-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p2_sample_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase2-upm-apply,phase2,docs/modules/registry/astrocs.phase2.upm-apply.md,SCI-P2-UPM-002,MISSING,MISSING,ALG-P2-UPM-002,MISSING,MISSING,DATA-P2-COR,VERIFIED,API-P2-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P2-UPM-002,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p2_upm_apply_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase2-upm-fit,phase2,docs/modules/registry/astrocs.phase2.upm-fit.md,SCI-P2-UPM-001,MISSING,MISSING,ALG-P2-UPM-001,MISSING,MISSING,DATA-P2-UPM,VERIFIED,API-P2-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P2-UPM-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p2_upm_fit_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase2-write,phase2,docs/modules/registry/astrocs.phase2.write.md,SCI-UPM-001,docs/science/PHASE2_UPM.md,VERIFIED,ALG-P2-HIPS-001,docs/algorithms/PHASE2_MOSAIC_WRITE.md,VERIFIED,DATA-P2-HIPS,VERIFIED,API-P2-HIPS-001,VERIFIED,ARCH-001,VERIFIED,SRC-P2-HIPS-001,"lib/phase2/tools/stage2.cpp::main, P2Stage2Config, p2_stage2_parse_config, p2_stage2_make_upm_cfg, p2_acr_block_eligible",VERIFIED,TEST-P2-HIPS-001,docs/modules/registry/astrocs.phase2.write.md::TEST-P2-HIPS-001,VERIFIED,EVID-MISSING,MISSING,"P2-HIPS-DOC 合同冻结(2026-09-09): science_id=SCI-UPM-001=既有共享 FROZEN SCI(PHASE2_UPM §5 w_UPM 唯一冻结式 + INTEGRATION §5 signal/sup_max + REJECTION 排异判据 + SCIENCE_SCOPE, 零 SCI 改动, 映射声明 PHASE2_MOSAIC_WRITE.md §11.5; descriptor 占位词汇 SCI-P2-WR-001/ALG-P2-WR-001/TEST-P2-WR-001 不入矩阵因其无权威页); ALG-P2-HIPS-001..004 同册逐公式行号锚(行字段登记主 ID ALG-P2-HIPS-001); DATA-P2-HIPS=DATA_SEMANTICS §20; API-P2-HIPS-001=PUBLIC_API Phase2 mosaic write 节(API-P2-001 编排层仍 VERIFIED 共存); SRC=lib/phase2/tools/stage2.cpp 5 符号 grep 实测(writer 库 aio_hips_writer.cpp 属 P1-HIPS 冻结面 ALG-HIPS-001..005 不重复登记); TEST=TEST-P2-HIPS-001 登记设计冻结面 VERIFIED(设计权威=PHASE2_MOSAIC_WRITE.md §11.4, test_path 锚=registry 页因 ALG 文档本批未跟踪由已跟踪页承载 C7, TEST-COV-DESIGN-001 先例, 可执行测试显式 MISSING 归 P2-HIPS-TEST, EVIDENCE 仍 MISSING 不冒认); 四概念分离 signal/ivar/support/mask 红线 §7; DISP-P2HIPS-001..004 登记不改码; 旧 descriptor 词汇(module_id=astrocs.phase2.write/坐标 PIXEL)由 P2-XX-INT 对齐; 迁移 astrocs_p2_hips_writer.dll 归 P2-HIPS-IMPL。"
MOD-astrocs-phase3-properties,phase3,docs/modules/registry/astrocs.phase3.properties.md,SCI-P3-PROPS-001,MISSING,MISSING,ALG-P3-001,MISSING,MISSING,DATA-P3-PROPS,VERIFIED,API-P3-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P3-PROPS-001,MISSING,MISSING,EVID-MISSING,MISSING,"registry 生产模块(p3_properties_descriptor): 数据/API 有落地; SRC/TEST/EVIDENCE 待 W3 迁移任务核对实现符号后转 VERIFIED(现文件 lib/phase3_session/hips_properties.cpp 存在但核心符号未核对, 不冒认); SCI/ALG 显式 MISSING 待独立 authority 文档。"
MOD-astrocs-phase3-resample,phase3,docs/modules/registry/astrocs.phase3.resample.md,SCI-P3-RES-001,MISSING,MISSING,ALG-P3-RES-001,MISSING,MISSING,DATA-TILE-001,VERIFIED,API-P3-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P3-RES-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(phase3_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase3-resample2,phase3,docs/modules/registry/astrocs.phase3.resample2.md,SCI-P3-RES-001,MISSING,MISSING,ALG-P3-003,MISSING,MISSING,DATA-P3-RES,VERIFIED,API-P3-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P3-RES-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p3_resample2_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase3-verify,phase3,docs/modules/registry/astrocs.phase3.verify.md,SCI-P3-VER-001,MISSING,MISSING,ALG-P3-005,MISSING,MISSING,DATA-P3-VER,VERIFIED,API-P3-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P3-VER-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p3_verify_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase3-wcs,phase3,docs/modules/registry/astrocs.phase3.wcs.md,SCI-P3-WCS-001,MISSING,MISSING,ALG-P3-002,MISSING,MISSING,DATA-P3-WCS,VERIFIED,API-P3-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P3-WCS-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p3_wcs_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-phase3-writer,phase3,docs/modules/registry/astrocs.phase3.writer.md,SCI-P3-WR-001,MISSING,MISSING,ALG-P3-004,MISSING,MISSING,DATA-P3-FITS,VERIFIED,API-P3-001,VERIFIED,ARCH-001,VERIFIED,SRC-MISSING,MISSING,MISSING,TEST-P3-WR-001,MISSING,MISSING,EVID-MISSING,MISSING,registry 生产模块(p3_writer_descriptor): 数据/API 有落地; SCI/ALG/SRC/TEST/EVIDENCE 显式 MISSING 待迁移任务。
MOD-astrocs-providers-cpu,provider,providers/cpu/common/README.md,SCI-MISSING,MISSING,MISSING,ALG-MISSING,MISSING,MISSING,DATA-MISSING,NONE,API-CPU-001,VERIFIED,ARCH-CPU-001,VERIFIED,SRC-CPU-CAPABILITY,providers/cpu/common/src/capability_detect.c::acs_cap_detect_v1,VERIFIED,TEST-CPU-CAPABILITY-MATRIX,tests/cpu/dispatch/cpu_capability_matrix_test.c,VERIFIED,EVID-CPU-001,VERIFIED,CPU capability provider(CPU-001 ISA/OS 安全探测): 宿主能力探测无科学公式 → SCI/ALG MISSING(显式); API-CPU-001 + ARCH-CPU-001 见 docs/architecture/cpu/CPU_001_CAPABILITY_PROBE.md; 证据 returns/CPU-001 EVID-CPU-001。
MOD-astrocs-services-io,service,modules/services/io/include/astrocs/io/fits_stream_v1.h,SCI-MISSING,MISSING,MISSING,ALG-MISSING,MISSING,MISSING,DATA-HIPS-001,VERIFIED,API-IO-STREAM-V1,VERIFIED,ARCH-001,VERIFIED,SRC-IO-FITS-CORE,runtime/io/fits_core.c::acs_fio_reader_open_v1,VERIFIED,TEST-IO-FITS-SELFTEST,modules/services/io/tests/fits_core_selftest.c,VERIFIED,EVID-IO-001,VERIFIED,"服务/宿主基础设施(IO-001 FITS 流接口冻结): 不承载科学算法 → SCI/ALG MISSING(显式); 数据语义 DATA-HIPS-001(docs/contracts/DATA_SEMANTICS.md); API 锚取 fits_stream_v1 头(API-IO-STREAM-V1, docs/interfaces/io/IO_001_FITS_STREAM_INTERFACE.md 冻结); SRC 实现 runtime/io/fits_core.c。"
