path,type,shipping_target,module,production_or_test,loc,owner_doc,science_ids,algorithm_ids,api_ids,review_status,findings_p0,findings_p1,findings_p2,findings_p3,dead,duplicate,legacy,comment_hygiene,ownership_ok,thread_ok,error_ok,numeric_ok,performance_ok,tests_ok,docs_ok,reviewer_round
artifacts/acceptance/l2_performance/resource_summaries/real8_w16.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/resource_summaries/v1b2f_w16.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/resource_summaries/v1locked2f_w16.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/summary.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/fix2f_w16_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/fix2f_w1_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/fix2f_w4_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/real16_lock1_w16_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/real16_w16_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/real16_w1_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/real16_w4_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/real4_w16_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/real8_w16_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/v1b2f_w16_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/timeseries/v1locked2f_w16_resource_timeseries.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/fix2f_w16_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/fix2f_w1_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/fix2f_w4_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/real16_lock1_w16_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/real16_w16_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/real16_w1_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/real16_w4_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/real4_w16_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/real8_w16_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/v1b2f_w16_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/acceptance/l2_performance/worker_balance/v1locked2f_w16_worker_balance.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/README.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/audit-2026-01/FIX_LEDGER.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/audit-2026-01/OWNER_DECISIONS.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/audit-2026-01/README.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/audit-2026-01/ROOT_CAUSES.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/MANIFEST.sha256,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/acc_roundtrip.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/acc_roundtrip.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/analyze.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/build.sh,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/diag_cfitsio.c,aux,no,artifacts,production,50,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/disk_bench.sh,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/extract_corpus.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/fill_scan.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/fits_bench.c,aux,no,artifacts,production,160,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/fits_loss.c,aux,no,artifacts,production,63,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/make_filelist.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/product_level.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/py_bench.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/rt_diff.c,aux,no,artifacts,production,63,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/run_bench.sh,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/run_bench2.sh,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/run_bench3.sh,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/trim_scan.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/code/zstd_bench.c,aux,no,artifacts,production,111,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/fill_scan.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/final_numbers.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/product_level.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/trim_scan.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/compress-01/verify/final_numbers.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/doc-hygiene/baseline.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/DOC-SCI-001_\346\217\222\344\273\266\346\226\207\346\241\243\344\270\216\347\247\221\345\255\246\346\235\203\345\250\201\345\206\262\347\252\201\350\243\201\345\206\263.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/MASK-001_\346\216\251\350\206\234\350\257\255\344\271\211\351\207\215\346\226\260\346\216\250\345\257\274.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/R-1_\346\212\225\345\275\261WCS\346\225\260\345\255\246\346\255\243\347\241\256\346\200\247.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/R-2_phase2\346\235\203\351\207\215\344\270\216UPM\350\257\255\344\271\211.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/R-3_PSF\350\264\250\345\277\203\347\247\221\345\255\246\351\227\250\344\270\216\345\256\271\345\267\256.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/R-4_\350\265\204\346\272\220\351\227\250\344\270\216\350\247\202\346\265\213\346\235\203\345\250\201\350\220\275\347\202\271.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/R-5_\345\231\252\345\243\260SNR\344\270\216\347\273\237\350\256\241\345\217\243\345\276\204.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/R-6_\351\227\250\347\246\201\346\255\243\345\275\223\346\200\247\346\200\273\345\256\241\350\243\201\345\206\263\347\231\273\350\256\260\351\235\242.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/governance-01/research/R-7_AIO_HIPS_ABI\344\270\216\347\262\276\345\272\246.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/governance-01/retire/RETIREMENT_LEDGER.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/governance-01/security/EXPOSURE_NOTE.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/known-limitations-ledger/LEDGER.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/prerelease-v5/ISA-001/MEASUREMENTS.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/prerelease-v5/ISA-002/MEASUREMENTS.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/prerelease-v5/ISA-003/MEASUREMENTS.csv,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/reaudit-v3/v3_exec/CON006_blocker.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/reaudit-v3/v3_exec/CON009_tsan_finding.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/reaudit-v3/v3_exec/CON010_runtime_gate.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l3/gc_stretch.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l3/m42_stretch.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l4/chunks_gc/tiles_index.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l4/chunks_m42/tiles_index.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l4/gc_stretch.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l4/m42_stretch.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l4/profile2.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/VIS-001/l4/profile_and_crop.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-01/science/exp_math.py,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-05/AUDIT_PACKAGE.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-05/D-14_STALE_PATH_CLEANUP.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-05/FAILCLOSED_SURVEY.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-05/G2-9_CI_INCREMENTAL_STATUS.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/release-05/GATE-501_VERIFICATION.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/review-package/02_\345\276\205\350\243\201\345\206\263\346\270\205\345\215\225.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/review-package/04_\350\256\276\350\256\241\345\244\247\347\272\262\347\273\274\350\277\260/CALIBER_EVOLUTION.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/review-package/04_\350\256\276\350\256\241\345\244\247\347\272\262\347\273\274\350\277\260/METHOD.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/review-package/04_\350\256\276\350\256\241\345\244\247\347\272\262\347\273\274\350\277\260/OPEN_QUESTIONS.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/review-package/04_\350\256\276\350\256\241\345\244\247\347\272\262\347\273\274\350\277\260/OUTLINE_SUMMARY.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
"""artifacts/evidence/review-package/04_\350\256\276\350\256\241\345\244\247\347\272\262\347\273\274\350\277\260/TIMELINE.md""",aux,no,"""artifacts",production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r2/evidence/quality/traceability_check.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings_architecture.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings_drizzle.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings_io.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings_noise.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings_phase2.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings_science.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_findings_standards.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/audit_stats.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/broken_before.log,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/checkpoints/round32_machine_consistency.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/checkpoints/round35_status.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/checkpoints/round42_status.json,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
artifacts/evidence/v19r7-quality/evidence/QA-V19R7-A1-01/EVIDENCE_INDEX.md,aux,no,artifacts,production,0,,,,,PENDING,0,0,0,0,,,,,,,,,,,,
