ID	原类别	原优先级	producer	文件	行	标题	旧位置字段	旧证据字段	旧条款字段	fix_state	verified_state
V9-N-01	G_GOV_GATE	P1	V9	问题扫描/findings/G_GOV_GATE/p1/V9.md	3	（P1·簇1 机制③+④的合成实例，且**直接推翻我工单 A1 的写法**）`c3452d48` 把三行「冻结科学门」从 `docs/TRACEABILITY.csv` **净删 4 行 / 0 新增**，而 CON-TRACEABILIT				OPEN	
V9-N-02	G_GOV_GATE	P1	V9	问题扫描/findings/G_GOV_GATE/p1/V9.md	9	（P1·机制③的放大器）`check_traceability_matrix.py:387-390` 在表头不等处**直接 return** ⇒ 其后的行级发散**全部被遮蔽**，每次只暴露一类问题				OPEN	
V9-N-03	G_GOV_GATE	P1	V9	问题扫描/findings/G_GOV_GATE/p1/V9.md	14	"（P1）`TRACEABILITY_MATRIX.csv` 的 **BOM 在 HEAD blob 里**（非本机脏），而 checker 用 `encoding=""utf-8""` 打开 ⇒ 干净检出即红"				OPEN	
V9-N-04	G_GOV_GATE	P1	V9	问题扫描/findings/G_GOV_GATE/p1/V9.md	18	（P1·新增必红门 A5）`CON-API-CONTRACTS`（非豁免，三 profile）：`API_CONTRACTS.csv:371` 仍把 `estimate_mag_lim_by_density` 记 `VERIFIED`，而该				OPEN	
V9-N-05	G_GOV_GATE	P1	V9	问题扫描/findings/G_GOV_GATE/p1/V9.md	22	（P1·新增必红门 A6 + 一条口径地雷）`DOC-LINE-ANCHORS`：41 条 bindings 里 **13 条 `C4 BINDING_VIOLATION`**；而**本机口径另有 35 条 `C2 ambiguous`，两				OPEN	
V9-N-06	G_GOV_GATE	P1	V9	问题扫描/findings/G_GOV_GATE/p1/V9.md	27	（P1·连带放大，非独立缺陷但决定工单量）实体红 4-5 个会被**放大成 6-7 个红门**				OPEN	
V9-N-08	G_GOV_GATE	P1	V9-b	问题扫描/findings/G_GOV_GATE/p1/V9-b.md	3	"（P1·机制④新根因）`CON-COMMENTS` 当前是**假绿**而非合规：注释提取正则 `re.S` 使 `//.*` **一路吞到文件尾** ⇒ 一条含""冻结""的注释即可抑制整文件的 V19R2/V19R3 违规"				OPEN	
V9-N-09	G_GOV_GATE	P1	V9-b	问题扫描/findings/G_GOV_GATE/p1/V9-b.md	8	（P1·机制⑤）39 道 `ctest-target` 门**不带 `--fail-if-no-tests`** ⇒ 目标改名/未构建即记 PASS，且本仓有真机直证其退出码为 0				OPEN	
V9-N-10	G_GOV_GATE	P1	V9-b	问题扫描/findings/G_GOV_GATE/p1/V9-b.md	13	（P1·机制②新通道）`ci/run.py:898` 把 **exit 77 无条件判为 `SKIPPED(waivable)`，不看该门的 `waivable`** ⇒ 非豁免门可由 checker 自己 `sys.exit(77)` 从				OPEN	
V9-N-12	G_GOV_GATE	P1	V9-b	问题扫描/findings/G_GOV_GATE/p1/V9-b.md	18	"（P1·**直接推翻""定向复跑全绿""这条自证手段**）`impact_map.json` 只触达 71/130 门 ⇒ **74 门既不在任何 rule 也不在 fallback**，其中含**当前必红的 `DOC-LINE-ANCHORS"				OPEN	
V9-N-14	G_GOV_GATE	P1	V9-b	问题扫描/findings/G_GOV_GATE/p1/V9-b.md	23	（P1·机制③在册无载体 + 9% 采集率）`CI-BINDING-TESTS` 的命令只匹配 **21 个文件中的 2 个、379 个 test-def 中的 33 个（9%）**；`validate_registry.py` 与两个关键				OPEN	
V9-N-15	G_GOV_GATE	P1	V9-b	问题扫描/findings/G_GOV_GATE/p1/V9-b.md	28	（P1·豁免面被用于**固定化规范违规**）`UT-CLI`（非豁免）把根目录产物写进 `dirty_ignore` ⇒ 门对根目录产物永久失明				OPEN	
V9-N-18	G_GOV_GATE	P1	V9-c	问题扫描/findings/G_GOV_GATE/p1/V9-c.md	3	（P1·机制④四门清单）`CON-CONFIG-CONTRACTS`、`CON-BUILD-GRAPH`、`CON-SCIENCE-UNITS`、`CON-TEST-CONTRACTS`、`CON-DOC-SYMBOLS` 五道门的判据是*				OPEN	
V9-N-19	G_GOV_GATE	P1	V9-c	问题扫描/findings/G_GOV_GATE/p1/V9-c.md	8	（P2·旧证据不可用）6 个 `DEEP-*` 门的最新证据停在 **2026-09-05T20:48:42Z**，而其中 **两门现已 `waivable=false`**				OPEN	
V9-N-20	G_GOV_GATE	P1	V9-c	问题扫描/findings/G_GOV_GATE/p1/V9-c.md	12	"（登记为**负结果**，防邻站误修）两例""疑红实绿""，V9 自行纠正后**不立危害条**"				OPEN	
W1-N-03	G_GOV_GATE	P1	W1	问题扫描/findings/G_GOV_GATE/p1/W1.md	3	（P1）未跟踪模块迁移面**整块零编译**，且新注释与负责人在案裁决相反（约 1400 行新适配器代码从未进过编译器）				OPEN	
W1-N-05	G_GOV_GATE	P1	W1-b	问题扫描/findings/G_GOV_GATE/p1/W1-b.md	3	（P1）**新跨 DLL 边界结构不带自描述**：`hp_drizzle_api.h:104-111` 的 `HpAutoNsideResult`（P17 新增、`HP_DRIZZLE_API` 导出面，含 int 与 double×3 与				OPEN	
W1-N-06	G_GOV_GATE	P1	W1-b	问题扫描/findings/G_GOV_GATE/p1/W1-b.md	7	（P1）「负责人裁定」**零登记**（机制⑫ 新实例）：P17 nside 语义三处引用一条不入登记面的裁决				OPEN	
W5-N-07	G_GOV_GATE	P1	W5	问题扫描/findings/G_GOV_GATE/p1/W5.md	3	（P1）`include/astrocs/abi/status_codes.h:210-211` 声明 `acs_status_name_v1`/`acs_status_domain_name_v1`，注释承诺稳定枚举→冻结字符串名（非法值				OPEN	
W5-N-08	G_GOV_GATE	P1	W5	问题扫描/findings/G_GOV_GATE/p1/W5.md	7	（P1）`module_adapters.cpp:300-315` 的 `status_str` 是**第 4 份私有名值表**，且**缺 `ACS_ERR_EXCEPTION=10`** ⇒ 打 UNKNOWN(10)、域折叠落 INTE				OPEN	
W5-N-09	G_GOV_GATE	P1	W5	问题扫描/findings/G_GOV_GATE/p1/W5.md	10	（P1）错误码登记事实源**文件不存在**：`lib/orchestrator/cpp/include/orchestrator.h:111` 与 `tools/gen_audit_pack.py:74` 都引 `engineering/c				OPEN	
