ID	原类别	原优先级	producer	文件	行	标题	旧位置字段	旧证据字段	旧条款字段	fix_state	verified_state
M3-D-003	D_COMMENT	P1	M3	问题扫描/findings/D_COMMENT/p1/M3_L05_L07.md	38	SNR 公共头缺线程安全/生命周期注释，且 `star_ids` 承诺回填而实现直接丢弃、`fit_status` 把 NaN 状态误判为拒绝	:snr_psf_fit_quality 声明块`（复核时点 :81-87；对照 `同头 :279-283` 的修复流水）；`lib/snr_estimator/cpp/src/noise_model.cpp::snr_psf_fit_quality`（:295-328，关键 :311-315、:325）；`同头::SnrNoiseModelConfig 注释`（:108-122）；`同头::snr_noise_model_v1_free 注释`（:207）	// star_ids / quality_flags 可空 (空则填 0)。（snr_estimator.h:82） / uint32_t fit_status;        // 0=ok, 1=rejected(status!=0), 2=saturated/quality flag,（snr_estimator.h:77） / (void)star_ids;（noise_model.cpp:325 —— 全函数对 star_ids 仅此一处使用） / if (status != 0.0) { r.fit_status = 1;（:312 —— NaN status 亦落入此分支） /	宪章 §12.3-6（公共函数头必须写明参数语义/生命周期/线程安全）、§12.2、§14.4、§12.3-1	OPEN	
M4-D-01	D_COMMENT	P1	M4	问题扫描/findings/D_COMMENT/p1/M4_L08_L09.md	4	公共头保留已废「SNR-aware 权重」语义与 workers 自动 OpenMP 承诺（后者与 M4-C-05 同根因：自动=串行 1）	10、:176；lib/phase2/src/upm.cpp:1387、:1478；lib/phase2/include/astro/phase2/sampler.h:54；lib/phase2/src/sampler.cpp:883（复核时点行号）	// SNR-aware 权重、图平滑、弱零锚、连通分量）； / // worker 数显式版本（CON-010 并行物化；workers<=0 => auto=omp_get_max_threads）。 / // workers<=0 => auto(omp_get_max_threads)；串行构建走同路径(并行度=1)。 / const int nw = (workers > 0) ? workers : 1; / // CON-004 并行采样 worker 数（0=auto：omp_get_max_threads/hardware_concurrency；1=串行默认）。	98）；宪章 §12.3-8/§12.2；DISP-P2UPM-002（lib/phase2_upm/README.md:192 登记面仅覆盖 upm.h:89-91 的 lease 措辞）	OPEN	
M4-D-02	D_COMMENT	P1	M4	问题扫描/findings/D_COMMENT/p1/M4_L08_L09.md	22	rejection.h 公共头默认值/合法值注释与实现不符（linear_fit 4.0/3.0 vs 5.0/3.5；profile nullptr 默认名错）	106-110、:172-180；实现锚 lib/phase2/src/rejection.cpp:1057、:1039-1041、:1660（复核时点行号）；docs/science/REJECTION.md §5:48/:53-54/:56	// 稳健 sigma 斜率拟合阈值：默认 4.0/3.0（SCI-REJ-005） / const char* profile;         // “wbpp_current”（nullptr=默认）| “astrocs_adaptive” / double low_fraction;   // 相对 median 低侧小数（默认 0.1 = 10%）	12「本文件为阈值/迭代权威实现，禁止阈值漂移」	OPEN	
M5a-D-001	D_COMMENT	P1	M5a	问题扫描/findings/D_COMMENT/p1/M5a_L11.md	5	三个跨模块公共头把 cpu_workers=0 释义为 auto/OpenMP，实现却一律退化为 1（串行）	:P2SamplerConfig.cpu_workers`（:54-56） ；`lib/phase2/include/astro/phase2/upm.h::P2UpmBuildConfig.cpu_workers`（:89-91）与 `::p2_upm_materialize_dense_n`（:176） ；`lib/phase2/include/astro/phase2/execution_options.h`（:14-16、:23-30 —— 同一 0=auto 约定，默认值却是 hardware_concurrency） ；实现：`lib/phase2/src/sampler.cpp::第一遍并行`（:880-884）、`lib/phase2/src/upm.cpp`（:515、:615、:658、:775）、`lib/phase2/src/upm.cpp::materialize	// CON-004 并行采样 worker 数（0=auto：omp_get_max_threads/hardware_concurrency；1=串行默认）。 / // 仅 P2_ENABLE_OPENMP 且 >1 时启用并行第一遍；否则恒串行（默认行为不变）。 / int cpu_workers;                      // 来自 Runtime lease(p2_session 传 budget.max_workers); 1=串行 reference / // worker 数显式版本（CON-010 并行物化；workers<=0 => auto=omp_ge	宪章 §12.2（注释只解释前后置条件/线程安全/生命周期，不得与代码矛盾）、§10.4（线程数唯一来自预算）、§17.6（heavy 路径无单线程长计算）、§12.3-8	OPEN	
M6a-D-001	D_COMMENT	P1	M6a	问题扫描/findings/D_COMMENT/p1/M6a_L13_L14.md	6	生产注释承担「未登记的裁决请求」角色：SCI 冻结 1e-4 px 门被同文件注释自证一步法数学不可达；裁决与偏差 ID 只活在注释与控制包台账里，docs 权威登记面（STANDARDS_REGISTRY / PLATESOLVE §11	:extract_wcs_sip 可达性注记`（复核时点 :397-400） ；`lib/plate_solve/cpp/ipv/src/ipv_wcs.cpp::SIP 段标题注释`（复核时点 :384，写「WCS-002/DISP-WCS-008 整改」） ；登记面反证：`docs/standards/STANDARDS_REGISTRY.md::wcs 域`（复核时点 :66/:76/:241 只出现 DISP-WCS-001/006）、`docs/algorithms/PLATESOLVE.md::§11.3 偏差表`（登记至 DISP-WCS-006，无 007/008 行）；grep `DISP-WCS-00[78]` 在 **docs/ 全域 0 命中** ；两个 ID 的实际存在处（均非现行权威登记面，本域按免报区只作旁证）：`工程控制/ACTIVITY_STATE.md:	（ipv_wcs.cpp:397-400）… 边缘畸变 ~117px 时 5 阶最优 center90 roundtrip ~7.6 px, 为逆映射最近奇点决定的逼近极限 (order 6..15 → 5.3..0.26 px, 收敛率~0.73); 冻结 1e-4 px 在该 / （ipv_wcs.cpp:384）// 5.3 SIP AP/BP: 网格反变换法 (WCS-002/DISP-WCS-008 整改: 网格加密 7×7→41×41、拟合阶 trans.order→AP 布局上限 5、各向归一化正规方程) / （STANDARDS_REGISTRY.md:66 区段）AP/BP 	宪章 §12.2（注释只解释单位/数学原因/前后置/所有权/线程安全/生命周期，禁堆积任务编号与审计流水）、§1.1（层间冲突须建 finding 并回写权威层）、§12.3-3（实现引用有效 SCI/ALG/偏差 ID）、§17.2（追溯无断链）	OPEN	
M6a-D-002	D_COMMENT	P1	M6a	问题扫描/findings/D_COMMENT/p1/M6a_L13_L14.md	28	同一 host_lease 合同在四个适配器里被注释成三种互斥语义，calibration 文件头与其自身实现直接相反（写「acquire 失败→单线程降级、非致命」，实现是硬 BUDGET 拒绝）（来源 L13-003）	:文件头 注入途径/降级策略`（复核时点 :13-15）vs 同文件 `::heavy 路径 acquire`（复核时点 :929-931 与 :937-940/:950-953） ；`lib/cosmetic/src/module_entry.cpp::文件头`（复核时点 :16-20「禁单线程降级（cpu_heavy；CAL 先例同款）」） ；`lib/drizzle/src/module_entry.cpp::acquire`（复核时点 :916-922「acquire 失败 → 单线程降级执行 (BUDGET 缺额非致命; workers=0)」） ；`lib/snr_estimator/src/module_entry.cpp::文件头`（复核时点 :30-32 引 CAL 先例）	"（CAL 头 :15）acquire 失败 → 单线程降级 (drizzle 先例, 非致命); 不私建线程池 / （CAL 实现 :929-931）""重计算禁止单线程"" → acquire 失败/executor 缺失均为硬 BUDGET, 不取 drizzle 降级单线程路径 / （COS 头 :19）ACS_ERR_BUDGET detail 105, 禁单线程降级 (cpu_heavy; CAL 先例同款, …) / （DRZ :922）/* acquire 失败 → 单线程降级执行 (BUDGET 缺额非致命; workers=0) */"	宪章 §10.4（一个进程一个线程预算源；禁私有降级路径绕过 Runtime）、§10.5（「只有一个活跃计算线程均失败」）、§12.2（线程安全与前后置条件必须写对）、AGENTS 执行纪律「重计算禁止单线程」	OPEN	
M6a-D-003	D_COMMENT	P1	M6a	问题扫描/findings/D_COMMENT/p1/M6a_L13_L14.md	50	同一文件的顶部「设计」注释块保留整改前参数（SIP AP/BP 仍写 NB_GRID=7），与同文件实现（41×41、阶 5；RA 侧 81×81、阶 7）互斥（来源 L13-007 的注释残余）	:文件头 设计清单`（复核时点 :17「// - SIP AP/BP: 网格反变换法 (NB_GRID=7)」）与 `::函数内前向说明`（复核时点 :238 同口径）；实现 `::extract_wcs_sip`（复核时点 :402-403 `const int NB_GRID = 41; const int AP_FIT_ORDER = 5;`）、`::APx 通道`（复核时点 :526-527 `constexpr int NB_GRID_X = 81; … APX_ORDER = 7;`）	（:17）// - SIP AP/BP: 网格反变换法 (NB_GRID=7) / （:402-403）const int NB_GRID = 41;       // 每轴网格点数 (整改: 7 -> 41) / （:238）…（文件头同口径的第二处 7×7 陈述，与 :402 的 41 并存）	宪章 §12.2（注释只写非显然决定且须与实现一致）、§12.3-1（文档-代码一致）	OPEN	
M6a-D-004	D_COMMENT	P1	M6a	问题扫描/findings/D_COMMENT/p1/M6a_L13_L14.md	67	公共头把「不影响 FP64 全链路精度」写成结论性宣称，其依据（仅 orchestrator 旧通道不调用）已被两条已接线的 FP64 生产路径推翻；同头另用控制包简写锚指节（来源 L13-009）	:FP64 ABI 段`（复核时点 :110-119，含「(这些函数用于 master 帧预生成与坏点修复, orchestrator 的 run_stage_calibrate 不调用它们, 因此不影响 FP64 全链路精度。)」与 :112 的「R10」历史任务号；:8 同类） ；反证一：`lib/cosmetic/src/module_entry.cpp::is_f64 分支`（复核时点 :800-808 实调 `ac_correct_frame_f64`，同文件 :13 自述 1:1 转发 legacy AC_API） ；反证二：`lib/calibration/src/module_entry.cpp`（复核时点 :970/:975/:979/:1004/:1026 实调 `ac_generate_master_flat_f64/bias_f64/dark_f64` 与 `ac_	（astro_calibration.h:112-118）双精度 ABI 改造 (R10): FP64 模式下全链路使用 double, 不降级到 float32。…统计/mask 操作, 内部将 double 输入转 float 调用 f32 实现, 输出转回 double。( / （cosmetic/src/module_entry.cpp:802）rc = ac_correct_frame_f64( / （ac_api.cpp:241）// 坏点修复 (mask 操作): 转 float 调用 f32 实现, 输出转回 double	宪章 §5.3（校准/母版精度合同）、§4.1/§4.3（dtype 与量纲不得以措辞掩盖）、§12.2（注释不得与实现/合同矛盾）、§12.3-10（禁历史任务号 R10 入活动注释）	OPEN	
M6a-D-005	D_COMMENT	P1	M6a	问题扫描/findings/D_COMMENT/p1/M6a_L13_L14.md	89	C 合同头把 fill 写成纯函数并承诺「clamp 到 variance_floor」，真实语义依赖进程级指针键侧表并在未登记时静默退 1e-12；禁拷贝/线程/生命周期约束只在内部适配头披露（来源 L13-010）	:snr_noise_model_v1_fill 段`（复核时点 :163-165「* 像素 (像素中心语义)。预测 <0 clamp 到 variance_floor。」） ；`lib/snr_estimator/cpp/src/noise_model.cpp::g_model_floor`（复核时点 :32 `static std::unordered_map<const NoiseWeightModelV1*, double> g_model_floor;`；:126 写入；:401-407 读取与回退 `double floor = 1e-12; auto it = g_model_floor.find(m); …`；:431-433 erase） ；`lib/snr_estimator/include/astrocs/noise/types.h::op 词表注释`（复核时点 :5	（snr_estimator.h:165）* 像素 (像素中心语义)。预测 <0 clamp 到 variance_floor。 / （noise_model.cpp:401-404）// W1-NOISE-002: floor propagation via internal registry (model ptr keyed), fallback 1e-12 → double floor = 1e-12;  / （types.h:59-61）影子实例不在 g_model_floor 注册表 → floor 回退 1e-12, DISP-NOISE-00	宪章 §4.1（variance/ivar 的无效值与下界语义不得含糊）、§12.2（公共头须写所有权/生命周期/线程安全，且注释须与实现一致）、§12.3-8	OPEN	
M6a-D-006	D_COMMENT	P1	M6a	问题扫描/findings/D_COMMENT/p1/M6a_L13_L14.md	109	「Phase1/2/3 节点唯一真实 operation 委托」的权威总述与同文件实现和根 CMake 归属四处不符（不接 dpsf_fit_batch / 求解器未接线 / drizzle 宿主库写错 / writer 写成 aio_wr	:文件头 委托总述`（复核时点 :2-12，逐项 :5-6 star-psf、:7-8 wcs-platesolve、:11 drizzle、:12 writer、:23-25 write/原子发布）vs 同文件实现 `::p1_op_star_psf`（:1474-1494，:1485 实调 `dpsf_fit_batch_f64`，manifest :1563 entry 串）、`::p1_op_wcs_platesolve`（:1905 `sdet_create`、:1918 `ipv_solve_create`、:1933 `ipv_solve_from_memory_with_callback_d`）、`::p1_op_writer`（:2476/:2605/:2618 `aio_hips_product_begin/write_signal_support_tile/final	"（:5-6）star-psf → StarDetector::detect (lib/phase1/stars) + StarSource / fwhm_px/ellipticity 作 PSF 特性输出（不接 dpsf_fit_batch） / （:44-45）// P1-001 口径更新: 真实求解器/拟合器/HiPS writer 生产头（模块库零 diff 只读调用） #include ""dynamic_psf.h""     // lib/dynamic_psf: dpsf_fit_batch_f64 / （:11）drizzle → hp_drizzle_run (lib/drizz"	宪章 §12.2（注释须与实现一致）、§12.3-1/-5（模块注册表/委托关系一致）、§14.2（唯一权威实现面）	OPEN	
M6a-D-010	D_COMMENT	P1	M6a	问题扫描/findings/D_COMMENT/p1/M6a_L13_L14.md	128	横向抽查「注释三要素」齐备性：被消费者/生产者标识缺失率最高（55%），算法来源次之（15%）；缺口最重的头恰是合同头本身（astro_calibration.h、star_detector.h），另含 photometry_apply 返	`lib/calibration/include/astro_calibration.h::ac_calibrate_frame` / `::ac_correct_frame`；`lib/star_detector/include/star_detector.h::SDetParams` / `::sdet_create` / `::sdet_detect` / `::sdet_detect_ex_f64`；`lib/dynamic_psf/include/dynamic_psf.h::dpsf_fit_batch_f32` / `::dpsf_fit_batch_f64`；`lib/plate_solve/cpp/ipv/include/ipv_api.h::ipv_solve_from_memory` / `::ipv_solve_from_memory_with_callback_d	（photometry_apply.h:27-31）// 返回: 0=成功, <0=失败 -1: light == nullptr -2: out == nullptr -3: w/h 非法 (<=0) -4: photscal 非有限值 (NaN/Inf) / （photometry_apply.cpp:49-51）if (photscal <= 0.0) { fprintf(stderr, …); return -5; } / （star_detector.h:31-36）SDET_EXPORT StarDetectorHandle sdet_create(const SDetParams	10-17`（八类必写要素）	OPEN	
V8-N-01	D_COMMENT	P1	V8	问题扫描/findings/D_COMMENT/p1/V8.md	3	"（P1·判据②锚无宿主）死码保留的""防清理凭据""是一条**不存在的测试符号** ⇒ 保留决定无凭据"				OPEN	
V8-N-02	D_COMMENT	P1	V8	问题扫描/findings/D_COMMENT/p1/V8.md	9	（P1·判据①④，**并推翻 V1 一项判定**）「科学公式零本地副本 / 全部数值调 C ABI」复算为假：4 个宣称函数只调 3 个，且本 TU 内有三处同式副本				OPEN	
V8-N-04	D_COMMENT	P1	V8-b	问题扫描/findings/D_COMMENT/p1/V8-b.md	10	"（P1·判据②⑤）证据外置的**新形态**：裸 `REPORT.md §N` 锚，**仓内连""去哪找""都没写**（15 处，其中 12 处无路径前缀）"				OPEN	
V8-N-07	D_COMMENT	P1	V8-b	问题扫描/findings/D_COMMENT/p1/V8-b.md	3	（P1·判据③，**已挂 `A-44` 待负责人确认**）「负责人裁决 2026-09-14」被 39 行援引，其中**两族在权威登记面 0 条目**				OPEN	
W1-N-02	D_COMMENT	P1	W1	问题扫描/findings/D_COMMENT/p1/W1.md	3	（P1）P14 批次新增注释**虚构不存在的接口**：称 parity 锁直调测试专用钩子 p1_op_star_psf_json 与 p1_op_noise_json				OPEN	
W5-N-01	D_COMMENT	P1	W5	问题扫描/findings/D_COMMENT/p1/W5.md	3	（P1）**抛异常的任务在观测面被记成 COMPLETED**：`lib/core/src/executor.cpp:137`（CpuHeavyExecutor）与 `:254`（IoExecutor 同形）				OPEN	
W5-N-02	D_COMMENT	P1	W5	问题扫描/findings/D_COMMENT/p1/W5.md	7	（P1）`cpu_routing.cpp:412` 的 `catch (...) { /* handled */ }`——**注释声明 handled 而正文为空** ⇒ 退 baseline 不留痕				OPEN	
W5-N-03	D_COMMENT	P1	W5	问题扫描/findings/D_COMMENT/p1/W5.md	10	（P1）`worker_advisor.cpp:72` 的 cgroup 限额解析：`catch (...) { return false; }` 使**解析抛错与键不存在共用同一出口** ⇒ 按「无 cgroup 约束」算 workers				OPEN	
W5-N-04	D_COMMENT	P1	W5	问题扫描/findings/D_COMMENT/p1/W5.md	13	（P1）`cli/runtime_client.cpp:389` `catch (...) {}` 与 `:416` `catch (...) { continue; }`：退出码判据「是否 INPUT(3)」的两个面都坏				OPEN	
W5-N-05	D_COMMENT	P1	W5	问题扫描/findings/D_COMMENT/p1/W5.md	16	（P1）`cli/commands.cpp:867`/`:1051`/`:1149`/`:1377`/`:1727` + `:1214` 共六处同构 lambda：`try { json::parse(cfg_text).value(「ou				OPEN	
W5-N-06	D_COMMENT	P1	W5	问题扫描/findings/D_COMMENT/p1/W5.md	19	（P1）`cli/commands.cpp:120`/`:138`/`:466`/`:542`/`:553`/`:579` 六处 `bool ok=false;` 后**从不读取 `file_sha256(&ok)` 的出参**（全仓 21				OPEN	
