ID	原类别	原优先级	producer	文件	行	标题	旧位置字段	旧证据字段	旧条款字段	fix_state	verified_state
M3-G-001	G_GOV_GATE	P1	M3	问题扫描/findings/G_GOV_GATE/p1/M3_L05_L07.md	4	产品 manifest 把 cosmetic 报为 `available`，但两通道给检测的 Dark/Bias 恒为 `nullptr` → 检测在配置层不可能生效	":cosmetic 阶段`（复核时点 :390-420，调用 :401-404 `ac_correct_frame(image_px(...), w, h, nullptr, nullptr, fixed.data(), …)`） ；`lib/core/src/module_adapters.cpp::p1_op_cosmetic`（复核时点 :1367-1432，调用 :1401-1403 同为 `nullptr, nullptr`） ；`lib/phase1_session/p1_session.cpp::manifest availability 块`（:444-452，`{""cosmetic"",""available""}` 与 `status=""partial""`） ；`docs/algorithms/COSMETIC_ALGORITHMS.md::§13 编排语义与 DISP-CO"	"const int rc = ac_correct_frame(image_px(im.get()), image_w(im.get()), image_h(im.get()), nullptr, nullptr, fixed.data(), …)（p1_session.cpp: / const int rc = ac_correct_frame(im.px(), im.w(), im.h(), nullptr, nullptr, fixed.data(), hot_sigma, cold_sigma, method, mss, &hot, &cold);（m / s->manifest[""a"	宪章 §16.2（未实现或未验收必须明确报告为未就绪，不得声明可用）、§12.3-10、§17-4；SCI-CAL-001 §8（坏点全帧须显式）	OPEN	
M4-G-01	G_GOV_GATE	P1	M4	问题扫描/findings/G_GOV_GATE/p1/M4_L08_L09.md	4	ALG 文档一面承认 SCI 权威、一面自称「语义权威=本文件」覆盖 FROZEN SCI——同文档权威声明自相矛盾且越权句生效中	:DISP-P2REJ-002 行（复核时点 :436-437 与 :542-544 重复出现）vs 同文件 §11.5「禁止反向」句（:627-628/:691）vs §7 逐项同构句（:424）；docs/science/REJECTION.md:89,133；docs/algorithms/REJECTION_ALGORITHMS.md:53	SCI FROZEN 禁改；语义权威=本文件 §4.1；澄清归 SCI 修订流程（不在本任务）。 / | 无候选 | `NO_CANDIDATES` | 同上 |	宪章 §1.1（权威分层，不得选择方便的一层）、§12.3-2（活动文档不得自相矛盾）	OPEN	
M5a-G-004	G_GOV_GATE	P1	M5a	问题扫描/findings/G_GOV_GATE/p1/M5a_L11.md	5	worker 观测已接租约峰值，但 active=runnable 同值与 higher-water 恒等令三判据失去判别力	:run_with_resource_gate` 采样线程（:755-762 的 `recorder.set_workers(eff, eff)`；:898-921 逐样本队列/占比统计） ；`cli/resource_recorder.h::ResourceRecorder::set_workers / set_queue / set_progress`（:80-91）与 `::write_all` worker_balance 段（:263-275） ；`cli/resource_gate.h::evaluate_gate` 单活跃线程判据（:221-227） ；`lib/core/src/context.cpp::_note_acquire / _note_release`（:132-149，`peak_active` 单调不减）与 `include/astrocs/core/con	const uint32_t eff = obs_workers > 0 ? obs_workers : planned; / recorder.set_workers(eff, eff); / const double denom = r.active_workers + r.runnable_workers; / const double util = denom > 0 ? r.active_workers * 100.0 / denom : 0.0; / if (r.runnable_workers > 0 && / uint32_t peak_active{0};     // ma	宪章 §10.5（「只有一个活跃计算线程均失败」「创建多个空闲线程均不算通过」，并要求记录 worker 均衡、队列深度、进度）、§11（「禁止把计划值伪装成实际值」）、§10.4 末条（实际线程和工作量必须由监控证据证明）	OPEN	
M5a-G-006	G_GOV_GATE	P1	M5a	问题扫描/findings/G_GOV_GATE/p1/M5a_L11.md	30	同一进程存在第二线程预算源：OpenMP 隐式组队与 hardware_concurrency 自取绕过 Runtime 预算	:default_cpu_workers / effective_cpu_workers / default_execution_options`（:1、:14-16、:23-30、:38-47） ；`lib/phase2/src/stage2_common.cpp`（以该 ExecutionOptions 为成员默认） ；`lib/calibration/src/calibrator.cpp`（:89,119,128,162,171 裸 omp 区；`lib/` 生产源 `#pragma omp parallel` 共 99 处） ；`docs/architecture/THREAD_BUDGET_ARCH.md::§1`（:8-10）；`docs/standards/CONCURRENCY_STANDARD.md`（:5-6、:19） ；正确做法的既有实现（未被 run 路径消费）：`	// lib/phase2/include/astro/phase2/execution_options.h — 全局执行预算唯一来源 / inline int default_cpu_workers() { / const unsigned hc = std::thread::hardware_concurrency(); / return hc > 0 ? static_cast<int>(hc) : 1; / - 一个进程只有一个资源调度器和线程预算源；   （宪章 §10.4 第一条）	19	OPEN	
M5a-G-007	G_GOV_GATE	P1	M5a	问题扫描/findings/G_GOV_GATE/p1/M5a_L11.md	55	Windows 生产构建从不探测 OpenMP：三个遗留 target 并行区静默退化串行，同图内另两个 target 却硬链 OpenMP	:OpenMP 探测`（:68-72） ；`CMakeLists.txt::astrocs_aio / astrocs_calibration / astrocs_drizzle` 的 -fopenmp 条件（:344-347、:382-385、:431-435） ；`CMakeLists.txt::astrocs_p1_dpsf / astrocs_p1_sdet`（:531、:544 无条件 `target_link_libraries(... PUBLIC OpenMP::OpenMP_CXX)`） ；`tests/unit/CMakeLists.txt`（:124、:423、:829 另三次 `find_package(OpenMP)` —— 根图内该 imported target 的存在依赖测试子图） ；`cli/CMakeLists.txt::CAL_SRCS`（:176-1	# OpenMP 探测提前: 遗留模块 (calibration/aio/drizzle) 含 omp pragma, 编译需 -fopenmp / if(UNIX) / find_package(OpenMP QUIET) / endif() / if(UNIX AND OpenMP_CXX_FOUND) / target_compile_options(astrocs_calibration PRIVATE -fopenmp) / target_link_libraries(astrocs_p1_dpsf PUBLIC OpenMP::OpenMP_CXX)	宪章 §3.1（正式入口含 Windows 10+ amd64 `astrocs.exe`）、§10.4（CPU-heavy 必须多线程）、§10.5（只有一个活跃计算线程即失败）、§17.6、§12.3-8	OPEN	
M5a-G-008	G_GOV_GATE	P1	M5a	问题扫描/findings/G_GOV_GATE/p1/M5a_L11.md	83	ACR 休眠的机器证明不成立：符号门在 CI 恒被跳过、注册表判据永不触发、可达性只跑 selftest	:check`（二进制面 :19-22 与 :67-71；符号判据 :70；注册表面 :73-76） ；`ci/checks.json::ACR-DORMANT`（:137-147）、`::PROD-REACH-SELFTEST`（:669-679，命令带 `--selftest`） ；`ci/steps/linux_build_root_graph.sh`（:13-14、:22-25 —— CI 实际构建落点） ；`tools/quality/check_prod_reachability.py::ACR_SYMBOLS`（:50）与真实 `scan()`（无 CI 入口） ；`tools/quality/contracts/check_execution_contracts.py::4) 无 ACR 生产接入`（:86-97） ；`CMakeLists.txt::option(ASTR	"bin_path = REPO / ""build"" / ""root-cmake"" / ""astrocs"" / if bin_path.exists(): / out = subprocess.run([""nm"", str(bin_path)], capture_output=True, text=True).stdout.lower() / if ""acr"" in out: / if ""acr"" in txt.lower() and ""register_phase2_acr"" in txt: / if ""acr"" in txt.lower() and ""register_phase2_acr"""	宪章 §10.1（当前生产构建默认关闭、运行时不可达）、§17.5（ACR 在生产不可达）、§3.3、§12.3-1	OPEN	
M5a-G-009	G_GOV_GATE	P1	M5a	问题扫描/findings/G_GOV_GATE/p1/M5a_L11.md	111	「baseline 零 AVX 污染」只在 selftest 下运行；docstring 声称的 nm/link map 校验无实现，provider 侧缺参静默跳过	5-13；AVX2 助记符表 :32-38；AVX512 表 :41-45；`scan_avx512` 取舍说明 :68-79；`check` provider 侧条件 :101-114；`main` :155-160） ；`ci/checks.json::ISA-LEAK-SELFTEST`（:623-643，命令带 `--selftest`） ；`docs/architecture/CPU_BACKEND_ARCH.md::§1/§2`（:7、:12）、`docs/architecture/ISA_VARIANTS.md::§3`（:77）	"- 验证 link map: 主 CLI 不链 astrocs_cpu_avx2/avx512（nm 无其符号）。 / 不扫描裸 0x62 字节——objdump 会把数据区字符串误判为指令(如 ""write_by"")。 / if avx2_lib is not None and avx2_lib.is_file(): / - 主 CLI 与 baseline 零 AVX 污染；**禁止全局 `-march=native`/`/arch:AVX2`/`-mavx*`**；CI 反汇编/对象扫描 baseline"	宪章 §12.3（机器一致性检查须真实生效）、§10.2（不得在不支持的 CPU 上加载高级 ISA DLL）、ARCH-BACKEND-001 §2/§3	OPEN	
M5a-G-010	G_GOV_GATE	P1	M5a	问题扫描/findings/G_GOV_GATE/p1/M5a_L11.md	132	provider 无 executor 时把 workers 固定为 1 并串行整图，公共头还把该退化写成合同	:run_banded`（:412-433 取值与兜底；:430-431 无 executor → 串行；:445 建池） ；`providers/cpu/avx2/src/avx2_provider.cpp::run_banded`（:232-238 同型，:266 建池） ；`providers/cpu/avx512/src/avx512_provider.cpp::run_banded`（:249-255 同型，:265 建池） ；`providers/cpu/baseline/include/astrocs/cpu/baseline_provider_v1.h::确定性/并行`（:38-43，合同文本） ；对照实现：`lib/backend_host/cpu_routing.cpp::conservative_route`（:192-199） ；文档口径：`docs/archite	/* 全或无租借; 失败减半; 1 = 串行兜底 */ / } else { / workers = 1;   /* 无 executor 串行 */ / *   - host->executor 为 NULL 或租借失败逐级减半 → 1 = 串行兜底 (05 §6 保守); / r.workers = available_cpus > 0 ? available_cpus : 1;   // ≥1; 可用≥2 不退 1(15 §4)	宪章 §10.3（保守路径不等于单线程）、§10.4（CPU-heavy 任务必须多线程）、§17.6（无单线程长计算）；ARCH-BACKEND-001 §6（保守路线 = baseline + 动态 worker）	OPEN	
M5b-G-07	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	5	DOC-L0 门校验 docs/review 而非宪章 §12.1 指定的 docs/owner；点名的 PHASE_OVERVIEW.md 全仓不存在	:DOCS/main`（现 :11-29）；`ci/checks.json::DOC-L0`（现 :369-389）；`ASTROCS_PROJECT_CONSTITUTION.md::§12.1`（现 :410-421，PHASE_OVERVIEW 在 :416）；`docs/DOCUMENT_INDEX.yaml::docs/review 区段`（现 :323）；`REVIEW.md::2 顶层文档`（现 :26-34）；`docs/owner/RELEASE_STATUS.md::L0 负责人入口`（现 :80）	"规则: REVIEW.md + docs/review/{SCIENCE,PIPELINE,ARCHITECTURE,RELEASE_STATUS,CHANGE_REVIEW}_OVERVIEW.md / p = REPO / ""docs"" / ""review"" / d / elif len(p.read_text(encoding=""utf-8"", errors=""ignore"")) < 200: / - `docs/owner/PHASE_OVERVIEW.md`； / 更写明「DOC-L0 收敛：登记 docs/review/ …（check_l0_docs.py 检查面）」"	宪章 §12.1（负责人默认只阅读本文 + `docs/owner/{SCIENCE,PHASE,ARCHITECTURE}_OVERVIEW.md` + `docs/owner/RELEASE_STATUS.md` + 每轮 `CHANGE_REVIEW.md`）、§12.3-12、§17-2	OPEN	STILL
M5b-G-08	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	20	AGENTS-GOV 只做关键词全含：强制 AGENTS.md 保留台账验证器判为非法的状态字面量，且不校验条款号真实性	:REQUIRED/FORBIDDEN/main`（现 :2、:6-18、:20-38）；`AGENTS.md::治理要素映射表`（现 :16 单入口行、:28 状态机行）；`ASTROCS_PROJECT_CONSTITUTION.md::§14.4/§14.5/§3.1`；`tools/quality/validate_task_ledger.py::STATUSES`（现 :42-43）与 `::SELFTEST 负例`（现 :208、:229）；`ci/checks.json::AGENTS-GOV`（现 :184-204）	"""""""GOV-001 checker: 核验 AGENTS.md 含 V5 全部治理要素且无冲突旧条款。exit 0=PASS。"""""" / (""状态机"",       [""NOT_STARTED -> IN_PROGRESS"", ""REVIEW_PENDING"", ""waiver""]), / FORBIDDEN = [] / STATUSES = {""NOT_STARTED"", ""IN_PROGRESS"", ""PASS"", ""FAIL"", ""BLOCKED"", / ""WAITING_WINDOWS"", ""WAITING_DATA""} / 任务级状态取 `NOT_STARTED -> IN_PR"	宪章 §12.3（机器一致性检查）、§1.1、§14.5；AGENTS.md 自述「本表 10 项与 check_agents_gov.py 的 REQUIRED 一一对应…若某项检查器断言的措辞与宪章表述不一致，以宪章为准并登记 finding，不得为过检查写入与宪章相悖的规则」	OPEN	
M5b-G-09	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	36	ARCHIVED 约束文件被 L0 与 README 列为 ACTIVE_NORMATIVE 根权威，字母条款号在宪章中不存在	:权威表`（现 :93）；`::文件头 权威`（现 :8）；`docs/owner/PIPELINE_OVERVIEW.md::文件头 权威`（现 :8）；`README.md::权威与当前状态`（现 :9、:26、:31、:35-36、:64）；`AstroCS_ENGINEERING_CONSTRAINTS.md::文件头/§D.6`（现 :10、:21、:76、:82-84）；对照 `ASTROCS_PROJECT_CONSTITUTION.md::§1.1/§18 supersession`（现 :15-28、:660）与宪章章节清单（§1-§19 全为数字节，无字母节）	| 工程约束（根权威） | `AstroCS_ENGINEERING_CONSTRAINTS.md` | ACTIVE_NORMATIVE | / > 权威：`AstroCS_ENGINEERING_CONSTRAINTS.md` §B/C/D/F、`docs/contracts/ARCH-001.md`、 / > **AstroCS 项目唯一根冻结约束**（Agent 与人工提交的硬门）。GOV-001 状态：**ACTIVE_NORMATIVE**（根权威，全部 Agent 入口必读）。 / supersession 与冲突消解：自本文冻结起，`AstroCS_ENGINEERING_CO	宪章 §1.1（唯一最高工程约束）、§1.2、§18 末段 supersession、§17-1	OPEN	
M5b-G-10	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	50	ACR-DORMANT 门在缺二进制时静默 PASS，源码判据只匹配单一符号且豁免自相矛盾，nm 无 timeout	:check/bin_path`（现 :19-24、:46-57、:63-76）、`::main ACR 源码判据`（现 :73-76）；`ci/checks.json::ACR-DORMANT`（现 :137 起，三 profile、waivable=false）；`ci/steps/linux_build_root_graph.sh::构建树`（现 :13-14、:22-25）；`CMakeLists.txt::option(ASTROCS_ENABLE_ACR)`（现 :17、:610-616）；对照 `docs/owner/ARCHITECTURE_OVERVIEW.md::ACR dormant`（现 :53-57）	"bin_path = REPO / ""build"" / ""root-cmake"" / ""astrocs"" / if bin_path.exists(): / out = subprocess.run([""nm"", str(bin_path)], capture_output=True, text=True).stdout.lower() / if ""acr"" in out: / errors.append(""生产二进制含 ACR 符号 (LEG-004)"") / for f in (REPO / ""lib"" / ""phase2"" / ""src"").glob(""*.cpp""): / if ""ac"	宪章 §17-5（ACR 在生产不可达）、§10.1、§14.5（所有外部命令带 timeout 并保存日志）、§12.3	OPEN	
M5b-G-11	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	67	heavy 分类无正向判据、资源门在 CI 内零调用点，且两个静态门的扫描面不含 provider/模块 DLL	:R7/R9`（现 :105-110、:132-138）；`ci/run.py::requires_monitor 判定`（现 :59-66、:110-119）；`ci/checks.json::UT-CTEST/UT-ABI（heavy=false, requires_monitor=false）`（现 :1643-1671 等）；`tools/check_serial_hardcode.py::PROD_FILES/SCAN`（现 :17、:39）；`tools/arch/check_thread_budget.py::SCAN_ROOTS`（现 :26-27）；`providers/cpu/{baseline,avx2,avx512}/src/*_provider.cpp::workers = 1`（现 :418、:244、:243）	"errors.append(f""{cid}: heavy=false 但 requires_monitor=true"") / ""lib/astro_image_io/src/aio_fits.cpp"", ""lib/astro_image_io/src/astro_image_io.cpp"", / ""lib/phase1/photometry/photometer.cpp"", ""lib/calibration/src/master_generator.cpp"", / REPO / ""include"", REPO / ""lib"", REPO / ""runtime"", REPO / ""modules"	宪章 §10.5、§17-6、§10.4、§14.2（稳定目录职责）、§12.3-4	OPEN	
M5b-G-12	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	82	SERIAL-HEAVY 门的核心判定为「四关键词全缺才报错」的结构式 fail-open，且声称的覆盖面与实扫四文件不符	:docstring/scan/ALLOWLIST`（现 :3-13、:27-34、:44-60、:55-58、:82-95、:96-113、:130-133）；`ci/checks.json::SERIAL-HEAVY`（现 :555 前邻项）；`CMakeLists.txt::（-fopenmp/std::thread 关键词落点）`（现 :346、:384、:434）	"从生产调用图定位每个 cpu_heavy 节点实现与编译 target，核对： / if (""P2_ENABLE_OPENMP"" not in cmake and ""P2_PARALLEL"" not in cmake and / ""-fopenmp"" not in cmake and ""std::thread"" not in sampler + upm): / ALLOWLIST: dict[str, dict[str, str]] = {"	宪章 §17.6、§10.4、§10.5、§12.3-8	OPEN	
M5b-G-13	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	96	ABI-BOUNDARY 门实际只扫 legacy 单头，PASS 文案虚报覆盖头数并含死分支	:HEADERS/BOUNDARY_ONLY/check/死分支`（现 :13-19、:24-43、:30-34、:46-53、:58）；`ci/checks.json::ABI-BOUNDARY`（现 :161 起）；对照 `include/astrocs/abi/{status_codes,module_api_v1,lifecycle_v1,host_api_v1,artifact_api_v1}.h`、`contracts/artifact_abi_v1.h`、`io/aio_abi_v1.h`、`modules/*/include/**`、`providers/cpu/*/include/**`	"BOUNDARY_ONLY = [REPO / ""include/astrocs/common_abi_v1.h""] / for h in BOUNDARY_ONLY: / print(f""CPU-001_PASS: ABI 结构 {len(blocks)} 个均带 size/version; {len(HEADERS)} 头无 STL/异常跨边界"") / if f""struct_size"" not in abi:      # 取整文件文本 → 恒不触发"	宪章 §8.6、§12.3-6；`docs/standards/C_ABI_STANDARD.md`	OPEN	
M5b-G-14	G_GOV_GATE	P1	M5b	问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md	110	导出符号与 ABI 合同一致性（§12.3-6）实际无有效检查：门只判符号表非空，Linux 侧零覆盖	:（exported_abi_dumpbin 登记 + dumpbin 段）`（现 :586-590、:605-626）；`include/astrocs/abi/module_api_v1.h::（唯一导出合同）`（现 :7-12）；`cmake/install_layout.cmake::（modules/providers 安装）`（现 :91-96）；`CMakeLists.txt::WINDOWS_EXPORT_ALL_SYMBOLS`（现 :146-153、:217-236）	"(""exported_abi_dumpbin"", ""dumpbin /EXPORTS … 非空符号表，且 astrocs_runtime 导出 acs_artifact_*、astrocs_io 导出 acs_fio_*（头文件冻结 C ABI）"") / exports = [ln.strip() for ln in res[""output_tail""].splitlines() / if re.match(r""^\s+\d+\s+[0-9A-Fa-f]{1,8}\s+[0-9A-Fa-f]{1,8}\s+\w"", ln)] / ok = res[""exit_code""] == 0 and b"	宪章 §12.3-6、§8.4、§17-3；`docs/standards/API_STANDARD.md`	OPEN	
