ID	原类别	原优先级	producer	文件	行	标题	旧位置字段	旧证据字段	旧条款字段	fix_state	verified_state
M5b-G-06	G_GOV_GATE	P0	M5b	问题扫描/findings/G_GOV_GATE/p0/M5b_L12_L17.md	135	§18.4「只加载随产品签名清单发布的官方模块」在机器上无实现：产品不加载、hash 全 null、唯一闭环测试不进 CI	:target_link_libraries(astrocs ...)`（现 :605-609，静态链全部科学库） ；`CMakeLists.txt::astrocs_runtime / astrocs_io`（现 :133、:146，Linux SHARED 面各只 1 个 C 源） ；`cli/commands.cpp::unit_file_present`（现 :1889-1892）、`::cmd_modules_verify`（现 :2017+）、`::cmd_selftest`（现 :2096+） ；`runtime/registry/module_registry.c::（acs_secure_loader_load_v1 调用）`（现 :502）——根构建面对 `runtime/registry`、`runtime/module_loader` 引用命中数 = 0 ；`pac	"4. **插件开放范围**：明确禁止第三方模块目录；只加载随产品签名清单发布的官方模块（§3.3）。任何未经产品清单授权路径的模块加载一律拒绝。 / S4 产品清单完整性: ... 6 个科学模块 DLL（astrocs.catalog.gaia / ... / astrocs.p1.noise） / 产品清单 10 units，安全 loader 实测 64/64 PASS / ""python3"", ""-B"", ""-m"", ""unittest"", ""discover"", ""-s"", ""tests/abi"", ""-t"", ""tests/abi"""	宪章 §18.4（负责人裁决四·插件开放范围）、§17-3（所有发布模块可独立加载、验证和卸载）、§16.2（不得用命令占位、空输出或文档声明冒充完成）、§12.3-4/-6/-12、§13.2	OPEN	STILL-SUBITEM-EXPIRED
M6a-G-001	G_GOV_GATE	P0	M6a	问题扫描/findings/G_GOV_GATE/p0/M6a_L13_L14.md	6	注释卫生门 CON-COMMENTS 是空壳机器门：宪章 §12.2/§12.3-10 要求的四类判据中三类无实现，唯一有实现的判据被「冻结」二字永久豁免、每文件至多报一条、扫描面只覆盖 lib 的一部分，却恒定自报 coverage=fu	:main`（复核时点 :9-13 STALE_PATTERNS、:15 REQUIRE_ID_NEAR、:27 扫描面、:31 全量注释、:37-42 陈旧轮次判定、:45-48 缺 ID 判定、:49-50 注释自述跳过、:52 coverage 自报、:60-61 JUnit 汇总） ；`docs/standards/COMMENT_STANDARD.md::禁止形态`（复核时点 :19-24）与 `.github/workflows/ci.yml::V19R4-CONTRACT-COMMENTS`（复核时点 :369「V19R token 不得出现在 lib/ 生产代码」） ；`ASTROCS_PROJECT_CONSTITUTION.md::§12.2`（:423-429）、`::§12.3-10`（:431-448 内「注释卫生」项）、`::§17.6` ；`ci/checks	"（check_comments.py:9-13）STALE_PATTERNS = [ (r""V1[0-9]R[0-9]"", ""stale audit round V19R2/V19R3""), (r""TODO.*fix|FIXME.*legacy"", ""code复述 fix/leg / （同文件 :37）if ""V19R2"" in c or ""V19R3"" in c:  ← 三条正则常量在脚本内被弃用，判定只剩对两个字面量的包含测试；全仓 grep `STALE_PATTERNS`/`REQUIRE_ID_NEAR` 命中仅该文件的定义行本身（零引用） / （同文件 :39）if ""冻结"" no"	19-24`（禁 V[0-9]+/R[0-9]+/控制包/审计轮次入 production code）；`.github/workflows/ci.yml` 对该门的宣称（「V19R token 不得出现在 lib/ 生产代码（CON-006）」）	OPEN	
M6b-G-001	G_GOV_GATE	P0	M6b	问题扫描/findings/G_GOV_GATE/p0/M6b_L16_L18.md	7	未经证据支撑的「已验证」声明（单一根因，四组实例）：八层矩阵在 TEST / EVIDENCE / SRC / 整行四个层面给出 VERIFIED，而门的结构只可能判「文件存在 + 符号 token 可见」	":_check_refs`（现 :258-274，:262-265 `if code in (""MOD"",""SRC"",""TEST""): continue  # C7 已校验文件存在`）、`::_check_anchor`（现 :284-315）、`::C7 调用点`（现 :241-256）、`::STATUS_OK`（现 :55）、`::AUTHORITY_DIRS`（现 :88）、`::main/--strict 判定`（现 :272-273、:436-452） ；`ci/checks.json::TRACEABILITY-MATRIX/command`（现 :1111-1114，**无 `--strict`**） ；`docs/traceability/TRACEABILITY_MATRIX.json::modules[*].{test_status,test_path,evidenc"	`test_status` VERIFIED **22** / MISSING 8；其中 **18/22 的 `test_path` 以 `docs/` 开头**（锚在文档而非测试），仅 4 行指向真实测试文件（`modules/conformance/noop/tests/unit/noop_handshake_test.c`、`modules/services/io/tests/fits_co	锚必须是 path::symbol」、§7「任一检查项 FAIL 即追溯链断」。	OPEN	STILL-SUBITEM-EXPIRED
M6b-G-002	G_GOV_GATE	P0	M6b	问题扫描/findings/G_GOV_GATE/p0/M6b_L16_L18.md	44	发布与完成状态在仓库内无单一事实源：四份 RELEASE_STATUS 并存、状态词三套、AGENTS.md 状态行被自家校验器判非法却被另一道门强制保留，且活动文档描述的执行面已被取代	:§0 状态词阶梯 + §3`（现 :18-27、:70-:71、:82-84） ；`docs/RELEASE_STATUS.md::概述`（现 :6、:16） ；`docs/review/RELEASE_STATUS.md::§3 标题`（现 :29） ；`docs/archive/review/RELEASE_STATUS.md::状态字面量`（现 :12） ；`AGENTS.md::治理要素映射表 状态机行`；`tools/check_agents_gov.py::REQUIRED`（现 :15） ；`tools/quality/validate_task_ledger.py::STATUSES`（现 :42-43）与 ::非法值负例（现 :208、:229） ；`docs/TROUBLESHOOTING.md::全篇命令面`（现 :5-:33）；`docs/DOCUMENT_IND	"（docs/RELEASE_STATUS.md:6）PRE_RELEASE_ENGINEERING_FOUNDATION = **PASS**   ／  （:16）FINAL_REAL_DATA_VALIDATION = **PENDING** / （docs/review/RELEASE_STATUS.md:29）## 3 冻结面（PASS，当前提交静态可核） / （owner/RELEASE_STATUS.md §0，现 :18-27 摘要）九级状态词（含 NOT_READY_FOR_RELEASE / IMPLEMENTED 需""文件锚+命令+rc=0""）取代 PASS 口径；:82-8"	:治理要素映射（alpha/发布、状态机）`；`docs/architecture/ARCHITECTURE.md::§1 被取代的旧入口 + §7 不变量（机器可验）第 1 条`（现 :10、:54）。	OPEN	
M6b-G-003	G_GOV_GATE	P0	M6b	问题扫描/findings/G_GOV_GATE/p0/M6b_L16_L18.md	78	「本版实测」类无据证据：ACTIVE 文档以完成时宣称机器门 PASS 9/9 与 mismatches=[]，既无 SHA/命令/时间/日志指针，其所引检查器又根本不在 CI 注册表内	:§7 Machine Consistency (S8 gate, 本版实测)`（现 :114-125）、`::文首机检声明`（现 :3）、`::§6 工具清单`（现 :112）、`::§5 模块表 orchestrator 行`（现 :106）、`docs/README-DOCS.md::机器一致性行`（现 :22）、`docs/standards/DOCUMENTATION_STANDARD.md::S8 声明`、`tools/docs_machine_consistency.py::docstring 检查清单`（现 :5-13）、`ci/checks.json::checks[*].id/command`（实测 75 个 id 无该项）、`ci/INVENTORY_REPORT.md::S8 段`（现 :73）	（ARCHITECTURE.md:3）> 工程架构权威（机检见 `tools/docs_machine_consistency.py` 9/9 + `tests/arch/`） / （ARCHITECTURE.md:114-124）## 7. Machine Consistency (S8 gate, **本版实测**) / ``` / tools/docs_machine_consistency.py PASS 9/9 / …… / tools/confi / （ARCHITECTURE.md:112）- 工具: `tools/docs_machine_consistency.py`(9 c	"静态检查≠当前提交实测）、§14.5（所有外部命令须带 timeout 并保存日志）、§16.2（状态声明与证据绑定）；`docs/architecture/ARCHITECTURE.md::§7 不变量（机器可验）第 1 条`（现 :54：入口表述唯一由测试断言）；`docs/owner/RELEASE_STATUS.md::§0`（现 :19：IMPLEMENTED 需""文件锚+命令+rc=0""）。"	OPEN	
M7-G-001	G_GOV_GATE	P0	M7	问题扫描/findings/G_GOV_GATE/p0/M7_G_GOV_GATE_p0.md	7	「不可达验收门」家族汇总与升档判定：冻结门在自身冻结公式或 IEEE-754 下数学不可满足（第 1 类；第 2 类见 M7-G-105），而 §11/§15 与注册表声明其「Oracle 全过／CONFORMANT」			宪章 §12.3-4/-12（机器一致性、L0 结论须可追溯到当前 SHA 的机器证据）、§13.1（独立 Oracle/边界测试）、§17.10（冻结门不得为空文）；协议 §2「『已验证』声明无测试/Oracle/证据支撑 → P0」	OPEN	
M8a-G-001	G_GOV_GATE	P0	M8a	问题扫描/findings/G_GOV_GATE/p0/M8a_L25_L27.md	11	依赖与许可登记面三处失真：GPL 组件进入产品链接闭包、五处登记面零覆盖、派生代码挂自著作权 MIT	:astrocs_p1_sdet`（复核 535-546）→ `::astrocs_module_adapters`（646-649）→ `::astrocs_cli_runtime`（665-666）→ `::add_executable(astrocs)`（588-609）；`lib/star_detector/src/sdet_api.cpp::gsl includes`（28-31）；`lib/star_detector/Makefile::LDLIBS`（27）；`lib/star_detector/tests/p1star/CMakeLists.txt::自探注`（55-66）	CMakeLists.txt:545 「# sdet PSF 拟合 trust-region LM 求解器依赖 GSL（star_detector Makefile 同款 -lgsl -lgslcblas）」:546 `target_link_libraries(astrocs_ / :646-649 `target_link_libraries(astrocs_module_adapters PUBLIC … astrocs_p1_ipv astrocs_p1_sdet …)`；:665-666 `astrocs_cli_runtime PUBLIC ast / p1star/CMakeLi	宪章 §16.2（发布包至少含「许可证」「product manifest」「build provenance」）、§17.11（发布包与审核包白名单/哈希/版本/provenance 全部通过）、§12.3-1（manifest/注册表/构建/产品清单一致）、§14.2（公共许可证须可寻址）；C-07 建议条款	OPEN	
V11-N-01	G_GOV_GATE	P0	V11	问题扫描/findings/G_GOV_GATE/p0/V11.md	6	`AioHipsSnrPoint` 镜像落后 C 头两字段 ⇒ 越界读 24 字节，且**交付 HiPS SNR 目录第 2/3 条记录是邻堆垃圾**	84-92` = **6 字段**（`ra_deg`/`dec_deg`/`snr`/`star_id`/`quality_flags`/`photometric_status`），`sizeof=40`（`…`star_id@24`、`quality_flags@32+4`、`photometric_status@36+4`）；镜像 `lib/astro_image_io/tests/hips_direct_smoke.py:34-38` 只 **4 字段**、末字段名仍是**已废弃的 `source_id`**，`sizeof=32` ⇒ **Δ8 字节/元素**。		宪章 §8.6（跨语言结构须自描述/尺寸可断言）、§11（不得越界；发布单元 ABI 边界）、§5.3/§16.2（交付数据完整性与清单可判别）。	OPEN	
V11-N-04	G_GOV_GATE	P0	V11-b	问题扫描/findings/G_GOV_GATE/p0/V11-b.md	3	"（P0）ctypes **少传第 9 个参数** `out_status` ⇒ C 侧把未初始化栈槽当指针，**既往垃圾地址写、又据其垃圾值决定""哪些星算成功""**；现行 gate2 PSF 证据产生于这条不匹配 ABI 之后"				OPEN	STILL
V11-N-05	G_GOV_GATE	P0	V11-b	问题扫描/findings/G_GOV_GATE/p0/V11-b.md	11	（P0，结构性）ABI 协商与自检的 6 个合同函数**生产面零实现、零调用**，唯一实现住在**测试自己的探针副本**里 ⇒ 那道门在自证				OPEN	
V13-N-03	G_GOV_GATE	P0	V13	问题扫描/findings/G_GOV_GATE/p0/V13.md	5	审计状态铸造面：713/713 行机械铸 `VERIFIED` 并铸 `findings_p0..3=0`、7 个 `*_ok=PASS`，而这份 inventory **被打进审核包（交付面）**			宪章 §17.10（P0/P1 清零方可发布）、§12.3（机器检查须可复核）、§14.4（fail-closed）、§17.2；AGENTS.md 状态机要素（严禁用 waiver/登记掩盖红灯）。	OPEN	
V18-N-12	G_GOV_GATE	P0	V18	问题扫描/findings/G_GOV_GATE/p0/V18.md	3	（P0·**生产者与守卫同处的最纯形态**）`tests/backend/test_isa_avx.py`：自己写 CSV（decision 列还是硬编码字面量）→ 读回自己刚写的文件 → 循环体只有 `continue` → 末行 `as				OPEN	
V19-N-01	G_GOV_GATE	P0	V19	问题扫描/findings/G_GOV_GATE/p0/V19.md	6	（P0·**新机制：不是漏登记，是登记不了**）CI-REG-002 闭包面只认 `add_test(NAME …)` ⇒ **40 处 `gtest_discover_tests` 目标在两个登记面双零覆盖**，而 **C4 使唯一涉及它				OPEN	STILL
V2-N-01	G_GOV_GATE	P0	V2	问题扫描/findings/G_GOV_GATE/p0/V2.md	3	IpvParams 公共 C 结构体布局已改而仓内 ctypes 镜像未同步 ⇒ 72 字节越界写 + 字段全错位	61-80`（ctypes 镜像，`:73` 仍含已删的 `m_lim_step`）→ `:192` 调 `ipv_get_default_params` → C 侧 `lib/plate_solve/cpp/ipv/src/ipv_entry.cpp:333-335` 首行 `std::memset(params, 0, sizeof(IpvParams))`。	V2 按两份定义分别算布局 —— Python 镜像 **352 字节**、C 侧 **424 字节**（删 `m_lim_step`、增 10 个 `double`；`log_dir` 由 96 扩到 168）⇒ C 侧按 424 写、调用方只给 352 ⇒ **72 字节越界写 + 其后所有字段错位**。	宪章 §8.6（跨语言结构须带版本/尺寸）、§11（不得越界、ABI 稳定）、§12.3。	FIXED	FIXED
V2-N-08	G_GOV_GATE	P0	V2-D2	问题扫描/findings/G_GOV_GATE/p0/V2-D2.md	3	FAST 模式的裁决前提已被同批另一提交推翻 ⇒ `psf.max_stars` 静默决定交付的 SNR／极限星等，且无任何 parity 锁	"1761-1765`（`psf.max_stars` 默认 **5000**）与 `:1772` `constexpr bool kPrecisePsfEnabled=false` + `:1785 if constexpr`（⇒ **生产永不进精确分支**）；新消费者 `module_adapters.cpp:2505` 起（SNR 节点读 `src_frame->value(""psf_params"")`）；语义 `lib/phase1/noise/README.md:50`「**SNR 目录成员 = `p1_sources.json` 的 `psf_params` ∩ sources**」。"	`n_detected=145884` 被截到**最亮 ≤5000 颗**，**这 5000 颗直接决定 `p1_snr.json` 的 `median_snr`/`snr_phot`/`frame_depth_m5_mag`** ⇒ **SNR 与极限星等系统性偏乐观**（截最亮 ⇒ 残差与深度都偏好）。		OPEN	FIXED
V9-N-07	G_GOV_GATE	P0	V9-b	问题扫描/findings/G_GOV_GATE/p0/V9-b.md	3	（P0·机制①最纯形态）**5 道非豁免门在 CI 里只跑 `--selftest`**：真实判定模式需要交付物参数，而 CI 从不传 ⇒ 交付二进制 ISA 泄漏 / 生产可达性 / 生产图一致性**在 CI 中没有实体门**				OPEN	
V9-N-16	G_GOV_GATE	P0	V9-c	问题扫描/findings/G_GOV_GATE/p0/V9-c.md	3	（P0·机制①最纯 + 机制③合成）`TRACEABILITY` 门**末行无条件 `return 0`**，且登记 `mutates_workspace=true` **改写受跟踪文件** `reports/v19r2/evidence/				OPEN	
V9-N-17	G_GOV_GATE	P0	V9-c	问题扫描/findings/G_GOV_GATE/p0/V9-c.md	8	（P0·**本时段最需要隔壁立刻看到的一条**）新建门 `CTEST-P1DRZ-TASKSET-INVARIANCE` 的被测脚本**在 `taskset` 缺失时 `exit 0` 自宣跳过** ⇒ 该锁在缺 `taskset` 的机器				OPEN	
