ID	原类别	原优先级	producer	文件	行	标题	旧位置字段	旧证据字段	旧条款字段	fix_state	verified_state
M7-C-201	C_DOC_CODE_GAP	P2	M7	问题扫描/findings/C_DOC_CODE_GAP/p2/M7_C_DOC_CODE_GAP_p2.md	5	ALG 称 `bitpix=−64` 输出 FP64 精度，而该通道上游源恒 float32 ⇒ 声明的精度增益不存在（L20-025）	§/bitpix 块`（复核时 :38/:76/:86/:121 命中 bitpix）			OPEN	
M8-C-003	C_DOC_CODE_GAP	P2	M8	问题扫描/findings/C_DOC_CODE_GAP/p2/M8_L22_L23.md	5	`lib/plate_solve/README.md` 称投票/选星为「整数归并 + 静态调度，输出 bitwise 与线程数无关」，实现为 `schedule(dynamic)` / `schedule(dynamic, 64)`	:算法要点`（复核时点 :156「投票/选星（整数归并+静态调度，输出 bitwise 与线程数无关…」）；`lib/plate_solve/src/ipv_triangle.cpp`（:202 `#pragma omp parallel for schedule(dynamic)`、:309 `schedule(dynamic, 64)`、:288 注释「实测 ~50ms (16 线程)」）	（README:156）投票/选星（整数归并+静态调度，输出 bitwise 与线程数无关, / （ipv_triangle.cpp:202）#pragma omp parallel for schedule(dynamic) / （ipv_triangle.cpp:309）#pragma omp parallel for schedule(dynamic, 64) / （ipv_triangle.cpp:288）// 实测 ~50ms (16 线程)	宪章 §12.3-12（文档与实现同步）、§10.4（不得硬编码线程数口径）、§17.2（声明须与已验证事实一致）	OPEN	
M8a-C-007	C_DOC_CODE_GAP	P2	M8a	问题扫描/findings/C_DOC_CODE_GAP/p2/M8a_L25_L27.md	8	dependency-lock 声称「无 ACS_ZLIB_ROOT 则 cfitsio 降级不编译 zcompress」，与根产品构建图实路相反	:system_dependencies[zlib].policy`（复核 48）；`cmake/cfitsio_sources.cmake::ASTROCS_CFITSIO_SOURCES`（复核 61 zcompress.c 在清单内）；`CMakeLists.txt::astrocs_cfitsio MSVC 段`（复核 275、281、287-307）；`lib/astro_image_io/third_party/cfitsio/zcompress.c::include`（复核 6）；对照 `cli/CMakeLists.txt::降级分支`（复核 121、204-215）	"lock:48 「MSVC: cfitsio zcompress.c 需 zlib → ACS_ZLIB_ROOT cache 变量显式指定(默认空, 不硬编码用户路径); **无 ACS_ZLIB_ROOT 时 cfitsio 降级(不编译 zcompress 路径)**」 / cmake/cfitsio_sources.cmake:61 `lib/astro_image_io/third_party/cfitsio/zcompress.c`（**无条件**在 60 源清单内）；zcompress.c:6 `#include ""zlib.h""`（无任何  / 根 CMakeLists:288"	宪章 §12.3-1（构建/清单/文档一致）、§14.4（fail-fast 语义要如实）	OPEN	
M8a-C-008	C_DOC_CODE_GAP	P2	M8a	问题扫描/findings/C_DOC_CODE_GAP/p2/M8a_L25_L27.md	28	providers/cpu/common README 公共符号表缺一个真实导出函数，状态词用词表外的 FROZEN	:题头/状态行`（复核 3-4）、`::§5 符号表`（复核 61-72）、`::尾注`（104-111）；对照 `providers/cpu/common/include/astrocs/cpu/capability_v1.h::acs_cap_classify_v1`（复核 127）、`tests/unit/cpu_features_test.cpp`（消费方）、`docs/owner/RELEASE_STATUS.md::§0 状态词阶梯`（14-23）；`docs/architecture/cpu/`（实树 2 文件）	README 题头「ID: MOD-CPU-CAPABILITY-001 · owner: SA-CPU-09 · **状态: FROZEN** (CPU-001)」 / §5 符号表列 6 项：`acs_cap_detect_v1` / `acs_cap_feature_name_v1` / `acs_cap_os_safe_satisfies_v1` / `acs_cap_hw_satisfies_v1` / `acs_cap_os_saves / capability_v1.h:127 `int acs_cap_classify_v1(…)`（公共头导出，检测→双平面判定的分离入口，被 	5-12`（module 文档须含 public API）；`docs/owner/RELEASE_STATUS.md` §0（状态词唯一口径）	OPEN	
M8a-C-009	C_DOC_CODE_GAP	P2	M8a	问题扫描/findings/C_DOC_CODE_GAP/p2/M8a_L25_L27.md	49	test-only oracle 依赖群未入锁：astropy-healpix / scipy / rcr 三例，且 oracle 脚本写死平台产物名	:test_only_oracles`（复核 85-133）；`DEPENDENCIES.md::test-only oracle`（复核 75-79）；`lib/phase2/tools/satellite_gate_build.py::import`（27）、`lib/phase2/tools/controlled_rejection_truth.py::import`（21）、`lib/phase2/tools/rcr_oracle_compare.py::CLI 缺省`（17-20）；`ci/toolchain.policy.json::apt_packages`（27）；`lib/common/healpix/THIRD_PARTY_NOTICE.md`（28-30）	"satellite_gate_build.py:27 与 controlled_rejection_truth.py:21 均 `from astropy_healpix import HEALPix, lonlat_to_healpix, healpix_to_pix`… / THIRD_PARTY_NOTICE.md:28 「| astropy-healpix | 1.0.3 (测试环境) | BSD-3-Clause | 全天空 Oracle |」（版本记于 NOTICE，却不在锁） / rcr_oracle_compare.py:17-20 CLI 缺省 = `str(ROOT / """	宪章 §13.1（独立 Oracle 须可复验）、§12.3-1、§16.2	OPEN	
V1-N-03	C_DOC_CODE_GAP	P2	V1-brief	问题扫描/findings/C_DOC_CODE_GAP/p2/V1-brief.md	3	snr_estimator.h 接口文本自斥：同名字段两值				OPEN	
V1-N-05	C_DOC_CODE_GAP	P2	V1-brief	问题扫描/findings/C_DOC_CODE_GAP/p2/V1-brief.md	6	DATA-P1-FLUX 单位三口径未收敛				OPEN	
V1-N-06	C_DOC_CODE_GAP	P2	V1-brief	问题扫描/findings/C_DOC_CODE_GAP/p2/V1-brief.md	9	v1 导出未初始化新字段且退化哨兵三套不一（含 N-06b 计数缺口）				OPEN	
V1-N-07	C_DOC_CODE_GAP	P2	V1-brief	问题扫描/findings/C_DOC_CODE_GAP/p2/V1-brief.md	12	唯一钉退休口径的测试仍存在但因不在根图而永不运行 ⇒ 两条被改路径树内无活测试				OPEN	
V1-N-11	C_DOC_CODE_GAP	P2	V1-brief	问题扫描/findings/C_DOC_CODE_GAP/p2/V1-brief.md	15	逐源重建轮廓的串行 CPU 重算风险（§17.6/§10.5 候选，数值需实测）				OPEN	FIXED
V3-N-01	C_DOC_CODE_GAP	P2	V3	问题扫描/findings/C_DOC_CODE_GAP/p2/V3.md	3	新增的失败码 -14 未登记进公共 API 返回码合同（本批修复引入的同源缺口）	:233-239`（帧通道返回码清单，逐码带锚 -1..-8 / -9 / -12 / -13）；生产者 `lib/drizzle/**hp_drizzle_api.cpp:992-997`（`pm==1 && 块 dtype==FLOAT32 → return -14`）	清单里逐码列到 `-13`，**无 `-14`**；而库边界新增的拒绝分支置于累加之前、显式返回 -14。	AGENTS.md「科学定义=算法=接口=代码=测试」；宪章 §12.3 机器一致性、§17.2 追溯完整。	OPEN	STILL
V3-N-02	C_DOC_CODE_GAP	P2	V3	问题扫描/findings/C_DOC_CODE_GAP/p2/V3.md	14	plugin 面把 -14 折叠进默认域，DATA 语义在第二出口丢失	862-866`；语义源 `hp_drizzle_api.cpp:992-997`	legacy 映射函数对 -14 落入 default 分支 → 归为 `SCIENCE_PRECONDITION`，而该码的语义是数据/精度不匹配（DATA 域）。	宪章 §4.1 失败语义分离、§12.3；AGENTS.md 五处同源。	OPEN	
V3-N-03	C_DOC_CODE_GAP	P2	V3	问题扫描/findings/C_DOC_CODE_GAP/p2/V3.md	24	upm-fit 读旧版采样 artifact 缺 `control_grid_per_tile` 键时静默按 8 ⇒ 跨版本面的静默错位镜像	245`（`grid!=8 → rc=3`）与 `:1061-1065`（open 校验）	"本提交把 grid 做成""写侧必写、读侧必校验、不等即 rc=3""，但 **fit 入口对缺键走默认值 8**，而非""缺键即拒""。"	宪章 §14.4 fail-fast（最早可判定点拒绝）、§12.3 机器一致性、§4.1 语义不混域。	OPEN	
V5-N-01	C_DOC_CODE_GAP	P2	V5	问题扫描/findings/G_GOV_GATE/p2/V5.md	3	长路径修复把「静默塌缩」换成「执行期拒绝」，但 validate/plan/create 仍放行 ⇒ 校验与执行判据不一致	:execute:786-788`（`head[512]`、`head_end=head+511`，触边整次 `PARAM`+`BUFFER_TOO_SMALL`）；对照同文件 `validate` / `plan` / `create` 三入口对该长度的放行	"207 字符**即由""溢出""改为""fail-fast""；commit 自述的临界区间 **230–260**，而 **Windows `MAX_PATH=260` 下这属合法路径**。"	宪章 §4.1 失败语义分离、§14.4 最小充分校验（fail-fast）、§12.3。	OPEN	
