ID	原类别	原优先级	producer	文件	行	标题	旧位置字段	旧证据字段	旧条款字段	fix_state	verified_state
M3-D-006	D_COMMENT	P2	M3	问题扫描/findings/D_COMMENT/p2/M3_L05_L07.md	37	`star_matcher.cpp`/`pc_api.cpp` 以任务号流水作注释主体，且三处科学表述与实现相反	:常量与阶段注释`（复核时点 :21-27、:173、:197/:209/:222/:240、:300/:345、:429/:471/:487/:591）；`lib/photometric_calib/cpp/src/pc_api.cpp::阶段注释`（:162、:331、:695、:969）；`lib/snr_estimator/cpp/src/noise_model.cpp::401`；`lib/snr_estimator/cpp/include/snr_estimator.h::279-283`	// IRLS 收敛阈值 (|scale_new - scale_old| < 1e-6)（star_matcher.cpp:26） / if (std::fabs(location - prev_location) < _IRLS_CONVERGE …（:516-519 —— 实际比较量是 location(dex)，不是 scale） / // GAP-013: robust_location 的 MAD 清洗语义是 3σ 截断（非 Tukey biweight）（star_matcher.cpp:173） / // MAD 清洗 (sigma clip)：逐通道独立，阈值为 ±3σ …（	宪章 §12.2（禁任务号/审计流水注释；注释必须写不变量、前置条件、返回码语义，不得写完成过程）、§12.3-1、§10.4	OPEN	
M3b-D-01	D_COMMENT	P2	M3b	问题扫描/findings/D_COMMENT/p2/M3b_L06.md	3	科学量注释卫生系统性欠账：断句残句、修改流水、思考式推导、公共头零单位契约、错误系数注释	171,:185-188,:207,:285-290,:313-326,:330-331,:339/:343 空注释,:569-572,:581-587,:1947-1952,:2285-2290,:2328-2336)；lib/star_detector/include/star_detector.h(:17-67)；lib/dynamic_psf/src/dpsf_psf.cpp(:1-6,:412-414,:737-738)；lib/dynamic_psf/include/dynamic_psf.h(:55-57,:67「v1.1 新增,」,:109-114)；lib/core/src/module_adapters.cpp::p1_op_star_psf(:1500)	// FWHM 上限完全 / // 修复: RMSE 系数从 mad*3.0 改为 mad*1.4826 / // 本文件由 P1-PSF-DOC (SA-P1-S17) 从 lib/dynamic_psf/src/dpsf_psf.cpp:1-407 …提取冻结（B4-14，不改算法，仅文档锚点）。 / // [7]=fwhm_x [8]=fwhm_y; sx=sigma_x → fwhm=2.3548*sx（由 9 列取 [7]/[8] 权威值）	宪章 §12.2（注释只写单位/量纲/数学对象/前后条件/所有权/线程安全/边界/数值假设；禁版本历史、任务编号、审计流水、代码复述）	OPEN	
M4-D-03	D_COMMENT	P2	M4	问题扫描/findings/D_COMMENT/p2/M4_L08_L09.md	4	§12.2 卫生根因条目：任务编号/审计流水/残断 token/失实注释簇（L08+L09 全实例合并）	:符号/行，复核时点；实例列举）	// [B4-27 排异锚点 — REJECTION.md 迭代剔除/阈值契约, SCI-UPM 权重 SCI-UPM-WEIGHT-001 关联, 不改语义] / // W7（ 34A532A2...B2EB308 + wiki Phase2_Rejection）： / SCI-SCOPE-001（…）。 # B5-06 同步在 TRACEABILITY.csv 增 SCI-SCOPE-001 行（doc=SCIENCE_SCOPE.md, status=VERIFIED）但本任务不改csv，仅文档。	宪章 §12.2、§12.3-1/-8；协议 D_COMMENT「任务编号堆积」	OPEN	
M5a-D-002	D_COMMENT	P2	M5a	问题扫描/findings/D_COMMENT/p2/M5a_L11.md	5	实现与检查器注释堆积任务号/控制包章节，活动 ARCH 文档写入提交哈希与历史 PASS 计数	:MON-002 阈值注释`（:90-99）、`::GateConfig::active_window_seconds` 前注释（:145-153）、`::evaluate_gate` 段落（:189-195、:228-232） ；`cli/commands.cpp::run_with_resource_gate`（:752-754、:764、:767-768、:787、:804-806、:818-820、:869、:871、:890-895、:927-930） ；`tools/arch/check_thread_budget.py::REGISTERED`（:13-52，内嵌 `run 34039050194`、`HOSTFIX-23③`、`ARCH-TB-001 实证` 等审计流水） ；`lib/phase2/src/upm.cpp`（:495 `[B4-27 排异锚点 …]`）、`l	// MON-002 阈值(04_TASK_SPECIFICATIONS §MON-002, CPU-heavy active window>=10s): / // MON-001: active 阶段注入实际 worker 租约数(cli_affinity 分配核; 禁硬编码)。 / // 注意: 阈值(85%/60%/32MB/s/10s)与判定式不动, 只加窗口/样本量前置。 / # HOSTFIX-23③ (run 34039050194, hosted Windows): weighted_integration	宪章 §12.2（代码注释只解释单位/前后置条件/所有权/线程安全/生命周期/边界/非显然决定；禁止堆积历史版本号、任务编号、审计流水和代码复述）、§12.3-10（活动文档不得以历史状态冒充当前状态）	OPEN	
M6a-D-007	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	5	同一公共头内 PSF 拟合状态被两套互斥口径注释（质量位「status==0 或 3 有效」vs 逐星剔除「status!=0 全拒」），宽松口径把「迭代不收敛」当 OK 位（来源 L13-011 的注释层残余；科学归属移交 M3a）	:SnrQualityFlagBits`（复核时点 :337 `SNR_QF_PSF_OK = 1u << 0,  // PSF 拟合状态有效 (status==0 或 3)`）、`::PsfFitQualityRow.fit_status`（:56-57 布局 + :77「0=ok, 1=rejected(status!=0)」）、`::snr_extract_model 前言`（:398「有效星条件: status==0, A>B, …」）、`::snr_extract_model_v3 前言`（:417「有效星条件与 v2 一致」）；消费侧 `lib/orchestrator/cpp/src/orchestrator.cpp`（复核时点 :4392 `if (psf_status == 0.0 || psf_status == 3.0) qf |= SNR_QF_PSF_OK;`）；	（:337）SNR_QF_PSF_OK          = 1u << 0,  // PSF 拟合状态有效 (status==0 或 3) / （:77）uint32_t fit_status;        // 0=ok, 1=rejected(status!=0), … / （orchestrator:4392）if (psf_status == 0.0 || psf_status == 3.0) qf |= SNR_QF_PSF_OK; / （snr_estimator.cpp:281）if (status != 0.0) { ++n_skip_status; continue; }	:DPSF_PSF_STATUS`（3 = 分配失败/迭代不收敛类失败码）；宪章 §4.1（质量/支持度不得混淆）、§12.2	OPEN	
M6a-D-008	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	22	同一科学合同（SCI-NOISE-001）在两个数值不同的实现上各挂「唯一真实入口 / 现状唯一生产实现」宣称，注释层互斥；本条为该族的注释主登记点（来源 L13-013 的注释层残余）	:op: estimate_snr 前言`（复核时点 :2142 区段「唯一真实入口 NoiseModel::estimate; SCI-NOISE-001 公式」）、`lib/phase1/noise/noise_model.cpp`（:1 头、:20 与 :38-42 `median + MAD -> sigma (SCI 公式)`）、`lib/snr_estimator/memory.md`（:35）与 `lib/snr_estimator/README.md`（:5）「现状唯一生产实现 `lib/snr_estimator/cpp/src/noise_model.cpp`」、`lib/snr_estimator/tests/p1noise/p1noise_tests_core.cpp`（:21「被测面: 现状唯一生产实现 snr_noise_model_v1(+_f64)/fill	（module_adapters:2142 区段）// ── op: estimate_snr（唯一真实入口 NoiseModel::estimate; SCI-NOISE-001 公式）── / （memory.md:35）现状唯一生产实现 lib/snr_estimator/cpp/src/noise_model.cpp / （p1noise/CMakeLists.txt:37-40）根构建无 snr_estimator CMake 目标 … 测试目标 astrocs_p1_noise_prod	宪章 §14.3（单一入口/禁双源冒充）、§12.2、§12.3-1（与注册表/构建面一致）；TRACEABILITY 矩阵的 SCI-NOISE-001 权威实现面字段	OPEN	
M6a-D-009	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	38	§12.2 禁止形态（任务号/审计轮次/commit 哈希/修复流水）成为注释主干：Phase2/3 侧六目录实测 257 处命中 + Phase1 侧抽样清单，被登记偏差条目自身的注释也在复述历史（来源 L13-015 全域 + L14-	`lib/plate_solve/cpp/ipv/src/ipv_sip.cpp`（:29/:171/:386 修复流水）、`ipv_solver.cpp`（:225-227「缺陷 (P0-1 修复前)…v1.0 曾误设为 6」、:1687）、`ipv_entry.cpp`（:31/:44-48/:74）、`lib/calibration/src/master_generator.cpp`（:171-175/:211/:238）、`ac_api.cpp`（:25/:89/:207）、`astro_calibration.h`（:8/:112 的「R10」）、`lib/cosmetic/include/astrocs/cosmetic/types.h`（:3-6 对齐先例含 commit 短哈希 `1959dc89`/`948dfcba`/`adf820ac`）、`lib/snr_estim	（ipv_sip.cpp:386）// 修复: 步长从 1e-10 改为 5e-6 (约 1.8 角秒), 避开 double 浮点噪声 / （ipv_solver.cpp:225-227）// 缺陷 (P0-1 修复前): 无阶数上界检查… // 修复: 入口校验 order 范围 [0, SIP_MAX_ORDER], 越界抛异常。 // 修复: 默认设为 5。v1.0 曾误设为 6, 导致 6阶SIP匹配失败 ( / （types.h:3-5）* 对齐先例: lib/hips/include/astrocs/hips/types.h (P1-HIPS-IMPL, 1959dc89)、… 	"19-24`（禁 V[0-9]+/R[0-9]+/控制包/审计轮次/""本次修复""）；§12.3-10"	OPEN	STILL-SUBITEM-EXPIRED
M6a-D-011	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	58	cosmetic 修复核注释三说并存：函数头写「8 邻居双线性」、体内写「4 方向距离反比」、权威合同为 4 正交方向 IDW（来源 L13-016）	:interpolate_pixels 前言`（复核时点 :157-159「method=0 (median): 用5x5中值滤波结果替换坏像素 / method=1 (bilinear): 用8邻居双线性插值替换坏像素」）vs 同函数实现（复核时点 :202-206「双线性插值：用4个方向最近的好像素做距离反比加权 / int dirs[4][2] = {{-1,0},{1,0},{0,-1},{0,1}}」）；权威 `docs/algorithms/COSMETIC_ALGORITHMS.md::§8`（复核时点 :106-117 登记 DISP-COS-003：名义 bilinear 实为 4 正交方向 1/dist 加权）	（:159）// method=1 (bilinear): 用8邻居双线性插值替换坏像素 / （:202-204）// 双线性插值：用4个方向最近的好像素做距离反比加权 / int dirs[4][2] = {{-1,0},{1,0},{0,-1},{0,1}};	ALG-COS-003 §8（DISP-COS-003 已登记实现≠名义）；宪章 §12.2、§12.3-1	OPEN	
M6a-D-012	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	73	registry 声明的 per-projection 守卫字段无任何强制点：注释称「中心 |dec| 守卫/合法 FOV 声明」，实现读文件级常量且 FOV 字段零消费，selfcheck 只断言「>0」（来源 L14-010）	:P3ProjectionSpec`（复核时点 :44-47 六要素声明「max_abs_crval_dec_deg（适用天区/极点奇点守卫）、max_fov_deg（合法 FOV 声明…）」、:55-56 字段注释「中心 |dec| 守卫（单一条件，四投影统一 85.0 保守冻结）」、:87-88 make 校验序注释）；`lib/phase3_proj/p3_projection.cpp::kMaxAbsDec`（:38）、`::p3_projection_make`（:328 `if (std::fabs(centre_dec_deg) > kMaxAbsDec) return P3_PROJ_PARAM;`）、`::kRegistry`（:266-275 四行的 85.0 与 max_fov_deg=20/60/180/360）、`::p3_projection_registry_	（h:55）double max_abs_crval_dec_deg; // 中心 |dec| 守卫（单一条件，四投影统一 85.0 保守冻结） / （cpp:328）if (std::fabs(centre_dec_deg) > kMaxAbsDec) return P3ProjectionStatus::P3_PROJ_PARAM;   ← 读文件级常量，不读 spec 字段 / （cpp:306-307）if (!(kRegistry[i].max_abs_crval_dec_deg > 0.0) || !(kRegistry[i].max_fov_deg > 0.0)) return 	宪章 §7.3（每投影须声明适用天区/合法 FOV/奇点，声明须可执行）、§14.2（registry 为唯一权威实现面）、§12.2	OPEN	
M6a-D-013	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	89	热路径死代码被 ALG 当「实测」固化：pix2ang 结果只被 (void) 压制、(void)y1 压制的是实际被使用的变量，合同文本据以写成事实（来源 L14-011 的死代码部分；其 stderr 探针部分已并 M6a-G-002）	:p3_sample_bilinear_ex`（复核时点 :174-176 计算 `ipix` 后 `pix2ang_nest(nside, ipix, c_ra, c_dec)`，:229/:232/:234 使用 y1，:251 `(void)y1; (void)c_ra; (void)c_dec;`）；`docs/algorithms/PHASE3_RSMP_IMPL.md::§6.5`（复核时点 :194 把「(void)y1 压 unused」写进冻结叙述）	（:175-176）double c_ra = 0, c_dec = 0; astrocs::healpix::pix2ang_nest(nside, ipix, c_ra, c_dec); / （:229/:232/:234）const double x0 = q[0][0]->x, x1 = q[1][0]->x, y0 = q[0][0]->y, y1 = q[0][1]->y; … const double dx = x1 - x0, dy = y1 - y0;  / （:251）(void)y1; (void)c_ra; (void)c_dec; / （ALG §6.5:194）…(	16/:28	OPEN	
M6a-D-014	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	106	同一文件内的并发注释互斥：一处要求「所有 aio open/read 经单一全局 mutex 串行化」并在实现里这么写，另一处写「禁全局 critical(aio_read)」，另有「hotfix：串行」与并行池语义并存（来源 L14-01	:CON-010 复归注释`（复核时点 :157-160「cfitsio / aio_hips 并发文件读在本机 gcc 14 上非线程安全…故将所有 aio_hips 的 open/read 用单一全局 mutex 串行化（计算仍并行）」、:161 `static std::mutex g_aio_mu;`、:166 加锁）、`::SamplerReader 前言与实现`（复核时点 :681-683「cfitsio 同句柄并发读非线程安全 => 禁跨线程共享；**禁全局 critical(aio_read)**」、:693-694 `sig/sup` 两个 getter 内部 `std::lock_guard<std::mutex> lk(g_aio_mu)`）、`::第一遍注释`（:629-631「hotfix：串行；…并行由 std::thread + Runtime lease 驱	（:157-160）CON-010 复归：… 故将所有 aio_hips 的 open/read 用单一全局 mutex 串行化（计算仍并行），消除崩溃且不改变每 cell 结果。 / （:683）（cfitsio 同句柄并发读非线程安全 => 禁跨线程共享；禁全局 critical(aio_read)）。 / （:693）AioHipsDataset* sig(std::size_t f) { … if (!csig[f]) { std::lock_guard<std::mutex> lk(g_aio_mu); csig[f] = aio_hips_open(...); } … }	宪章 §12.2、§12.3-8（并发模型须一致）、§10.4/§10.5（I/O 串行化的扩展性是资源结论前提）；CONCURRENCY_STANDARD	OPEN	
M6a-D-015	D_COMMENT	P2	M6a	问题扫描/findings/D_COMMENT/p2/M6a_L13_L14.md	122	浏览器后端头注释把已废弃的私有 tile 线性约定 [y*512+x] 写成现行契约，与唯一权威映射及自身实现相反；同头另把二进制文件名写进「正式数据源」表述（来源 L14-015）	:文件头`（复核时点 :2/:4-5「正式 Browser 数据源…仅通过 astro_image_io.dll 的 AIO HiPS Reader API 读取」、:8-9「全分辨率查询直接按 NESTED leaf ipix 定位叶级 tile (512×512), FITS 行主序 **[y*512+x]**」）；`::实现`（`core/hips_browser_backend.cpp` :9-10「fits_index = (511-x)*512 + y …（不再使用 z % 512 / z / 512 私有线性约定）」、:220 `nested_local_to_fits_index(z, 9u, 512u)`）；权威 `lib/common/healpix/healpix_core.h::映射声明`（复核时点 :43-49「FITS 列(NAXIS1)=y、FITS 行(NA	（backend.h:8-9）LOD: … 全分辨率查询直接按 NESTED leaf ipix 定位叶级 tile (512×512), FITS 行主序 [y*512+x]。 / （backend.cpp:9-10）// fits_index = (511-x)*512 + y, (x,y) = nested_local_to_xy(z, 9) // （不再使用 z % 512 / z / 512 私有线性约定） / （healpix_core.h:46）// 行主序 fits_index = (tile_width-1-x)*tile_width + y	宪章 §14.2（`lib/common/healpix` 为唯一权威实现，禁第二套映射）；IVOA HiPS 1.0 tile 像元排列；§12.3-1	OPEN	
